gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Vlaams Gewest;Antwerpen;Mechelen;12034.0;2890.0;Sint-Amands; 0 – 14;Vrouwelijk;49
Vlaams Gewest;Antwerpen;Mechelen;12034.0;2890.0;Sint-Amands;15 – 64;Mannelijk;533
Vlaams Gewest;Antwerpen;Mechelen;12034.0;2890.0;Sint-Amands;15 – 64;Vrouwelijk;947
Vlaams Gewest;Antwerpen;Mechelen;12034.0;2890.0;Sint-Amands;65 – ...;Mannelijk;434
Vlaams Gewest;Antwerpen;Mechelen;12034.0;2890.0;Sint-Amands;65 – ...;Vrouwelijk;449
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver; 0 – 14;Mannelijk;175
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver; 0 – 14;Vrouwelijk;133
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver;15 – 64;Mannelijk;1304
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver;15 – 64;Vrouwelijk;1800
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver;65 – ...;Mannelijk;748
Vlaams Gewest;Antwerpen;Mechelen;12035.0;2860.0;Sint-Katelijne-Waver;65 – ...;Vrouwelijk;1312
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek; 0 – 14;Mannelijk;314
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek; 0 – 14;Vrouwelijk;166
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek;15 – 64;Mannelijk;1898
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek;15 – 64;Vrouwelijk;2715
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek;65 – ...;Mannelijk;1236
Vlaams Gewest;Antwerpen;Mechelen;12040.0;2830.0;Willebroek;65 – ...;Vrouwelijk;1239
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk; 0 – 14;Mannelijk;164
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk; 0 – 14;Vrouwelijk;171
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk;15 – 64;Mannelijk;872
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk;15 – 64;Vrouwelijk;1334
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk;65 – ...;Mannelijk;476
Vlaams Gewest;Antwerpen;Turnhout;13001.0;2370.0;Arendonk;65 – ...;Vrouwelijk;629
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog; 0 – 14;Mannelijk;25
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog; 0 – 14;Vrouwelijk;19
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog;15 – 64;Mannelijk;191
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog;15 – 64;Vrouwelijk;244
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog;65 – ...;Mannelijk;210
Vlaams Gewest;Antwerpen;Turnhout;13002.0;2387.0;Baarle-Hertog;65 – ...;Vrouwelijk;104
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen; 0 – 14;Mannelijk;432
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen; 0 – 14;Vrouwelijk;232
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen;15 – 64;Mannelijk;1540
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen;15 – 64;Vrouwelijk;2397
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen;65 – ...;Mannelijk;1155
Vlaams Gewest;Antwerpen;Turnhout;13003.0;2490.0;Balen;65 – ...;Vrouwelijk;1237
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse; 0 – 14;Mannelijk;179
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse; 0 – 14;Vrouwelijk;192
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse;15 – 64;Mannelijk;1112
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse;15 – 64;Vrouwelijk;1991
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse;65 – ...;Mannelijk;775
Vlaams Gewest;Antwerpen;Turnhout;13004.0;2340.0;Beerse;65 – ...;Vrouwelijk;767
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel; 0 – 14;Mannelijk;159
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel; 0 – 14;Vrouwelijk;116
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel;15 – 64;Mannelijk;681
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel;15 – 64;Vrouwelijk;954
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel;65 – ...;Mannelijk;601
Vlaams Gewest;Antwerpen;Turnhout;13006.0;2480.0;Dessel;65 – ...;Vrouwelijk;413
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel; 0 – 14;Mannelijk;697
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel; 0 – 14;Vrouwelijk;451
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel;15 – 64;Mannelijk;2832
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel;15 – 64;Vrouwelijk;4212
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel;65 – ...;Mannelijk;1616
Vlaams Gewest;Antwerpen;Turnhout;13008.0;2440.0;Geel;65 – ...;Vrouwelijk;1707
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk; 0 – 14;Mannelijk;84
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk; 0 – 14;Vrouwelijk;101
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk;15 – 64;Mannelijk;771
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk;15 – 64;Vrouwelijk;1128
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk;65 – ...;Mannelijk;382
Vlaams Gewest;Antwerpen;Turnhout;13010.0;2280.0;Grobbendonk;65 – ...;Vrouwelijk;429
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals; 0 – 14;Mannelijk;235
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals; 0 – 14;Vrouwelijk;153
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals;15 – 64;Mannelijk;1815
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals;15 – 64;Vrouwelijk;2856
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals;65 – ...;Mannelijk;1233
Vlaams Gewest;Antwerpen;Turnhout;13011.0;2200.0;Herentals;65 – ...;Vrouwelijk;1395
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout; 0 – 14;Mannelijk;73
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout; 0 – 14;Vrouwelijk;45
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout;15 – 64;Mannelijk;666
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout;15 – 64;Vrouwelijk;839
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout;65 – ...;Mannelijk;537
Vlaams Gewest;Antwerpen;Turnhout;13012.0;2270.0;Herenthout;65 – ...;Vrouwelijk;422
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt; 0 – 14;Mannelijk;101
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt; 0 – 14;Vrouwelijk;73
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt;15 – 64;Mannelijk;1026
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt;15 – 64;Vrouwelijk;1293
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt;65 – ...;Mannelijk;804
Vlaams Gewest;Antwerpen;Turnhout;13013.0;2230.0;Herselt;65 – ...;Vrouwelijk;585
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten; 0 – 14;Mannelijk;193
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten; 0 – 14;Vrouwelijk;176
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten;15 – 64;Mannelijk;1405
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten;15 – 64;Vrouwelijk;2023
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten;65 – ...;Mannelijk;971
Vlaams Gewest;Antwerpen;Turnhout;13014.0;2320.0;Hoogstraten;65 – ...;Vrouwelijk;796
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout; 0 – 14;Mannelijk;123
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout; 0 – 14;Vrouwelijk;49
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout;15 – 64;Mannelijk;703
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout;15 – 64;Vrouwelijk;954
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout;65 – ...;Mannelijk;456
Vlaams Gewest;Antwerpen;Turnhout;13016.0;2235.0;Hulshout;65 – ...;Vrouwelijk;338
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee; 0 – 14;Mannelijk;148
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee; 0 – 14;Vrouwelijk;157
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee;15 – 64;Mannelijk;1366
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee;15 – 64;Vrouwelijk;1992
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee;65 – ...;Mannelijk;810
Vlaams Gewest;Antwerpen;Turnhout;13017.0;2460.0;Kasterlee;65 – ...;Vrouwelijk;909
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille; 0 – 14;Mannelijk;133
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille; 0 – 14;Vrouwelijk;84
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille;15 – 64;Mannelijk;1282
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille;15 – 64;Vrouwelijk;1826
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille;65 – ...;Mannelijk;718
Vlaams Gewest;Antwerpen;Turnhout;13019.0;2275.0;Lille;65 – ...;Vrouwelijk;652
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout; 0 – 14;Mannelijk;132
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout; 0 – 14;Vrouwelijk;141
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout;15 – 64;Mannelijk;775
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout;15 – 64;Vrouwelijk;1136
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout;65 – ...;Mannelijk;405
Vlaams Gewest;Antwerpen;Turnhout;13021.0;2450.0;Meerhout;65 – ...;Vrouwelijk;508
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas; 0 – 14;Mannelijk;97
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas; 0 – 14;Vrouwelijk;65
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas;15 – 64;Mannelijk;691
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas;15 – 64;Vrouwelijk;1043
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas;65 – ...;Mannelijk;374
Vlaams Gewest;Antwerpen;Turnhout;13023.0;2330.0;Merksplas;65 – ...;Vrouwelijk;261
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol; 0 – 14;Mannelijk;477
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol; 0 – 14;Vrouwelijk;324
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol;15 – 64;Mannelijk;2520
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol;15 – 64;Vrouwelijk;3820
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol;65 – ...;Mannelijk;1772
Vlaams Gewest;Antwerpen;Turnhout;13025.0;2400.0;Mol;65 – ...;Vrouwelijk;1994
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen; 0 – 14;Mannelijk;146
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen; 0 – 14;Vrouwelijk;125
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen;15 – 64;Mannelijk;819
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen;15 – 64;Vrouwelijk;1290
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen;65 – ...;Mannelijk;516
Vlaams Gewest;Antwerpen;Turnhout;13029.0;2250.0;Olen;65 – ...;Vrouwelijk;418
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout; 0 – 14;Mannelijk;147
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout; 0 – 14;Vrouwelijk;87
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout;15 – 64;Mannelijk;967
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout;15 – 64;Vrouwelijk;1344
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout;65 – ...;Mannelijk;700
Vlaams Gewest;Antwerpen;Turnhout;13031.0;2360.0;Oud-Turnhout;65 – ...;Vrouwelijk;760
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels; 0 – 14;Mannelijk;158
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels; 0 – 14;Vrouwelijk;149
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels;15 – 64;Mannelijk;943
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels;15 – 64;Vrouwelijk;1648
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels;65 – ...;Mannelijk;640
Vlaams Gewest;Antwerpen;Turnhout;13035.0;2380.0;Ravels;65 – ...;Vrouwelijk;727
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie; 0 – 14;Mannelijk;154
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie; 0 – 14;Vrouwelijk;148
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie;15 – 64;Mannelijk;769
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie;15 – 64;Vrouwelijk;933
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie;65 – ...;Mannelijk;469
Vlaams Gewest;Antwerpen;Turnhout;13036.0;2470.0;Retie;65 – ...;Vrouwelijk;394
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel; 0 – 14;Mannelijk;160
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel; 0 – 14;Vrouwelijk;105
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel;15 – 64;Mannelijk;914
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel;15 – 64;Vrouwelijk;1332
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel;65 – ...;Mannelijk;488
Vlaams Gewest;Antwerpen;Turnhout;13037.0;2310.0;Rijkevorsel;65 – ...;Vrouwelijk;612
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout; 0 – 14;Mannelijk;489
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout; 0 – 14;Vrouwelijk;361
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout;15 – 64;Mannelijk;2851
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout;15 – 64;Vrouwelijk;5134
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout;65 – ...;Mannelijk;2024
Vlaams Gewest;Antwerpen;Turnhout;13040.0;2300.0;Turnhout;65 – ...;Vrouwelijk;2141
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar; 0 – 14;Mannelijk;61
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar; 0 – 14;Vrouwelijk;45
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar;15 – 64;Mannelijk;441
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar;15 – 64;Vrouwelijk;784
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar;65 – ...;Mannelijk;456
Vlaams Gewest;Antwerpen;Turnhout;13044.0;2290.0;Vorselaar;65 – ...;Vrouwelijk;288
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar; 0 – 14;Mannelijk;92
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar; 0 – 14;Vrouwelijk;94
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar;15 – 64;Mannelijk;676
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar;15 – 64;Vrouwelijk;1030
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar;65 – ...;Mannelijk;603
Vlaams Gewest;Antwerpen;Turnhout;13046.0;2350.0;Vosselaar;65 – ...;Vrouwelijk;517
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo; 0 – 14;Mannelijk;273
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo; 0 – 14;Vrouwelijk;199
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo;15 – 64;Mannelijk;1730
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo;15 – 64;Vrouwelijk;2638
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo;65 – ...;Mannelijk;1154
Vlaams Gewest;Antwerpen;Turnhout;13049.0;2260.0;Westerlo;65 – ...;Vrouwelijk;824
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal; 0 – 14;Mannelijk;171
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal; 0 – 14;Vrouwelijk;225
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal;15 – 64;Mannelijk;1083
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal;15 – 64;Vrouwelijk;1792
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal;65 – ...;Mannelijk;617
Vlaams Gewest;Antwerpen;Turnhout;13053.0;2430.0;Laakdal;65 – ...;Vrouwelijk;644
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse; 0 – 14;Mannelijk;270
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse; 0 – 14;Vrouwelijk;183
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse;15 – 64;Mannelijk;1968
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse;15 – 64;Vrouwelijk;2750
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse;65 – ...;Mannelijk;1423
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23002.0;1730.0;Asse;65 – ...;Vrouwelijk;1688
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel; 0 – 14;Mannelijk;209
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel; 0 – 14;Vrouwelijk;185
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel;15 – 64;Mannelijk;1408
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel;15 – 64;Vrouwelijk;2015
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel;65 – ...;Mannelijk;1039
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23003.0;1650.0;Beersel;65 – ...;Vrouwelijk;1141
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever; 0 – 14;Mannelijk;26
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever; 0 – 14;Vrouwelijk;23
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever;15 – 64;Mannelijk;168
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever;15 – 64;Vrouwelijk;201
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever;65 – ...;Mannelijk;87
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23009.0;1547.0;Bever;65 – ...;Vrouwelijk;109
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek; 0 – 14;Mannelijk;297
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek; 0 – 14;Vrouwelijk;193
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek;15 – 64;Mannelijk;2274
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek;15 – 64;Vrouwelijk;3495
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek;65 – ...;Mannelijk;2140
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23016.0;1700.0;Dilbeek;65 – ...;Vrouwelijk;2391
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden; 0 – 14;Mannelijk;82
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden; 0 – 14;Vrouwelijk;57
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden;15 – 64;Mannelijk;538
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden;15 – 64;Vrouwelijk;660
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden;65 – ...;Mannelijk;345
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23023.0;1570.0;Galmaarden;65 – ...;Vrouwelijk;422
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik; 0 – 14;Mannelijk;77
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik; 0 – 14;Vrouwelijk;51
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik;15 – 64;Mannelijk;600
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik;15 – 64;Vrouwelijk;764
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik;65 – ...;Mannelijk;471
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23024.0;1755.0;Gooik;65 – ...;Vrouwelijk;370
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen; 0 – 14;Mannelijk;314
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen; 0 – 14;Vrouwelijk;194
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen;15 – 64;Mannelijk;2158
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen;15 – 64;Vrouwelijk;3502
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen;65 – ...;Mannelijk;1476
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23025.0;1850.0;Grimbergen;65 – ...;Vrouwelijk;1854
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle; 0 – 14;Mannelijk;407
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle; 0 – 14;Vrouwelijk;265
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle;15 – 64;Mannelijk;2639
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle;15 – 64;Vrouwelijk;3837
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle;65 – ...;Mannelijk;2195
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23027.0;1500.0;Halle;65 – ...;Vrouwelijk;2342
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne; 0 – 14;Mannelijk;42
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne; 0 – 14;Vrouwelijk;47
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne;15 – 64;Mannelijk;519
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne;15 – 64;Vrouwelijk;501
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne;65 – ...;Mannelijk;348
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23032.0;1540.0;Herne;65 – ...;Vrouwelijk;275
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart; 0 – 14;Mannelijk;75
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart; 0 – 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart;15 – 64;Mannelijk;445
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart;15 – 64;Vrouwelijk;611
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart;65 – ...;Mannelijk;338
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23033.0;1560.0;Hoeilaart;65 – ...;Vrouwelijk;427
