gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospita-_lisatie
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;0 - 14;Mannelijk;61
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;0 - 14;Vrouwelijk;79
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;15 - 64;Mannelijk;324
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;15 - 64;Vrouwelijk;511
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;65 - ...;Mannelijk;437
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23101;1640;Sint-Genesius-Rode;65 - ...;Vrouwelijk;401
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;0 - 14;Mannelijk;69
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;0 - 14;Vrouwelijk;63
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;15 - 64;Mannelijk;302
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;15 - 64;Vrouwelijk;568
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;65 - ...;Mannelijk;386
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23102;1780;Wemmel;65 - ...;Vrouwelijk;473
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;0 - 14;Mannelijk;36
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;0 - 14;Vrouwelijk;42
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;15 - 64;Mannelijk;257
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;15 - 64;Vrouwelijk;382
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;65 - ...;Mannelijk;396
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23103;1970;Wezembeek-Oppem;65 - ...;Vrouwelijk;327
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;0 - 14;Mannelijk;37
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;0 - 14;Vrouwelijk;24
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;15 - 64;Mannelijk;215
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;15 - 64;Vrouwelijk;322
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;65 - ...;Mannelijk;269
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23104;1750;Lennik;65 - ...;Vrouwelijk;262
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;0 - 14;Mannelijk;72
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;0 - 14;Vrouwelijk;62
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;15 - 64;Mannelijk;315
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;15 - 64;Vrouwelijk;460
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;65 - ...;Mannelijk;376
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105;1790;Affligem;65 - ...;Vrouwelijk;317
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;0 - 14;Mannelijk;96
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;0 - 14;Vrouwelijk;101
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;15 - 64;Mannelijk;774
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;15 - 64;Vrouwelijk;984
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;65 - ...;Mannelijk;1042
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;65 - ...;Vrouwelijk;961
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;0 - 14;Mannelijk;55
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;0 - 14;Vrouwelijk;37
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;15 - 64;Mannelijk;262
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;15 - 64;Vrouwelijk;358
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;65 - ...;Mannelijk;331
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;65 - ...;Vrouwelijk;299
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;0 - 14;Mannelijk;28
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;0 - 14;Vrouwelijk;18
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;15 - 64;Mannelijk;171
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;15 - 64;Vrouwelijk;210
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 - ...;Mannelijk;174
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 - ...;Vrouwelijk;171
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;0 - 14;Mannelijk;51
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;0 - 14;Vrouwelijk;47
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 - 64;Mannelijk;213
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 - 64;Vrouwelijk;313
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 - ...;Mannelijk;298
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 - ...;Vrouwelijk;289
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;0 - 14;Mannelijk;42
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;0 - 14;Vrouwelijk;24
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 - 64;Mannelijk;203
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 - 64;Vrouwelijk;301
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 - ...;Mannelijk;297
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 - ...;Vrouwelijk;261
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;0 - 14;Mannelijk;86
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;0 - 14;Vrouwelijk;44
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 - 64;Mannelijk;300
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 - 64;Vrouwelijk;429
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 - ...;Mannelijk;364
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 - ...;Vrouwelijk;333
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;0 - 14;Mannelijk;38
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;0 - 14;Vrouwelijk;27
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 - 64;Mannelijk;167
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 - 64;Vrouwelijk;291
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 - ...;Mannelijk;195
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 - ...;Vrouwelijk;187
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;0 - 14;Mannelijk;123
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;0 - 14;Vrouwelijk;106
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 - 64;Mannelijk;626
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 - 64;Vrouwelijk;779
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 - ...;Mannelijk;750
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 - ...;Vrouwelijk;827
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;0 - 14;Mannelijk;28
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;0 - 14;Vrouwelijk;26
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 - 64;Mannelijk;176
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 - 64;Vrouwelijk;217
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 - ...;Mannelijk;166
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 - ...;Vrouwelijk;212
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;0 - 14;Mannelijk;71
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;0 - 14;Vrouwelijk;53
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 - 64;Mannelijk;302
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 - 64;Vrouwelijk;538
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 - ...;Mannelijk;435
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 - ...;Vrouwelijk;408
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;0 - 14;Mannelijk;121
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;0 - 14;Vrouwelijk;91
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 - 64;Mannelijk;410
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 - 64;Vrouwelijk;675
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 - ...;Mannelijk;554
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 - ...;Vrouwelijk;610
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;0 - 14;Mannelijk;16
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 - 64;Mannelijk;170
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 - 64;Vrouwelijk;203
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 - ...;Mannelijk;151
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 - ...;Vrouwelijk;175
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;0 - 14;Mannelijk;42
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;0 - 14;Vrouwelijk;32
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 - 64;Mannelijk;256
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 - 64;Vrouwelijk;280
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 - ...;Mannelijk;262
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 - ...;Vrouwelijk;257
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;0 - 14;Mannelijk;50
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;0 - 14;Vrouwelijk;33
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 - 64;Mannelijk;226
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 - 64;Vrouwelijk;276
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 - ...;Mannelijk;244
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 - ...;Vrouwelijk;226
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;0 - 14;Vrouwelijk;32
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 - 64;Mannelijk;307
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 - 64;Vrouwelijk;401
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 - ...;Mannelijk;536
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 - ...;Vrouwelijk;455
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;0 - 14;Mannelijk;44
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;0 - 14;Vrouwelijk;36
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 - 64;Mannelijk;177
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 - 64;Vrouwelijk;237
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 - ...;Mannelijk;267
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 - ...;Vrouwelijk;252
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;0 - 14;Mannelijk;100
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;0 - 14;Vrouwelijk;61
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 - 64;Mannelijk;438
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 - 64;Vrouwelijk;607
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 - ...;Mannelijk;481
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 - ...;Vrouwelijk;576
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;0 - 14;Mannelijk;88
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;0 - 14;Vrouwelijk;68
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 - 64;Mannelijk;430
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 - 64;Vrouwelijk;580
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 - ...;Mannelijk;483
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 - ...;Vrouwelijk;558
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;0 - 14;Mannelijk;457
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;0 - 14;Vrouwelijk;356
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 - 64;Mannelijk;2135
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 - 64;Vrouwelijk;3166
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 - ...;Mannelijk;2222
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 - ...;Vrouwelijk;2501
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;0 - 14;Vrouwelijk;43
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 - 64;Mannelijk;291
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 - 64;Vrouwelijk;450
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 - ...;Mannelijk;438
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 - ...;Vrouwelijk;411
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;0 - 14;Mannelijk;45
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 - 64;Mannelijk;223
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 - 64;Vrouwelijk;319
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 - ...;Mannelijk;290
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 - ...;Vrouwelijk;318
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;0 - 14;Mannelijk;83
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;0 - 14;Vrouwelijk;54
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 - 64;Mannelijk;388
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 - 64;Vrouwelijk;519
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 - ...;Mannelijk;505
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 - ...;Vrouwelijk;463
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;0 - 14;Mannelijk;97
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;0 - 14;Vrouwelijk;53
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 - 64;Mannelijk;376
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 - 64;Vrouwelijk;604
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 - ...;Mannelijk;510
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 - ...;Vrouwelijk;527
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;0 - 14;Mannelijk;167
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;0 - 14;Vrouwelijk;140
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 - 64;Mannelijk;922
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 - 64;Vrouwelijk;1336
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 - ...;Mannelijk;1056
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 - ...;Vrouwelijk;1180
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;0 - 14;Mannelijk;69
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;0 - 14;Vrouwelijk;61
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 - 64;Mannelijk;403
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 - 64;Vrouwelijk;473
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 - ...;Mannelijk;601
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 - ...;Vrouwelijk;454
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;0 - 14;Mannelijk;30
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;0 - 14;Vrouwelijk;33
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 - 64;Mannelijk;230
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 - 64;Vrouwelijk;316
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 - ...;Mannelijk;253
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 - ...;Vrouwelijk;294
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;0 - 14;Mannelijk;36
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 - 64;Mannelijk;192
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 - 64;Vrouwelijk;205
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 - ...;Mannelijk;201
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 - ...;Vrouwelijk;186
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;0 - 14;Mannelijk;87
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;0 - 14;Vrouwelijk;107
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 - 64;Mannelijk;556
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 - 64;Vrouwelijk;753
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 - ...;Mannelijk;858
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 - ...;Vrouwelijk;747
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;0 - 14;Mannelijk;35
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;0 - 14;Vrouwelijk;33
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 - 64;Mannelijk;233
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 - 64;Vrouwelijk;340
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 - ...;Mannelijk;328
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 - ...;Vrouwelijk;308
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;0 - 14;Mannelijk;16
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;0 - 14;Vrouwelijk;24
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 - 64;Mannelijk;140
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 - 64;Vrouwelijk;145
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 - ...;Mannelijk;169
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 - ...;Vrouwelijk;166
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;0 - 14;Mannelijk;90
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;0 - 14;Vrouwelijk;88
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 - 64;Mannelijk;487
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 - 64;Vrouwelijk;517
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 - ...;Mannelijk;480
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 - ...;Vrouwelijk;442
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;0 - 14;Mannelijk;96
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;0 - 14;Vrouwelijk;63
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 - 64;Mannelijk;675
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 - 64;Vrouwelijk;819
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 - ...;Mannelijk;1039
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 - ...;Vrouwelijk;1052
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;0 - 14;Mannelijk;709
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;0 - 14;Vrouwelijk;612
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 - 64;Mannelijk;3027
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 - 64;Vrouwelijk;4105
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 - ...;Mannelijk;3802
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 - ...;Vrouwelijk;4149
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;0 - 14;Mannelijk;61
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;0 - 14;Vrouwelijk;49
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 - 64;Mannelijk;286
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 - 64;Vrouwelijk;380
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 - ...;Mannelijk;350
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 - ...;Vrouwelijk;317
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;0 - 14;Mannelijk;66
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;0 - 14;Vrouwelijk;76
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 - 64;Mannelijk;350
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 - 64;Vrouwelijk;461
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 - ...;Mannelijk;434
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 - ...;Vrouwelijk;401
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;0 - 14;Mannelijk;167
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;0 - 14;Vrouwelijk;141
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 - 64;Mannelijk;631
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 - 64;Vrouwelijk;866
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 - ...;Mannelijk;706
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 - ...;Vrouwelijk;734
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;0 - 14;Mannelijk;131
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;0 - 14;Vrouwelijk;130
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 - 64;Mannelijk;570
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 - 64;Vrouwelijk;765
