gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospita-_lisatie
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;65 - ...;Mannelijk;93
Waals Gewest;Luik;Borgworm;64056;4360;Oerle;65 - ...;Vrouwelijk;75
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;0 - 14;Mannelijk;26
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;0 - 14;Vrouwelijk;20
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;15 - 64;Mannelijk;166
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;15 - 64;Vrouwelijk;190
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;65 - ...;Mannelijk;153
Waals Gewest;Luik;Borgworm;64063;4350;Remicourt;65 - ...;Vrouwelijk;178
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;0 - 14;Mannelijk;41
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;0 - 14;Vrouwelijk;30
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;15 - 64;Mannelijk;210
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;15 - 64;Vrouwelijk;279
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;65 - ...;Mannelijk;202
Waals Gewest;Luik;Borgworm;64065;4470;Saint-Georges-sur-Meuse;65 - ...;Vrouwelijk;210
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;0 - 14;Mannelijk;59
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;0 - 14;Vrouwelijk;59
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;15 - 64;Mannelijk;379
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;15 - 64;Vrouwelijk;581
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;65 - ...;Mannelijk;497
Waals Gewest;Luik;Borgworm;64074;4300;Borgworm;65 - ...;Vrouwelijk;565
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;0 - 14;Mannelijk;20
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;0 - 14;Vrouwelijk;11
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;15 - 64;Mannelijk;77
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;15 - 64;Vrouwelijk;121
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;65 - ...;Mannelijk;88
Waals Gewest;Luik;Borgworm;64075;4219;Wasseiges;65 - ...;Vrouwelijk;65
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;0 - 14;Mannelijk;20
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;0 - 14;Vrouwelijk;12
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;15 - 64;Mannelijk;92
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;15 - 64;Vrouwelijk;121
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;65 - ...;Mannelijk;86
Waals Gewest;Luik;Borgworm;64076;4317;Faimes;65 - ...;Vrouwelijk;91
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;0 - 14;Mannelijk;119
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;0 - 14;Vrouwelijk;99
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;15 - 64;Mannelijk;712
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;15 - 64;Vrouwelijk;834
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;65 - ...;Mannelijk;685
Waals Gewest;Luxemburg;Aarlen;81001;6700;Aarlen;65 - ...;Vrouwelijk;729
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;0 - 14;Vrouwelijk;17
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;15 - 64;Mannelijk;79
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;15 - 64;Vrouwelijk;122
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;65 - ...;Mannelijk;113
Waals Gewest;Luxemburg;Aarlen;81003;6717;Attert;65 - ...;Vrouwelijk;104
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;0 - 14;Mannelijk;61
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;0 - 14;Vrouwelijk;61
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;15 - 64;Mannelijk;354
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;15 - 64;Vrouwelijk;403
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;65 - ...;Mannelijk;414
Waals Gewest;Luxemburg;Aarlen;81004;6790;Aubange;65 - ...;Vrouwelijk;451
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;0 - 14;Mannelijk;20
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;0 - 14;Vrouwelijk;8
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;15 - 64;Mannelijk;40
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;15 - 64;Vrouwelijk;63
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;65 - ...;Mannelijk;34
Waals Gewest;Luxemburg;Aarlen;81013;6630;Martelange;65 - ...;Vrouwelijk;39
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;0 - 14;Mannelijk;26
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;0 - 14;Vrouwelijk;31
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;15 - 64;Mannelijk;207
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;15 - 64;Vrouwelijk;214
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;65 - ...;Mannelijk;223
Waals Gewest;Luxemburg;Aarlen;81015;6780;Messancy;65 - ...;Vrouwelijk;200
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;0 - 14;Mannelijk;84
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;0 - 14;Vrouwelijk;59
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;15 - 64;Mannelijk;505
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;15 - 64;Vrouwelijk;578
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;65 - ...;Mannelijk;375
Waals Gewest;Luxemburg;Bastenaken;82003;6600;Bastenaken;65 - ...;Vrouwelijk;407
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;0 - 14;Vrouwelijk;40
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;15 - 64;Mannelijk;107
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;15 - 64;Vrouwelijk;143
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;65 - ...;Mannelijk;87
Waals Gewest;Luxemburg;Bastenaken;82005;6687;Bertogne;65 - ...;Vrouwelijk;52
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;0 - 14;Mannelijk;13
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;0 - 14;Vrouwelijk;15
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;15 - 64;Mannelijk;67
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;15 - 64;Vrouwelijk;79
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;65 - ...;Mannelijk;54
Waals Gewest;Luxemburg;Bastenaken;82009;6637;Fauvillers;65 - ...;Vrouwelijk;36
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;0 - 14;Mannelijk;35
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;0 - 14;Vrouwelijk;27
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;15 - 64;Mannelijk;143
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;15 - 64;Vrouwelijk;213
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;65 - ...;Mannelijk;151
Waals Gewest;Luxemburg;Bastenaken;82014;6660;Houffalize;65 - ...;Vrouwelijk;166
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;0 - 14;Mannelijk;47
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;0 - 14;Vrouwelijk;24
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;15 - 64;Mannelijk;222
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;15 - 64;Vrouwelijk;325
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;65 - ...;Mannelijk;208
Waals Gewest;Luxemburg;Bastenaken;82032;6690;Vielsalm;65 - ...;Vrouwelijk;222
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;0 - 14;Mannelijk;35
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;0 - 14;Vrouwelijk;45
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;15 - 64;Mannelijk;176
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;15 - 64;Vrouwelijk;220
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;65 - ...;Mannelijk;127
Waals Gewest;Luxemburg;Bastenaken;82036;6640;Vaux-sur-Sûre;65 - ...;Vrouwelijk;115
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;0 - 14;Mannelijk;32
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;0 - 14;Vrouwelijk;17
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;15 - 64;Mannelijk;152
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;15 - 64;Vrouwelijk;207
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;65 - ...;Mannelijk;172
Waals Gewest;Luxemburg;Bastenaken;82037;6670;Gouvy;65 - ...;Vrouwelijk;159
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;0 - 14;Mannelijk;12
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;0 - 14;Vrouwelijk;13
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;15 - 64;Mannelijk;92
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;15 - 64;Vrouwelijk;119
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;65 - ...;Mannelijk;93
Waals Gewest;Luxemburg;Bastenaken;82038;6680;Sainte-Ode;65 - ...;Vrouwelijk;81
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;0 - 14;Mannelijk;54
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;0 - 14;Vrouwelijk;46
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;15 - 64;Mannelijk;316
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;15 - 64;Vrouwelijk;423
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;65 - ...;Mannelijk;379
Waals Gewest;Luxemburg;Marche-en-Famenne;83012;6940;Durbuy;65 - ...;Vrouwelijk;343
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;0 - 14;Mannelijk;12
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;0 - 14;Vrouwelijk;6
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;15 - 64;Mannelijk;107
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;15 - 64;Vrouwelijk;120
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;65 - ...;Mannelijk;91
Waals Gewest;Luxemburg;Marche-en-Famenne;83013;6997;Érezée;65 - ...;Vrouwelijk;79
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;0 - 14;Mannelijk;28
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;0 - 14;Vrouwelijk;39
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;15 - 64;Mannelijk;179
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;15 - 64;Vrouwelijk;211
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;65 - ...;Mannelijk;153
Waals Gewest;Luxemburg;Marche-en-Famenne;83028;6990;Hotton;65 - ...;Vrouwelijk;174
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;0 - 14;Mannelijk;12
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;0 - 14;Vrouwelijk;16
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;15 - 64;Mannelijk;130
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;15 - 64;Vrouwelijk;164
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;65 - ...;Mannelijk;150
Waals Gewest;Luxemburg;Marche-en-Famenne;83031;6980;La Roche-en-Ardenne;65 - ...;Vrouwelijk;106
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;0 - 14;Mannelijk;110
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;0 - 14;Vrouwelijk;74
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;15 - 64;Mannelijk;534
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;15 - 64;Vrouwelijk;756
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;65 - ...;Mannelijk;551
Waals Gewest;Luxemburg;Marche-en-Famenne;83034;6900;Marche-en-Famenne;65 - ...;Vrouwelijk;544
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;0 - 14;Mannelijk;31
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;0 - 14;Vrouwelijk;25
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;15 - 64;Mannelijk;171
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;15 - 64;Vrouwelijk;207
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;65 - ...;Mannelijk;173
Waals Gewest;Luxemburg;Marche-en-Famenne;83040;6950;Nassogne;65 - ...;Vrouwelijk;164
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;0 - 14;Mannelijk;24
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;0 - 14;Vrouwelijk;14
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;15 - 64;Mannelijk;88
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;15 - 64;Vrouwelijk;126
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;65 - ...;Mannelijk;85
Waals Gewest;Luxemburg;Marche-en-Famenne;83044;6987;Rendeux;65 - ...;Vrouwelijk;62
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;0 - 14;Vrouwelijk;12
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;15 - 64;Mannelijk;94
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;15 - 64;Vrouwelijk;133
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;65 - ...;Mannelijk;82
Waals Gewest;Luxemburg;Marche-en-Famenne;83049;6970;Tenneville;65 - ...;Vrouwelijk;64
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;0 - 14;Mannelijk;28
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;0 - 14;Vrouwelijk;13
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;15 - 64;Mannelijk;123
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;15 - 64;Vrouwelijk;154
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;65 - ...;Mannelijk;98
Waals Gewest;Luxemburg;Marche-en-Famenne;83055;6960;Manhay;65 - ...;Vrouwelijk;75
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;0 - 14;Mannelijk;41
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;0 - 14;Vrouwelijk;48
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;15 - 64;Mannelijk;286
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;15 - 64;Vrouwelijk;381
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;65 - ...;Mannelijk;292
Waals Gewest;Luxemburg;Neufchâteau;84009;6880;Bertrix;65 - ...;Vrouwelijk;240
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;0 - 14;Mannelijk;31
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;0 - 14;Vrouwelijk;29
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;15 - 64;Mannelijk;132
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;15 - 64;Vrouwelijk;228
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;65 - ...;Mannelijk;202
Waals Gewest;Luxemburg;Neufchâteau;84010;6830;Bouillon;65 - ...;Vrouwelijk;205
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;0 - 14;Mannelijk;7
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;0 - 14;Vrouwelijk;8
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;15 - 64;Mannelijk;39
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;15 - 64;Vrouwelijk;39
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;65 - ...;Mannelijk;39
Waals Gewest;Luxemburg;Neufchâteau;84016;6929;Daverdisse;65 - ...;Vrouwelijk;57
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;0 - 14;Mannelijk;11
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;0 - 14;Vrouwelijk;5
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;15 - 64;Mannelijk;48
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;15 - 64;Vrouwelijk;84
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;65 - ...;Mannelijk;37
Waals Gewest;Luxemburg;Neufchâteau;84029;6887;Herbeumont;65 - ...;Vrouwelijk;32
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;0 - 14;Mannelijk;35
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;0 - 14;Vrouwelijk;31
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;15 - 64;Mannelijk;126
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;15 - 64;Vrouwelijk;192
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;65 - ...;Mannelijk;89
Waals Gewest;Luxemburg;Neufchâteau;84033;6860;Léglise;65 - ...;Vrouwelijk;80
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;0 - 14;Mannelijk;34
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;0 - 14;Vrouwelijk;20
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;15 - 64;Mannelijk;152
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;15 - 64;Vrouwelijk;184
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;65 - ...;Mannelijk;106
Waals Gewest;Luxemburg;Neufchâteau;84035;6890;Libin;65 - ...;Vrouwelijk;118
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);0 - 14;Mannelijk;33
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);0 - 14;Vrouwelijk;33
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);15 - 64;Mannelijk;219
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);15 - 64;Vrouwelijk;292
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);65 - ...;Mannelijk;150
Waals Gewest;Luxemburg;Neufchâteau;84043;6840;Neufchâteau (Luxemburg);65 - ...;Vrouwelijk;146
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;0 - 14;Mannelijk;35
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;0 - 14;Vrouwelijk;36
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;15 - 64;Mannelijk;161
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;15 - 64;Vrouwelijk;192
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;65 - ...;Mannelijk;151
Waals Gewest;Luxemburg;Neufchâteau;84050;6850;Paliseul;65 - ...;Vrouwelijk;147
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;0 - 14;Mannelijk;42
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;0 - 14;Vrouwelijk;17
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;15 - 64;Mannelijk;201
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;15 - 64;Vrouwelijk;221
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;65 - ...;Mannelijk;170
Waals Gewest;Luxemburg;Neufchâteau;84059;6870;Saint-Hubert;65 - ...;Vrouwelijk;207
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;0 - 14;Mannelijk;8
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;0 - 14;Vrouwelijk;11
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;15 - 64;Mannelijk;62
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;15 - 64;Vrouwelijk;91
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;65 - ...;Mannelijk;66
Waals Gewest;Luxemburg;Neufchâteau;84068;6927;Tellin;65 - ...;Vrouwelijk;65
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;0 - 14;Mannelijk;17
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;0 - 14;Vrouwelijk;19
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;15 - 64;Mannelijk;79
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;15 - 64;Vrouwelijk;120
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;65 - ...;Mannelijk;95
Waals Gewest;Luxemburg;Neufchâteau;84075;6920;Wellin;65 - ...;Vrouwelijk;98
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;0 - 14;Mannelijk;70
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;0 - 14;Vrouwelijk;57
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;15 - 64;Mannelijk;268
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;15 - 64;Vrouwelijk;439
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;65 - ...;Mannelijk;245
Waals Gewest;Luxemburg;Neufchâteau;84077;6800;Libramont-Chevigny;65 - ...;Vrouwelijk;293
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;0 - 14;Mannelijk;21
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;0 - 14;Vrouwelijk;24
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;15 - 64;Mannelijk;119
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;15 - 64;Vrouwelijk;162
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;65 - ...;Mannelijk;135
Waals Gewest;Luxemburg;Virton;85007;6810;Chiny;65 - ...;Vrouwelijk;134
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;0 - 14;Vrouwelijk;32
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;15 - 64;Mannelijk;102
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;15 - 64;Vrouwelijk;203
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;65 - ...;Mannelijk;125
Waals Gewest;Luxemburg;Virton;85009;6740;Étalle;65 - ...;Vrouwelijk;96
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;0 - 14;Mannelijk;33
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;0 - 14;Vrouwelijk;30
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;15 - 64;Mannelijk;172
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;15 - 64;Vrouwelijk;186
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;65 - ...;Mannelijk;188
Waals Gewest;Luxemburg;Virton;85011;6820;Florenville;65 - ...;Vrouwelijk;180
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;0 - 14;Mannelijk;19
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;0 - 14;Vrouwelijk;6
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;15 - 64;Mannelijk;53
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;15 - 64;Vrouwelijk;97
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;65 - ...;Mannelijk;79
Waals Gewest;Luxemburg;Virton;85024;6769;Meix-devant-Virton;65 - ...;Vrouwelijk;60
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;0 - 14;Mannelijk;25
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;0 - 14;Vrouwelijk;22
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;15 - 64;Mannelijk;98
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;15 - 64;Vrouwelijk;161
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;65 - ...;Mannelijk;123
Waals Gewest;Luxemburg;Virton;85026;6750;Musson;65 - ...;Vrouwelijk;102
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);0 - 14;Mannelijk;11
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);0 - 14;Vrouwelijk;18
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);15 - 64;Mannelijk;109
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);15 - 64;Vrouwelijk;111
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);65 - ...;Mannelijk;68
Waals Gewest;Luxemburg;Virton;85034;6747;Saint-Léger (Luxemburg);65 - ...;Vrouwelijk;80
