région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Féminin;256
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Masculin;250
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Féminin;274
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Masculin;94
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Féminin;72
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Masculin;400
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Féminin;640
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Masculin;442
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Féminin;467
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Masculin;110
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Féminin;119
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Masculin;513
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Féminin;809
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Masculin;605
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Féminin;659
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Masculin;40
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Féminin;45
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Masculin;201
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Féminin;223
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Masculin;198
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Féminin;185
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Masculin;74
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Féminin;50
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Masculin;244
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Féminin;314
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Masculin;301
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Féminin;274
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Masculin;65
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Féminin;49
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Masculin;209
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Féminin;340
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Masculin;266
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Féminin;354
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Masculin;90
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Féminin;59
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Masculin;359
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Féminin;511
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Masculin;534
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Féminin;517
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Masculin;53
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Féminin;37
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Masculin;237
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Féminin;363
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Masculin;265
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Féminin;284
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Masculin;122
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Féminin;99
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Masculin;516
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Féminin;750
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Masculin;654
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Féminin;632
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Masculin;89
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Féminin;93
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Masculin;477
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Féminin;676
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Masculin;583
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Féminin;630
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Masculin;539
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Féminin;481
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Masculin;2.601
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Féminin;3.622
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Masculin;2.499
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Féminin;2.769
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Masculin;70
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Féminin;68
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Masculin;307
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Féminin;525
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Masculin;499
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Féminin;539
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Masculin;65
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Féminin;39
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Masculin;253
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Féminin;357
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Masculin;327
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Féminin;297
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Masculin;78
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Féminin;78
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Masculin;476
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Féminin;601
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Masculin;519
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Féminin;455
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Masculin;105
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Féminin;109
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Masculin;498
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Féminin;662
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Masculin;636
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Féminin;683
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Masculin;258
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Féminin;203
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Masculin;1.128
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Féminin;1.454
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Masculin;1.328
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Féminin;1.391
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Masculin;96
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Féminin;88
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Masculin;458
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Féminin;617
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Masculin;513
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Féminin;518
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Masculin;55
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Féminin;58
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Masculin;336
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Féminin;382
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Masculin;325
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Féminin;320
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Masculin;47
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Féminin;35
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Masculin;229
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Féminin;304
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Masculin;246
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Féminin;274
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Masculin;148
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Féminin;101
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Masculin;657
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Féminin;944
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Masculin;891
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Féminin;841
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Masculin;62
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Féminin;68
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Masculin;350
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Féminin;371
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Masculin;350
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Féminin;373
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Masculin;28
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Féminin;36
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Masculin;169
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Féminin;186
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Masculin;190
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Féminin;200
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Masculin;136
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Féminin;97
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Masculin;522
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Féminin;610
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Masculin;551
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Féminin;529
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Masculin;153
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Féminin;109
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Masculin;812
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Féminin;988
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Masculin;1.150
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Féminin;1.250
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Masculin;791
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Féminin;703
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Masculin;3.604
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Féminin;4.877
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Masculin;4.345
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Féminin;4.920
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Masculin;64
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Féminin;62
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Masculin;320
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Féminin;427
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Masculin;360
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Féminin;355
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Masculin;88
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Féminin;100
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Masculin;407
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Féminin;511
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Masculin;453
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Féminin;456
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Masculin;184
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Féminin;160
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Masculin;703
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Féminin;1.029
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Masculin;777
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Féminin;769
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Masculin;196
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Féminin;136
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Masculin;768
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Féminin;907
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Masculin;874
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Féminin;843
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Masculin;193
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Féminin;165
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Masculin;803
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Féminin;1.007
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Masculin;800
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Féminin;732
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Masculin;20
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Féminin;10
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Masculin;88
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Féminin;121
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Masculin;92
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Féminin;54
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Masculin;118
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Féminin;80
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Masculin;965
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Féminin;1.187
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Masculin;1.892
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Féminin;1.924
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Masculin;139
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Féminin;134
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Masculin;634
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Féminin;737
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Masculin;655
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Féminin;598
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Masculin;99
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Féminin;76
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Masculin;453
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Féminin;523
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Masculin;354
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Féminin;387
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Masculin;75
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Féminin;63
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Masculin;313
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Féminin;381
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Masculin;324
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Féminin;369
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Masculin;130
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Féminin;150
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Masculin;443
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Féminin;571
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Masculin;507
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Féminin;537
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Masculin;32
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Féminin;12
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Masculin;114
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Féminin;136
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Masculin;137
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Féminin;127
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Masculin;223
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Féminin;237
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Masculin;1.382
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Féminin;1.621
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Masculin;1.496
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Féminin;1.641
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Masculin;7
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Féminin;10
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Masculin;43
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Féminin;42
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Masculin;32
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Féminin;42
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Masculin;146
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Féminin;149
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Masculin;649
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Féminin;818
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Masculin;772
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Féminin;733
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Masculin;201
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Féminin;171
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Masculin;654
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Féminin;892
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Masculin;740
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Féminin;783
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Masculin;134
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Féminin;102
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Masculin;418
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Féminin;527
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Masculin;460
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Féminin;435
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Masculin;57
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Féminin;51
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Masculin;282
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Féminin;306
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Masculin;282
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Féminin;281
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Masculin;77
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Féminin;51
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Masculin;337
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Féminin;360
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Masculin;351
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Féminin;281
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Masculin;34
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Féminin;26
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Masculin;143
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Féminin;134
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Masculin;155
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Féminin;94
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Masculin;137
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Féminin;120
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Masculin;453
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Féminin;594
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Masculin;586
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Féminin;527
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Masculin;84
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Féminin;94
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Masculin;340
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Féminin;496
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Masculin;313
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Féminin;323
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Masculin;123
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Féminin;111
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Masculin;390
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Féminin;596
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Masculin;450
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Féminin;405
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Masculin;308
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Féminin;206
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Masculin;996
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Féminin;1.403
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Masculin;1.059
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Féminin;1.000
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Masculin;819
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Féminin;676
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Masculin;2.524
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Féminin;3.541
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Masculin;3.004
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Féminin;3.344
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Masculin;109
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Féminin;131
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Masculin;435
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Féminin;642
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Masculin;569
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Féminin;590
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Masculin;32
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Féminin;24
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Masculin;194
