région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;65 - ...;Masculin;1.423
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;65 - ...;Féminin;1.431
Région flamande;Anvers;Anvers;11009;2960;Brecht;0 - 14;Masculin;200
Région flamande;Anvers;Anvers;11009;2960;Brecht;0 - 14;Féminin;228
Région flamande;Anvers;Anvers;11009;2960;Brecht;15 - 64;Masculin;915
Région flamande;Anvers;Anvers;11009;2960;Brecht;15 - 64;Féminin;1.350
Région flamande;Anvers;Anvers;11009;2960;Brecht;65 - ...;Masculin;978
Région flamande;Anvers;Anvers;11009;2960;Brecht;65 - ...;Féminin;909
Région flamande;Anvers;Anvers;11013;2650;Edegem;0 - 14;Masculin;111
Région flamande;Anvers;Anvers;11013;2650;Edegem;0 - 14;Féminin;114
Région flamande;Anvers;Anvers;11013;2650;Edegem;15 - 64;Masculin;592
Région flamande;Anvers;Anvers;11013;2650;Edegem;15 - 64;Féminin;867
Région flamande;Anvers;Anvers;11013;2650;Edegem;65 - ...;Masculin;783
Région flamande;Anvers;Anvers;11013;2650;Edegem;65 - ...;Féminin;841
Région flamande;Anvers;Anvers;11016;2910;Essen;0 - 14;Masculin;102
Région flamande;Anvers;Anvers;11016;2910;Essen;0 - 14;Féminin;82
Région flamande;Anvers;Anvers;11016;2910;Essen;15 - 64;Masculin;580
Région flamande;Anvers;Anvers;11016;2910;Essen;15 - 64;Féminin;782
Région flamande;Anvers;Anvers;11016;2910;Essen;65 - ...;Masculin;576
Région flamande;Anvers;Anvers;11016;2910;Essen;65 - ...;Féminin;539
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;0 - 14;Masculin;73
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;0 - 14;Féminin;63
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;15 - 64;Masculin;332
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;15 - 64;Féminin;523
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;65 - ...;Masculin;375
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;65 - ...;Féminin;364
Région flamande;Anvers;Anvers;11021;2540;Hove;0 - 14;Masculin;39
Région flamande;Anvers;Anvers;11021;2540;Hove;0 - 14;Féminin;19
Région flamande;Anvers;Anvers;11021;2540;Hove;15 - 64;Masculin;191
Région flamande;Anvers;Anvers;11021;2540;Hove;15 - 64;Féminin;274
Région flamande;Anvers;Anvers;11021;2540;Hove;65 - ...;Masculin;306
Région flamande;Anvers;Anvers;11021;2540;Hove;65 - ...;Féminin;258
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;0 - 14;Masculin;99
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;0 - 14;Féminin;83
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;15 - 64;Masculin;521
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;15 - 64;Féminin;681
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;65 - ...;Masculin;567
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;65 - ...;Féminin;634
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);0 - 14;Masculin;122
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);0 - 14;Féminin;129
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);15 - 64;Masculin;785
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);15 - 64;Féminin;1.056
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);65 - ...;Masculin;1.027
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);65 - ...;Féminin;1.040
Région flamande;Anvers;Anvers;11024;2550;Kontich;0 - 14;Masculin;121
Région flamande;Anvers;Anvers;11024;2550;Kontich;0 - 14;Féminin;88
Région flamande;Anvers;Anvers;11024;2550;Kontich;15 - 64;Masculin;661
Région flamande;Anvers;Anvers;11024;2550;Kontich;15 - 64;Féminin;804
Région flamande;Anvers;Anvers;11024;2550;Kontich;65 - ...;Masculin;729
Région flamande;Anvers;Anvers;11024;2550;Kontich;65 - ...;Féminin;743
Région flamande;Anvers;Anvers;11025;2547;Lint;0 - 14;Masculin;59
Région flamande;Anvers;Anvers;11025;2547;Lint;0 - 14;Féminin;48
Région flamande;Anvers;Anvers;11025;2547;Lint;15 - 64;Masculin;249
Région flamande;Anvers;Anvers;11025;2547;Lint;15 - 64;Féminin;307
Région flamande;Anvers;Anvers;11025;2547;Lint;65 - ...;Masculin;276
Région flamande;Anvers;Anvers;11025;2547;Lint;65 - ...;Féminin;249
Région flamande;Anvers;Anvers;11029;2640;Mortsel;0 - 14;Masculin;170
Région flamande;Anvers;Anvers;11029;2640;Mortsel;0 - 14;Féminin;124
Région flamande;Anvers;Anvers;11029;2640;Mortsel;15 - 64;Masculin;675
Région flamande;Anvers;Anvers;11029;2640;Mortsel;15 - 64;Féminin;1.104
Région flamande;Anvers;Anvers;11029;2640;Mortsel;65 - ...;Masculin;815
Région flamande;Anvers;Anvers;11029;2640;Mortsel;65 - ...;Féminin;923
Région flamande;Anvers;Anvers;11030;2845;Niel;0 - 14;Masculin;65
Région flamande;Anvers;Anvers;11030;2845;Niel;0 - 14;Féminin;87
Région flamande;Anvers;Anvers;11030;2845;Niel;15 - 64;Masculin;311
Région flamande;Anvers;Anvers;11030;2845;Niel;15 - 64;Féminin;564
Région flamande;Anvers;Anvers;11030;2845;Niel;65 - ...;Masculin;332
Région flamande;Anvers;Anvers;11030;2845;Niel;65 - ...;Féminin;307
Région flamande;Anvers;Anvers;11035;2520;Ranst;0 - 14;Masculin;186
Région flamande;Anvers;Anvers;11035;2520;Ranst;0 - 14;Féminin;129
Région flamande;Anvers;Anvers;11035;2520;Ranst;15 - 64;Masculin;605
Région flamande;Anvers;Anvers;11035;2520;Ranst;15 - 64;Féminin;802
Région flamande;Anvers;Anvers;11035;2520;Ranst;65 - ...;Masculin;725
Région flamande;Anvers;Anvers;11035;2520;Ranst;65 - ...;Féminin;600
Région flamande;Anvers;Anvers;11037;2840;Rumst;0 - 14;Masculin;82
Région flamande;Anvers;Anvers;11037;2840;Rumst;0 - 14;Féminin;91
Région flamande;Anvers;Anvers;11037;2840;Rumst;15 - 64;Masculin;438
Région flamande;Anvers;Anvers;11037;2840;Rumst;15 - 64;Féminin;615
Région flamande;Anvers;Anvers;11037;2840;Rumst;65 - ...;Masculin;493
Région flamande;Anvers;Anvers;11037;2840;Rumst;65 - ...;Féminin;543
Région flamande;Anvers;Anvers;11038;2627;Schelle;0 - 14;Masculin;45
Région flamande;Anvers;Anvers;11038;2627;Schelle;0 - 14;Féminin;36
Région flamande;Anvers;Anvers;11038;2627;Schelle;15 - 64;Masculin;270
Région flamande;Anvers;Anvers;11038;2627;Schelle;15 - 64;Féminin;369
Région flamande;Anvers;Anvers;11038;2627;Schelle;65 - ...;Masculin;287
Région flamande;Anvers;Anvers;11038;2627;Schelle;65 - ...;Féminin;285
Région flamande;Anvers;Anvers;11039;2970;Schilde;0 - 14;Masculin;132
Région flamande;Anvers;Anvers;11039;2970;Schilde;0 - 14;Féminin;105
Région flamande;Anvers;Anvers;11039;2970;Schilde;15 - 64;Masculin;537
Région flamande;Anvers;Anvers;11039;2970;Schilde;15 - 64;Féminin;679
Région flamande;Anvers;Anvers;11039;2970;Schilde;65 - ...;Masculin;817
Région flamande;Anvers;Anvers;11039;2970;Schilde;65 - ...;Féminin;657
Région flamande;Anvers;Anvers;11040;2900;Schoten;0 - 14;Masculin;245
Région flamande;Anvers;Anvers;11040;2900;Schoten;0 - 14;Féminin;197
Région flamande;Anvers;Anvers;11040;2900;Schoten;15 - 64;Masculin;979
Région flamande;Anvers;Anvers;11040;2900;Schoten;15 - 64;Féminin;1.413
Région flamande;Anvers;Anvers;11040;2900;Schoten;65 - ...;Masculin;1.182
Région flamande;Anvers;Anvers;11040;2900;Schoten;65 - ...;Féminin;1.331
Région flamande;Anvers;Anvers;11044;2940;Stabroek;0 - 14;Masculin;104
Région flamande;Anvers;Anvers;11044;2940;Stabroek;0 - 14;Féminin;95
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 - 64;Masculin;659
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 - 64;Féminin;827
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 - ...;Masculin;621
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 - ...;Féminin;616
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;0 - 14;Masculin;70
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;0 - 14;Féminin;66
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 - 64;Masculin;290
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 - 64;Féminin;411
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 - ...;Masculin;347
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 - ...;Féminin;378
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;0 - 14;Masculin;87
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;0 - 14;Féminin;75
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 - 64;Masculin;410
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 - 64;Féminin;535
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 - ...;Masculin;468
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 - ...;Féminin;501
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;0 - 14;Masculin;126
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;0 - 14;Féminin;127
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 - 64;Masculin;674
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 - 64;Féminin;932
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 - ...;Masculin;714
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 - ...;Féminin;524
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;0 - 14;Masculin;86
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;0 - 14;Féminin;90
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 - 64;Masculin;348
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 - 64;Féminin;507
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 - ...;Masculin;470
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 - ...;Féminin;450
Région flamande;Anvers;Anvers;11055;2980;Zoersel;0 - 14;Masculin;152
Région flamande;Anvers;Anvers;11055;2980;Zoersel;0 - 14;Féminin;133
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 - 64;Masculin;640
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 - 64;Féminin;740
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 - ...;Masculin;866
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 - ...;Féminin;813
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;0 - 14;Masculin;124
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;0 - 14;Féminin;106
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 - 64;Masculin;583
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 - 64;Féminin;886
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 - ...;Masculin;623
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 - ...;Féminin;695
Région flamande;Anvers;Anvers;11057;2390;Malle;0 - 14;Masculin;139
Région flamande;Anvers;Anvers;11057;2390;Malle;0 - 14;Féminin;103
Région flamande;Anvers;Anvers;11057;2390;Malle;15 - 64;Masculin;489
Région flamande;Anvers;Anvers;11057;2390;Malle;15 - 64;Féminin;656
Région flamande;Anvers;Anvers;11057;2390;Malle;65 - ...;Masculin;563
Région flamande;Anvers;Anvers;11057;2390;Malle;65 - ...;Féminin;505
Région flamande;Anvers;Malines;12002;2590;Berlaar;0 - 14;Masculin;74
Région flamande;Anvers;Malines;12002;2590;Berlaar;0 - 14;Féminin;70
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 - 64;Masculin;369
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 - 64;Féminin;488
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 - ...;Masculin;401
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 - ...;Féminin;413
Région flamande;Anvers;Malines;12005;2820;Bonheiden;0 - 14;Masculin;111
Région flamande;Anvers;Malines;12005;2820;Bonheiden;0 - 14;Féminin;84
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 - 64;Masculin;409
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 - 64;Féminin;546
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 - ...;Masculin;556
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 - ...;Féminin;634
Région flamande;Anvers;Malines;12007;2880;Bornem;0 - 14;Masculin;82
Région flamande;Anvers;Malines;12007;2880;Bornem;0 - 14;Féminin;64
Région flamande;Anvers;Malines;12007;2880;Bornem;15 - 64;Masculin;737
Région flamande;Anvers;Malines;12007;2880;Bornem;15 - 64;Féminin;871
Région flamande;Anvers;Malines;12007;2880;Bornem;65 - ...;Masculin;850
Région flamande;Anvers;Malines;12007;2880;Bornem;65 - ...;Féminin;781
Région flamande;Anvers;Malines;12009;2570;Duffel;0 - 14;Masculin;105
Région flamande;Anvers;Malines;12009;2570;Duffel;0 - 14;Féminin;55
Région flamande;Anvers;Malines;12009;2570;Duffel;15 - 64;Masculin;521
Région flamande;Anvers;Malines;12009;2570;Duffel;15 - 64;Féminin;750
Région flamande;Anvers;Malines;12009;2570;Duffel;65 - ...;Masculin;602
Région flamande;Anvers;Malines;12009;2570;Duffel;65 - ...;Féminin;680
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;0 - 14;Masculin;312
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;0 - 14;Féminin;245
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 - 64;Masculin;1.356
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 - 64;Féminin;1.834
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 - ...;Masculin;1.632
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 - ...;Féminin;1.571
Région flamande;Anvers;Malines;12021;2500;Lierre;0 - 14;Masculin;264
Région flamande;Anvers;Malines;12021;2500;Lierre;0 - 14;Féminin;234
Région flamande;Anvers;Malines;12021;2500;Lierre;15 - 64;Masculin;981
Région flamande;Anvers;Malines;12021;2500;Lierre;15 - 64;Féminin;1.573
Région flamande;Anvers;Malines;12021;2500;Lierre;65 - ...;Masculin;1.078
Région flamande;Anvers;Malines;12021;2500;Lierre;65 - ...;Féminin;1.322
Région flamande;Anvers;Malines;12025;2800;Malines;0 - 14;Masculin;699
Région flamande;Anvers;Malines;12025;2800;Malines;0 - 14;Féminin;668
Région flamande;Anvers;Malines;12025;2800;Malines;15 - 64;Masculin;2.771
Région flamande;Anvers;Malines;12025;2800;Malines;15 - 64;Féminin;4.034
Région flamande;Anvers;Malines;12025;2800;Malines;65 - ...;Masculin;2.710
Région flamande;Anvers;Malines;12025;2800;Malines;65 - ...;Féminin;3.127
Région flamande;Anvers;Malines;12026;2560;Nijlen;0 - 14;Masculin;160
Région flamande;Anvers;Malines;12026;2560;Nijlen;0 - 14;Féminin;144
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 - 64;Masculin;584
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 - 64;Féminin;849
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 - ...;Masculin;749
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 - ...;Féminin;735
Région flamande;Anvers;Malines;12029;2580;Putte;0 - 14;Masculin;113
Région flamande;Anvers;Malines;12029;2580;Putte;0 - 14;Féminin;93
Région flamande;Anvers;Malines;12029;2580;Putte;15 - 64;Masculin;577
Région flamande;Anvers;Malines;12029;2580;Putte;15 - 64;Féminin;777
Région flamande;Anvers;Malines;12029;2580;Putte;65 - ...;Masculin;586
Région flamande;Anvers;Malines;12029;2580;Putte;65 - ...;Féminin;720
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;0 - 14;Masculin;108
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;0 - 14;Féminin;112
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 - 64;Masculin;621
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 - 64;Féminin;846
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 - ...;Masculin;634
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 - ...;Féminin;819
Région flamande;Anvers;Malines;12040;2830;Willebroek;0 - 14;Masculin;165
Région flamande;Anvers;Malines;12040;2830;Willebroek;0 - 14;Féminin;116
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 - 64;Masculin;867
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 - 64;Féminin;1.271
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 - ...;Masculin;914
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 - ...;Féminin;876
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;0 - 14;Masculin;127
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;0 - 14;Féminin;106
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;15 - 64;Masculin;792
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;15 - 64;Féminin;1.032
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;65 - ...;Masculin;901
Région flamande;Anvers;Malines;12041;2870;Puurs-Sint-Amands;65 - ...;Féminin;894
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;0 - 14;Masculin;99
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;0 - 14;Féminin;91
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 - 64;Masculin;420
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 - 64;Féminin;546
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 - ...;Masculin;397
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 - ...;Féminin;398
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;0 - 14;Masculin;14
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;0 - 14;Féminin;10
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 - 64;Masculin;71
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 - 64;Féminin;97
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 - ...;Masculin;106
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 - ...;Féminin;84
Région flamande;Anvers;Turnhout;13003;2490;Balen;0 - 14;Masculin;234
Région flamande;Anvers;Turnhout;13003;2490;Balen;0 - 14;Féminin;225
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 - 64;Masculin;877
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 - 64;Féminin;1.152
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 - ...;Masculin;821
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 - ...;Féminin;843
Région flamande;Anvers;Turnhout;13004;2340;Beerse;0 - 14;Masculin;146
Région flamande;Anvers;Turnhout;13004;2340;Beerse;0 - 14;Féminin;115
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 - 64;Masculin;575
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 - 64;Féminin;770
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 - ...;Masculin;563
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 - ...;Féminin;560
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Masculin;93
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Féminin;81
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Masculin;353
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Féminin;430
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Masculin;400
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Féminin;320
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Masculin;402
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Féminin;308
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Masculin;1.660
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Féminin;2.012
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Masculin;1.467
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Féminin;1.443
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Masculin;62
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Féminin;61
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Masculin;348
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Féminin;438
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Masculin;392
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Féminin;368
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Masculin;191
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Féminin;197
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Masculin;954
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Féminin;1.314
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Masculin;911
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Féminin;1.020
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Masculin;59
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Féminin;61
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Masculin;279
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Féminin;399
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Masculin;352
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Féminin;307
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Masculin;77
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Féminin;83
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Masculin;469
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Féminin;587
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Masculin;583
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Féminin;498
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Masculin;175
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Féminin;148
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Masculin;588
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Féminin;852
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Masculin;728
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Féminin;580
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Masculin;62
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Féminin;50
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Masculin;373
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Féminin;461
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Masculin;299
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Féminin;322
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;0 - 14;Masculin;144
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;0 - 14;Féminin;108
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;15 - 64;Masculin;586
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;15 - 64;Féminin;785
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;65 - ...;Masculin;692
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;65 - ...;Féminin;615
Région flamande;Anvers;Turnhout;13019;2275;Lille;0 - 14;Masculin;98
Région flamande;Anvers;Turnhout;13019;2275;Lille;0 - 14;Féminin;104
Région flamande;Anvers;Turnhout;13019;2275;Lille;15 - 64;Masculin;575
Région flamande;Anvers;Turnhout;13019;2275;Lille;15 - 64;Féminin;756
