région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Féminin;253
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Masculin;274
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Féminin;216
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Masculin;259
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Féminin;208
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Masculin;1 351
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Féminin;1 716
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Changé;10
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Masculin;1 543
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Féminin;1 573
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Masculin;137
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Féminin;129
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Masculin;486
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Féminin;708
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Masculin;666
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Féminin;581
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Masculin;104
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Féminin;82
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Masculin;541
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Féminin;754
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;65 - ...;Masculin;603
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;65 - ...;Féminin;654
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;0 - 14;Masculin;29
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;0 - 14;Féminin;29
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;15 - 64;Masculin;179
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;15 - 64;Féminin;227
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;65 - ...;Masculin;247
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;65 - ...;Féminin;203
Région flamande;Limbourg;Hasselt;71067;3690;Zutendaal;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;0 - 14;Masculin;97
Région flamande;Limbourg;Hasselt;71069;3945;Ham;0 - 14;Féminin;66
Région flamande;Limbourg;Hasselt;71069;3945;Ham;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;15 - 64;Masculin;367
Région flamande;Limbourg;Hasselt;71069;3945;Ham;15 - 64;Féminin;399
Région flamande;Limbourg;Hasselt;71069;3945;Ham;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71069;3945;Ham;65 - ...;Masculin;334
Région flamande;Limbourg;Hasselt;71069;3945;Ham;65 - ...;Féminin;301
Région flamande;Limbourg;Hasselt;71069;3945;Ham;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Masculin;222
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Féminin;186
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Masculin;1 037
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Féminin;1 288
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Masculin;984
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Féminin;981
Région flamande;Limbourg;Hasselt;71070;3550;Heusden-Zolder;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;0 - 14;Masculin;78
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;0 - 14;Féminin;43
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;15 - 64;Masculin;331
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;15 - 64;Féminin;521
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;15 - 64;Changé;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;65 - ...;Masculin;504
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;65 - ...;Féminin;388
Région flamande;Limbourg;Maaseik;72003;3950;Bocholt;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;0 - 14;Masculin;74
Région flamande;Limbourg;Maaseik;72004;3960;Bree;0 - 14;Féminin;68
Région flamande;Limbourg;Maaseik;72004;3960;Bree;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;15 - 64;Masculin;442
Région flamande;Limbourg;Maaseik;72004;3960;Bree;15 - 64;Féminin;558
Région flamande;Limbourg;Maaseik;72004;3960;Bree;15 - 64;Changé;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72004;3960;Bree;65 - ...;Masculin;541
Région flamande;Limbourg;Maaseik;72004;3960;Bree;65 - ...;Féminin;438
Région flamande;Limbourg;Maaseik;72004;3960;Bree;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;0 - 14;Masculin;84
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;0 - 14;Féminin;54
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;15 - 64;Masculin;315
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;15 - 64;Féminin;461
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;65 - ...;Masculin;407
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;65 - ...;Féminin;360
Région flamande;Limbourg;Maaseik;72018;3640;Kinrooi;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;0 - 14;Masculin;207
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;0 - 14;Féminin;153
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;15 - 64;Masculin;1 028
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;15 - 64;Féminin;1 326
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;65 - ...;Masculin;1 280
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;65 - ...;Féminin;1 046
Région flamande;Limbourg;Maaseik;72020;3920;Lommel;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;0 - 14;Masculin;131
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;0 - 14;Féminin;100
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;15 - 64;Masculin;783
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;15 - 64;Féminin;876
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;65 - ...;Masculin;882
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;65 - ...;Féminin;850
Région flamande;Limbourg;Maaseik;72021;3680;Maaseik;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72030;3990;Peer;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72030;3990;Peer;0 - 14;Masculin;62
Région flamande;Limbourg;Maaseik;72030;3990;Peer;0 - 14;Féminin;47
Région flamande;Limbourg;Maaseik;72030;3990;Peer;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72030;3990;Peer;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72030;3990;Peer;15 - 64;Masculin;465
Région flamande;Limbourg;Maaseik;72030;3990;Peer;15 - 64;Féminin;601
Région flamande;Limbourg;Maaseik;72030;3990;Peer;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72030;3990;Peer;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72030;3990;Peer;65 - ...;Masculin;455
Région flamande;Limbourg;Maaseik;72030;3990;Peer;65 - ...;Féminin;410
Région flamande;Limbourg;Maaseik;72030;3990;Peer;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Masculin;80
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Féminin;55
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Masculin;335
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Féminin;514
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;15 - 64;Changé;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Masculin;481
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Féminin;492
Région flamande;Limbourg;Maaseik;72037;3930;Hamont-Achel;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Masculin;91
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Féminin;66
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Masculin;393
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Féminin;482
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Masculin;473
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Féminin;326
Région flamande;Limbourg;Maaseik;72038;3940;Hechtel-Eksel;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Masculin;227
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Féminin;167
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Masculin;871
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Féminin;1 206
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Masculin;822
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Féminin;863
Région flamande;Limbourg;Maaseik;72039;3530;Houthalen-Helchteren;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Masculin;126
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Féminin;115
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Masculin;561
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Féminin;775
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;15 - 64;Changé;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Masculin;647
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Féminin;531
Région flamande;Limbourg;Maaseik;72041;3650;Dilsen-Stokkem;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;0 - 14;Masculin;102
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;0 - 14;Féminin;90
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;15 - 64;Masculin;689
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;15 - 64;Féminin;783
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;15 - 64;Changé;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;65 - ...;Masculin;710
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;65 - ...;Féminin;682
Région flamande;Limbourg;Maaseik;72042;3660;Oudsbergen;65 - ...;Changé;0
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;0 - 14;Masculin;187
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;0 - 14;Féminin;183
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;0 - 14;Changé;0
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;15 - 64;Masculin;1 023
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;15 - 64;Féminin;1 357
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;15 - 64;Changé;< 5
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;65 - ...;Masculin;1 095
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;65 - ...;Féminin;1 008
Région flamande;Limbourg;Maaseik;72043;3900;Pelt;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;0 - 14;Masculin;58
Région flamande;Limbourg;Tongres;73001;3570;Alken;0 - 14;Féminin;62
Région flamande;Limbourg;Tongres;73001;3570;Alken;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;15 - 64;Masculin;279
Région flamande;Limbourg;Tongres;73001;3570;Alken;15 - 64;Féminin;404
Région flamande;Limbourg;Tongres;73001;3570;Alken;15 - 64;Changé;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73001;3570;Alken;65 - ...;Masculin;349
Région flamande;Limbourg;Tongres;73001;3570;Alken;65 - ...;Féminin;314
Région flamande;Limbourg;Tongres;73001;3570;Alken;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;0 - 14;Masculin;146
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;0 - 14;Féminin;133
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;15 - 64;Masculin;910
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;15 - 64;Féminin;1 119
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;15 - 64;Changé;5
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;65 - ...;Masculin;1 041
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;65 - ...;Féminin;976
Région flamande;Limbourg;Tongres;73006;3740;Bilzen;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;0 - 14;Masculin;49
Région flamande;Limbourg;Tongres;73009;3840;Looz;0 - 14;Féminin;44
Région flamande;Limbourg;Tongres;73009;3840;Looz;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;15 - 64;Masculin;358
Région flamande;Limbourg;Tongres;73009;3840;Looz;15 - 64;Féminin;422
Région flamande;Limbourg;Tongres;73009;3840;Looz;15 - 64;Changé;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73009;3840;Looz;65 - ...;Masculin;388
Région flamande;Limbourg;Tongres;73009;3840;Looz;65 - ...;Féminin;353
Région flamande;Limbourg;Tongres;73009;3840;Looz;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;0 - 14;Masculin;43
Région flamande;Limbourg;Tongres;73022;3870;Heers;0 - 14;Féminin;54
Région flamande;Limbourg;Tongres;73022;3870;Heers;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;15 - 64;Masculin;223
Région flamande;Limbourg;Tongres;73022;3870;Heers;15 - 64;Féminin;313
Région flamande;Limbourg;Tongres;73022;3870;Heers;15 - 64;Changé;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73022;3870;Heers;65 - ...;Masculin;262
Région flamande;Limbourg;Tongres;73022;3870;Heers;65 - ...;Féminin;251
Région flamande;Limbourg;Tongres;73022;3870;Heers;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;15 - 64;Masculin;10
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;15 - 64;Féminin;5
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;15 - 64;Changé;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;65 - ...;Masculin;< 5
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;65 - ...;Féminin;< 5
Région flamande;Limbourg;Tongres;73028;3717;Herstappe;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;0 - 14;Masculin;36
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;0 - 14;Féminin;36
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;15 - 64;Masculin;245
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;15 - 64;Féminin;366
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;15 - 64;Changé;< 5
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;65 - ...;Masculin;355
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;65 - ...;Féminin;296
Région flamande;Limbourg;Tongres;73032;3730;Hoeselt;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;0 - 14;Masculin;53
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;0 - 14;Féminin;55
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;15 - 64;Masculin;209
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;15 - 64;Féminin;287
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;15 - 64;Changé;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;65 - ...;Masculin;316
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;65 - ...;Féminin;236
Région flamande;Limbourg;Tongres;73040;3720;Kortessem;65 - ...;Changé;0
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;0 - 14;Masculin;120
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;0 - 14;Féminin;87
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;0 - 14;Changé;0
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;15 - 64;Masculin;709
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;15 - 64;Féminin;878
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;15 - 64;Changé;< 5
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Tongres;73042;3620;Lanaken;65 - ...;Masculin;963
