région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région flamande;Brabant flamand;Hal-Vilvorde;23081;1820;Steenokkerzeel;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23081;1820;Steenokkerzeel;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23081;1820;Steenokkerzeel;65 - ...;Masculin;405
Région flamande;Brabant flamand;Hal-Vilvorde;23081;1820;Steenokkerzeel;65 - ...;Féminin;390
Région flamande;Brabant flamand;Hal-Vilvorde;23081;1820;Steenokkerzeel;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;0 - 14;Masculin;104
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;0 - 14;Féminin;80
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;15 - 64;Masculin;388
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;15 - 64;Féminin;556
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;65 - ...;Masculin;461
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;65 - ...;Féminin;461
Région flamande;Brabant flamand;Hal-Vilvorde;23086;1740;Ternat;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;0 - 14;Masculin;424
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;0 - 14;Féminin;294
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;15 - 64;Masculin;1 136
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;15 - 64;Féminin;1 957
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;65 - ...;Masculin;1 011
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;65 - ...;Féminin;1 056
Région flamande;Brabant flamand;Hal-Vilvorde;23088;1800;Vilvorde;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;0 - 14;Masculin;222
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;0 - 14;Féminin;169
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;15 - 64;Masculin;927
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;15 - 64;Féminin;1 271
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;65 - ...;Masculin;767
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;65 - ...;Féminin;844
Région flamande;Brabant flamand;Hal-Vilvorde;23094;1930;Zaventem;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;0 - 14;Masculin;177
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;0 - 14;Féminin;126
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;15 - 64;Masculin;603
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;15 - 64;Féminin;796
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;65 - ...;Masculin;700
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;65 - ...;Féminin;667
Région flamande;Brabant flamand;Hal-Vilvorde;23096;1980;Zemst;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;0 - 14;Masculin;90
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;0 - 14;Féminin;56
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;15 - 64;Masculin;313
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;15 - 64;Féminin;384
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;65 - ...;Masculin;332
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;65 - ...;Féminin;283
Région flamande;Brabant flamand;Hal-Vilvorde;23097;1760;Roosdaal;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;0 - 14;Masculin;48
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;0 - 14;Féminin;30
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;15 - 64;Masculin;117
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;15 - 64;Féminin;233
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;65 - ...;Masculin;97
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;65 - ...;Féminin;113
Région flamande;Brabant flamand;Hal-Vilvorde;23098;1620;Drogenbos;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;0 - 14;Masculin;49
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;0 - 14;Féminin;48
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;15 - 64;Masculin;242
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;15 - 64;Féminin;438
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;65 - ...;Masculin;326
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;65 - ...;Féminin;324
Région flamande;Brabant flamand;Hal-Vilvorde;23099;1950;Kraainem;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;0 - 14;Masculin;14
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;0 - 14;Féminin;27
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;15 - 64;Masculin;97
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;15 - 64;Féminin;143
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;65 - ...;Masculin;138
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;65 - ...;Féminin;106
Région flamande;Brabant flamand;Hal-Vilvorde;23100;1630;Linkebeek;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;0 - 14;Masculin;85
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;0 - 14;Féminin;75
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;15 - 64;Masculin;377
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;15 - 64;Féminin;539
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;65 - ...;Masculin;441
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;65 - ...;Féminin;480
Région flamande;Brabant flamand;Hal-Vilvorde;23101;1640;Rhode-Saint-Genèse;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;0 - 14;Masculin;98
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;0 - 14;Féminin;106
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;15 - 64;Masculin;379
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;15 - 64;Féminin;611
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;65 - ...;Masculin;410
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;65 - ...;Féminin;528
Région flamande;Brabant flamand;Hal-Vilvorde;23102;1780;Wemmel;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;0 - 14;Masculin;75
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;0 - 14;Féminin;41
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;15 - 64;Masculin;267
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;15 - 64;Féminin;457
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;15 - 64;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;65 - ...;Masculin;410
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;65 - ...;Féminin;323
Région flamande;Brabant flamand;Hal-Vilvorde;23103;1970;Wezembeek-Oppem;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;0 - 14;Masculin;50
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;0 - 14;Féminin;31
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;15 - 64;Masculin;223
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;15 - 64;Féminin;279
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;65 - ...;Masculin;299
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;65 - ...;Féminin;295
Région flamande;Brabant flamand;Hal-Vilvorde;23104;1750;Lennik;65 - ...;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;0 - 14;Masculin;106
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;0 - 14;Féminin;77
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;0 - 14;Changé;0
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;15 - 64;Masculin;335
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;15 - 64;Féminin;479
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;65 - ...;Masculin;379
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;65 - ...;Féminin;335
Région flamande;Brabant flamand;Hal-Vilvorde;23105;1790;Affligem;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;0 - 14;Masculin;135
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;0 - 14;Féminin;136
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;15 - 64;Masculin;793
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;15 - 64;Féminin;1 068
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;65 - ...;Masculin;990
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;65 - ...;Féminin;973
Région flamande;Brabant flamand;Louvain;24001;3200;Aarschot;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;0 - 14;Masculin;60
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;0 - 14;Féminin;42
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;15 - 64;Masculin;253
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;15 - 64;Féminin;419
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;65 - ...;Masculin;363
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;65 - ...;Féminin;309
Région flamande;Brabant flamand;Louvain;24007;3130;Begijnendijk;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;0 - 14;Masculin;19
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;0 - 14;Féminin;41
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;15 - 64;Masculin;180
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;15 - 64;Féminin;201
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;15 - 64;Changé;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;65 - ...;Masculin;224
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;65 - ...;Féminin;174
Région flamande;Brabant flamand;Louvain;24008;3460;Bekkevoort;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;0 - 14;Masculin;69
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;0 - 14;Féminin;49
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;15 - 64;Masculin;248
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;15 - 64;Féminin;303
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;65 - ...;Masculin;270
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;65 - ...;Féminin;265
Région flamande;Brabant flamand;Louvain;24009;3060;Bertem;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;0 - 14;Masculin;35
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;0 - 14;Féminin;32
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;15 - 64;Masculin;248
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;15 - 64;Féminin;353
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;15 - 64;Changé;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;65 - ...;Masculin;295
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;65 - ...;Féminin;321
Région flamande;Brabant flamand;Louvain;24011;3360;Bierbeek;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;0 - 14;Masculin;115
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;0 - 14;Féminin;107
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;15 - 64;Masculin;288
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;15 - 64;Féminin;517
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Masculin;387
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Féminin;377
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Masculin;45
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Féminin;46
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Masculin;185
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Féminin;295
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Changé;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Masculin;203
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Féminin;238
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Masculin;151
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Féminin;134
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Masculin;577
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Féminin;796
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Changé;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Masculin;752
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Féminin;741
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Masculin;35
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Féminin;42
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Masculin;199
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Féminin;232
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Changé;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Masculin;193
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Féminin;231
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Masculin;102
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Féminin;114
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Changé;0
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Masculin;362
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Féminin;546
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Changé;< 5
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Masculin;527
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Féminin;463
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Changé;0
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Indéfinissable;0
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Masculin;138
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Féminin;131
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Changé;0
