région;province;arrondissement;code_ins;code_postal;commune;classe_d'âge;sexe;nombre_de_séjours
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Enfants;Masculin;46
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Enfants;Féminin;55
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Actifs;Masculin;474
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Actifs;Féminin;659
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Retraités;Masculin;522
Région flamande;Anvers;Anvers;11001;2630;Aartselaar;Retraités;Féminin;555
Région flamande;Anvers;Anvers;11002;2000;Anvers;Enfants;Masculin;4313
Région flamande;Anvers;Anvers;11002;2000;Anvers;Enfants;Féminin;3418
Région flamande;Anvers;Anvers;11002;2000;Anvers;Actifs;Masculin;15074
Région flamande;Anvers;Anvers;11002;2000;Anvers;Actifs;Féminin;24873
Région flamande;Anvers;Anvers;11002;2000;Anvers;Retraités;Masculin;14581
Région flamande;Anvers;Anvers;11002;2000;Anvers;Retraités;Féminin;18324
Région flamande;Anvers;Anvers;11004;2530;Boechout;Enfants;Masculin;74
Région flamande;Anvers;Anvers;11004;2530;Boechout;Enfants;Féminin;63
Région flamande;Anvers;Anvers;11004;2530;Boechout;Actifs;Masculin;366
Région flamande;Anvers;Anvers;11004;2530;Boechout;Actifs;Féminin;554
Région flamande;Anvers;Anvers;11004;2530;Boechout;Retraités;Masculin;355
Région flamande;Anvers;Anvers;11004;2530;Boechout;Retraités;Féminin;409
Région flamande;Anvers;Anvers;11005;2850;Boom;Enfants;Masculin;120
Région flamande;Anvers;Anvers;11005;2850;Boom;Enfants;Féminin;108
Région flamande;Anvers;Anvers;11005;2850;Boom;Actifs;Masculin;647
Région flamande;Anvers;Anvers;11005;2850;Boom;Actifs;Féminin;900
Région flamande;Anvers;Anvers;11005;2850;Boom;Retraités;Masculin;632
Région flamande;Anvers;Anvers;11005;2850;Boom;Retraités;Féminin;740
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Enfants;Masculin;79
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Enfants;Féminin;80
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Actifs;Masculin;341
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Actifs;Féminin;534
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Retraités;Masculin;315
Région flamande;Anvers;Anvers;11007;2150;Borsbeek;Retraités;Féminin;357
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Enfants;Masculin;199
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Enfants;Féminin;195
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Actifs;Masculin;1112
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Actifs;Féminin;1668
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Retraités;Masculin;1159
Région flamande;Anvers;Anvers;11008;2930;Brasschaat;Retraités;Féminin;1229
Région flamande;Anvers;Anvers;11009;2960;Brecht;Enfants;Masculin;222
Région flamande;Anvers;Anvers;11009;2960;Brecht;Enfants;Féminin;240
Région flamande;Anvers;Anvers;11009;2960;Brecht;Actifs;Masculin;902
Région flamande;Anvers;Anvers;11009;2960;Brecht;Actifs;Féminin;1243
Région flamande;Anvers;Anvers;11009;2960;Brecht;Retraités;Masculin;793
Région flamande;Anvers;Anvers;11009;2960;Brecht;Retraités;Féminin;806
Région flamande;Anvers;Anvers;11013;2650;Edegem;Enfants;Masculin;84
Région flamande;Anvers;Anvers;11013;2650;Edegem;Enfants;Féminin;88
Région flamande;Anvers;Anvers;11013;2650;Edegem;Actifs;Masculin;593
Région flamande;Anvers;Anvers;11013;2650;Edegem;Actifs;Féminin;908
Région flamande;Anvers;Anvers;11013;2650;Edegem;Retraités;Masculin;701
Région flamande;Anvers;Anvers;11013;2650;Edegem;Retraités;Féminin;944
Région flamande;Anvers;Anvers;11016;2910;Essen;Enfants;Masculin;129
Région flamande;Anvers;Anvers;11016;2910;Essen;Enfants;Féminin;91
Région flamande;Anvers;Anvers;11016;2910;Essen;Actifs;Masculin;523
Région flamande;Anvers;Anvers;11016;2910;Essen;Actifs;Féminin;762
Région flamande;Anvers;Anvers;11016;2910;Essen;Retraités;Masculin;516
Région flamande;Anvers;Anvers;11016;2910;Essen;Retraités;Féminin;431
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Enfants;Masculin;79
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Enfants;Féminin;64
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Actifs;Masculin;325
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Actifs;Féminin;515
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Retraités;Masculin;384
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;Retraités;Féminin;364
Région flamande;Anvers;Anvers;11021;2540;Hove;Enfants;Masculin;50
Région flamande;Anvers;Anvers;11021;2540;Hove;Enfants;Féminin;45
Région flamande;Anvers;Anvers;11021;2540;Hove;Actifs;Masculin;242
Région flamande;Anvers;Anvers;11021;2540;Hove;Actifs;Féminin;335
Région flamande;Anvers;Anvers;11021;2540;Hove;Retraités;Masculin;249
Région flamande;Anvers;Anvers;11021;2540;Hove;Retraités;Féminin;292
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Enfants;Masculin;122
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Enfants;Féminin;80
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Actifs;Masculin;523
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Actifs;Féminin;690
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Retraités;Masculin;543
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;Retraités;Féminin;488
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Enfants;Masculin;167
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Enfants;Féminin;128
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Actifs;Masculin;711
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Actifs;Féminin;1106
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Retraités;Masculin;885
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);Retraités;Féminin;952
Région flamande;Anvers;Anvers;11024;2550;Kontich;Enfants;Masculin;126
Région flamande;Anvers;Anvers;11024;2550;Kontich;Enfants;Féminin;99
Région flamande;Anvers;Anvers;11024;2550;Kontich;Actifs;Masculin;635
Région flamande;Anvers;Anvers;11024;2550;Kontich;Actifs;Féminin;869
Région flamande;Anvers;Anvers;11024;2550;Kontich;Retraités;Masculin;654
Région flamande;Anvers;Anvers;11024;2550;Kontich;Retraités;Féminin;732
Région flamande;Anvers;Anvers;11025;2547;Lint;Enfants;Masculin;56
Région flamande;Anvers;Anvers;11025;2547;Lint;Enfants;Féminin;45
Région flamande;Anvers;Anvers;11025;2547;Lint;Actifs;Masculin;240
Région flamande;Anvers;Anvers;11025;2547;Lint;Actifs;Féminin;409
Région flamande;Anvers;Anvers;11025;2547;Lint;Retraités;Masculin;201
Région flamande;Anvers;Anvers;11025;2547;Lint;Retraités;Féminin;185
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Enfants;Masculin;156
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Enfants;Féminin;124
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Actifs;Masculin;818
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Actifs;Féminin;1109
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Retraités;Masculin;786
Région flamande;Anvers;Anvers;11029;2640;Mortsel;Retraités;Féminin;945
Région flamande;Anvers;Anvers;11030;2845;Niel;Enfants;Masculin;62
Région flamande;Anvers;Anvers;11030;2845;Niel;Enfants;Féminin;50
Région flamande;Anvers;Anvers;11030;2845;Niel;Actifs;Masculin;339
Région flamande;Anvers;Anvers;11030;2845;Niel;Actifs;Féminin;549
Région flamande;Anvers;Anvers;11030;2845;Niel;Retraités;Masculin;311
Région flamande;Anvers;Anvers;11030;2845;Niel;Retraités;Féminin;391
