gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;daghospitalisatie
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Mannelijk;1 512
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Vrouwelijk;1 897
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Mannelijk;967
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Vrouwelijk;926
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Mannelijk;52
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Vrouwelijk;61
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Mannelijk;923
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Vrouwelijk;1 148
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Mannelijk;946
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Vrouwelijk;854
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Mannelijk;112
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Vrouwelijk;79
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Mannelijk;738
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Vrouwelijk;1 099
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Mannelijk;861
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Vrouwelijk;988
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Mannelijk;133
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Vrouwelijk;119
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Mannelijk;1 099
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Vrouwelijk;1 693
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Mannelijk;775
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Vrouwelijk;987
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Mannelijk;136
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Vrouwelijk;40
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;15 - 64;Mannelijk;774
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;15 - 64;Vrouwelijk;1 123
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;65 - ...;Mannelijk;542
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;65 - ...;Vrouwelijk;522
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;0 - 14;Mannelijk;55
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;0 - 14;Vrouwelijk;48
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;15 - 64;Mannelijk;631
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;15 - 64;Vrouwelijk;733
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;65 - ...;Mannelijk;526
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;65 - ...;Vrouwelijk;491
Waals Gewest;Henegouwen;Charleroi;52075;6210;Les Bons Villers;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;0 - 14;Mannelijk;139
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;0 - 14;Vrouwelijk;87
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;15 - 64;Mannelijk;1 315
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;15 - 64;Vrouwelijk;1 861
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;65 - ...;Mannelijk;870
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;65 - ...;Vrouwelijk;935
Waals Gewest;Henegouwen;Bergen;53014;7300;Boussu;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;0 - 14;Mannelijk;110
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;0 - 14;Vrouwelijk;98
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;15 - 64;Mannelijk;1 065
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;15 - 64;Vrouwelijk;1 364
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;65 - ...;Mannelijk;716
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;65 - ...;Vrouwelijk;906
Waals Gewest;Henegouwen;Bergen;53020;7370;Dour;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;0 - 14;Mannelijk;208
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;0 - 14;Vrouwelijk;90
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;15 - 64;Mannelijk;1 410
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;15 - 64;Vrouwelijk;2 153
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;65 - ...;Mannelijk;1 249
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;65 - ...;Vrouwelijk;1 169
Waals Gewest;Henegouwen;Bergen;53028;7080;Frameries;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;0 - 14;Mannelijk;38
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;0 - 14;Vrouwelijk;34
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;15 - 64;Mannelijk;476
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;15 - 64;Vrouwelijk;453
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;65 - ...;Mannelijk;331
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;65 - ...;Vrouwelijk;320
Waals Gewest;Henegouwen;Bergen;53039;7350;Hensies;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;0 - 14;Mannelijk;64
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;0 - 14;Vrouwelijk;42
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;15 - 64;Mannelijk;712
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;15 - 64;Vrouwelijk;871
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;65 - ...;Mannelijk;585
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;65 - ...;Vrouwelijk;474
Waals Gewest;Henegouwen;Bergen;53044;7050;Jurbeke;65 - ...;Veranderd;< 5
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;0 - 14;Mannelijk;35
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;0 - 14;Vrouwelijk;29
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;15 - 64;Mannelijk;302
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;15 - 64;Vrouwelijk;327
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;65 - ...;Mannelijk;188
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;65 - ...;Vrouwelijk;185
Waals Gewest;Henegouwen;Bergen;53046;7870;Lens;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;0 - 14;Mannelijk;704
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;0 - 14;Vrouwelijk;526
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;15 - 64;Mannelijk;6 443
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;15 - 64;Vrouwelijk;8 643
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;15 - 64;Veranderd;< 5
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;65 - ...;Mannelijk;4 715
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;65 - ...;Vrouwelijk;5 519
Waals Gewest;Henegouwen;Bergen;53053;7000;Bergen;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;0 - 14;Mannelijk;154
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;0 - 14;Vrouwelijk;76
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;15 - 64;Mannelijk;1 205
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;15 - 64;Vrouwelijk;1 605
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;65 - ...;Mannelijk;977
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;65 - ...;Vrouwelijk;993
Waals Gewest;Henegouwen;Bergen;53065;7390;Quaregnon;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;0 - 14;Mannelijk;37
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;0 - 14;Vrouwelijk;22
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;15 - 64;Mannelijk;463
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;15 - 64;Vrouwelijk;623
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;65 - ...;Mannelijk;300
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;65 - ...;Vrouwelijk;300
Waals Gewest;Henegouwen;Bergen;53068;7380;Quiévrain;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;0 - 14;Mannelijk;157
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;0 - 14;Vrouwelijk;89
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;15 - 64;Mannelijk;1 454
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;15 - 64;Vrouwelijk;2 034
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;65 - ...;Mannelijk;1 313
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;65 - ...;Vrouwelijk;1 514
Waals Gewest;Henegouwen;Bergen;53070;7330;Saint-Ghislain;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;0 - 14;Mannelijk;180
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;0 - 14;Vrouwelijk;97
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;15 - 64;Mannelijk;1 281
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;15 - 64;Vrouwelijk;1 871
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;65 - ...;Mannelijk;1 167
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;65 - ...;Vrouwelijk;1 052
Waals Gewest;Henegouwen;Bergen;53082;7340;Colfontaine;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;0 - 14;Mannelijk;28
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;0 - 14;Vrouwelijk;15
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;15 - 64;Mannelijk;266
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;15 - 64;Vrouwelijk;433
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;65 - ...;Mannelijk;301
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;65 - ...;Vrouwelijk;197
Waals Gewest;Henegouwen;Bergen;53083;7387;Honnelles;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;0 - 14;Mannelijk;56
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;0 - 14;Vrouwelijk;32
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;15 - 64;Mannelijk;671
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;15 - 64;Vrouwelijk;822
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;65 - ...;Mannelijk;343
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;65 - ...;Vrouwelijk;519
Waals Gewest;Henegouwen;Bergen;53084;7040;Quévy;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;0 - 14;Mannelijk;130
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;0 - 14;Vrouwelijk;116
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;15 - 64;Mannelijk;1 473
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;15 - 64;Vrouwelijk;1 987
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;65 - ...;Mannelijk;1 139
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;65 - ...;Vrouwelijk;1 016
Waals Gewest;Henegouwen;Zinnik;55004;7090;'s Gravenbrakel;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;0 - 14;Mannelijk;49
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;0 - 14;Vrouwelijk;27
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;15 - 64;Mannelijk;482
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;15 - 64;Vrouwelijk;648
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;65 - ...;Mannelijk;450
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;65 - ...;Vrouwelijk;319
Waals Gewest;Henegouwen;Zinnik;55035;7070;Le Rœulx;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;0 - 14;Mannelijk;213
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;0 - 14;Vrouwelijk;137
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;15 - 64;Mannelijk;1 865
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;15 - 64;Vrouwelijk;2 469
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;65 - ...;Mannelijk;1 496
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;65 - ...;Vrouwelijk;1 660
Waals Gewest;Henegouwen;Zinnik;55040;7060;Zinnik;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;0 - 14;Mannelijk;82
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;0 - 14;Vrouwelijk;43
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;15 - 64;Mannelijk;634
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;15 - 64;Vrouwelijk;990
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;15 - 64;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;65 - ...;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;65 - ...;Mannelijk;526
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;65 - ...;Vrouwelijk;555
Waals Gewest;Henegouwen;Zinnik;55050;7190;Écaussinnes;65 - ...;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;0 - 14;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;0 - 14;Mannelijk;73
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;0 - 14;Vrouwelijk;78
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;0 - 14;Veranderd;0
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;15 - 64;Onbepaalbaar;0
Waals Gewest;Henegouwen;Zinnik;55085;7180;Seneffe;15 - 64;Mannelijk;700
