région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;nombre_de_séjours
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 - ...;Masculin;560
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Féminin;77
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Masculin;81
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Féminin;484
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Masculin;361
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Féminin;348
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Masculin;383
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Masculin;385
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Féminin;327
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Féminin;1989
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Masculin;1641
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Masculin;1600
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Féminin;1394
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Féminin;55
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Masculin;42
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Masculin;347
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Féminin;486
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Féminin;392
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Masculin;392
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Masculin;156
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Féminin;130
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Masculin;926
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Féminin;1277
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Féminin;914
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Masculin;995
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Féminin;47
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Masculin;52
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Masculin;253
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Féminin;397
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Masculin;353
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Féminin;282
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Masculin;67
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Féminin;73
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Féminin;602
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Masculin;450
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Masculin;566
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Féminin;547
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Féminin;125
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Masculin;182
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Féminin;838
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Masculin;671
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Masculin;749
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Féminin;568
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Masculin;61
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Féminin;60
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Féminin;484
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Masculin;311
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Féminin;324
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Masculin;325
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;0 - 14;Masculin;132
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;0 - 14;Féminin;93
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;15 - 64;Masculin;579
