région;province;arrondissement;code_ins;code_postal;commune;classe_d'âge;sexe;nombre_de_séjours
Région flamande;Anvers;Anvers;11013;2650;Edegem; 0 – 14;Féminin;91
Région flamande;Anvers;Anvers;11013;2650;Edegem;15 – 64;Masculin;569
Région flamande;Anvers;Anvers;11013;2650;Edegem;15 – 64;Féminin;910
Région flamande;Anvers;Anvers;11013;2650;Edegem;65 – ...;Masculin;761
Région flamande;Anvers;Anvers;11013;2650;Edegem;65 – ...;Féminin;905
Région flamande;Anvers;Anvers;11016;2910;Essen; 0 – 14;Masculin;107
Région flamande;Anvers;Anvers;11016;2910;Essen; 0 – 14;Féminin;108
Région flamande;Anvers;Anvers;11016;2910;Essen;15 – 64;Masculin;570
Région flamande;Anvers;Anvers;11016;2910;Essen;15 – 64;Féminin;752
Région flamande;Anvers;Anvers;11016;2910;Essen;65 – ...;Masculin;523
Région flamande;Anvers;Anvers;11016;2910;Essen;65 – ...;Féminin;442
Région flamande;Anvers;Anvers;11018;2620;Hemiksem; 0 – 14;Masculin;71
Région flamande;Anvers;Anvers;11018;2620;Hemiksem; 0 – 14;Féminin;63
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;15 – 64;Masculin;347
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;15 – 64;Féminin;536
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;65 – ...;Masculin;358
Région flamande;Anvers;Anvers;11018;2620;Hemiksem;65 – ...;Féminin;372
Région flamande;Anvers;Anvers;11021;2540;Hove; 0 – 14;Masculin;33
Région flamande;Anvers;Anvers;11021;2540;Hove; 0 – 14;Féminin;42
Région flamande;Anvers;Anvers;11021;2540;Hove;15 – 64;Masculin;183
Région flamande;Anvers;Anvers;11021;2540;Hove;15 – 64;Féminin;291
Région flamande;Anvers;Anvers;11021;2540;Hove;65 – ...;Masculin;337
Région flamande;Anvers;Anvers;11021;2540;Hove;65 – ...;Féminin;291
Région flamande;Anvers;Anvers;11022;2920;Kalmthout; 0 – 14;Masculin;103
Région flamande;Anvers;Anvers;11022;2920;Kalmthout; 0 – 14;Féminin;82
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;15 – 64;Masculin;565
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;15 – 64;Féminin;678
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;65 – ...;Masculin;535
Région flamande;Anvers;Anvers;11022;2920;Kalmthout;65 – ...;Féminin;587
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers); 0 – 14;Masculin;143
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers); 0 – 14;Féminin;123
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);15 – 64;Masculin;727
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);15 – 64;Féminin;1087
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);65 – ...;Masculin;929
Région flamande;Anvers;Anvers;11023;2950;Kapellen (Anvers);65 – ...;Féminin;1053
Région flamande;Anvers;Anvers;11024;2550;Kontich; 0 – 14;Masculin;113
Région flamande;Anvers;Anvers;11024;2550;Kontich; 0 – 14;Féminin;79
Région flamande;Anvers;Anvers;11024;2550;Kontich;15 – 64;Masculin;648
Région flamande;Anvers;Anvers;11024;2550;Kontich;15 – 64;Féminin;815
Région flamande;Anvers;Anvers;11024;2550;Kontich;65 – ...;Masculin;764
Région flamande;Anvers;Anvers;11024;2550;Kontich;65 – ...;Féminin;708
Région flamande;Anvers;Anvers;11025;2547;Lint; 0 – 14;Masculin;58
Région flamande;Anvers;Anvers;11025;2547;Lint; 0 – 14;Féminin;53
Région flamande;Anvers;Anvers;11025;2547;Lint;15 – 64;Masculin;279
Région flamande;Anvers;Anvers;11025;2547;Lint;15 – 64;Féminin;391
Région flamande;Anvers;Anvers;11025;2547;Lint;65 – ...;Masculin;239
Région flamande;Anvers;Anvers;11025;2547;Lint;65 – ...;Féminin;214
Région flamande;Anvers;Anvers;11029;2640;Mortsel; 0 – 14;Masculin;140
Région flamande;Anvers;Anvers;11029;2640;Mortsel; 0 – 14;Féminin;100
Région flamande;Anvers;Anvers;11029;2640;Mortsel;15 – 64;Masculin;767
Région flamande;Anvers;Anvers;11029;2640;Mortsel;15 – 64;Féminin;1170
Région flamande;Anvers;Anvers;11029;2640;Mortsel;65 – ...;Masculin;771
Région flamande;Anvers;Anvers;11029;2640;Mortsel;65 – ...;Féminin;953
Région flamande;Anvers;Anvers;11030;2845;Niel; 0 – 14;Masculin;79
Région flamande;Anvers;Anvers;11030;2845;Niel; 0 – 14;Féminin;75
Région flamande;Anvers;Anvers;11030;2845;Niel;15 – 64;Masculin;337
Région flamande;Anvers;Anvers;11030;2845;Niel;15 – 64;Féminin;578
Région flamande;Anvers;Anvers;11030;2845;Niel;65 – ...;Masculin;322
Région flamande;Anvers;Anvers;11030;2845;Niel;65 – ...;Féminin;336
Région flamande;Anvers;Anvers;11035;2520;Ranst; 0 – 14;Masculin;97
Région flamande;Anvers;Anvers;11035;2520;Ranst; 0 – 14;Féminin;122
Région flamande;Anvers;Anvers;11035;2520;Ranst;15 – 64;Masculin;594
Région flamande;Anvers;Anvers;11035;2520;Ranst;15 – 64;Féminin;779
Région flamande;Anvers;Anvers;11035;2520;Ranst;65 – ...;Masculin;604
Région flamande;Anvers;Anvers;11035;2520;Ranst;65 – ...;Féminin;566
Région flamande;Anvers;Anvers;11037;2840;Rumst; 0 – 14;Masculin;78
Région flamande;Anvers;Anvers;11037;2840;Rumst; 0 – 14;Féminin;74
Région flamande;Anvers;Anvers;11037;2840;Rumst;15 – 64;Masculin;457
Région flamande;Anvers;Anvers;11037;2840;Rumst;15 – 64;Féminin;650
Région flamande;Anvers;Anvers;11037;2840;Rumst;65 – ...;Masculin;573
Région flamande;Anvers;Anvers;11037;2840;Rumst;65 – ...;Féminin;578
Région flamande;Anvers;Anvers;11038;2627;Schelle; 0 – 14;Masculin;38
Région flamande;Anvers;Anvers;11038;2627;Schelle; 0 – 14;Féminin;43
Région flamande;Anvers;Anvers;11038;2627;Schelle;15 – 64;Masculin;258
Région flamande;Anvers;Anvers;11038;2627;Schelle;15 – 64;Féminin;382
Région flamande;Anvers;Anvers;11038;2627;Schelle;65 – ...;Masculin;272
Région flamande;Anvers;Anvers;11038;2627;Schelle;65 – ...;Féminin;306
Région flamande;Anvers;Anvers;11039;2970;Schilde; 0 – 14;Masculin;126
Région flamande;Anvers;Anvers;11039;2970;Schilde; 0 – 14;Féminin;108
Région flamande;Anvers;Anvers;11039;2970;Schilde;15 – 64;Masculin;526
Région flamande;Anvers;Anvers;11039;2970;Schilde;15 – 64;Féminin;748
Région flamande;Anvers;Anvers;11039;2970;Schilde;65 – ...;Masculin;767
Région flamande;Anvers;Anvers;11039;2970;Schilde;65 – ...;Féminin;762
Région flamande;Anvers;Anvers;11040;2900;Schoten; 0 – 14;Masculin;216
Région flamande;Anvers;Anvers;11040;2900;Schoten; 0 – 14;Féminin;203
Région flamande;Anvers;Anvers;11040;2900;Schoten;15 – 64;Masculin;1020
Région flamande;Anvers;Anvers;11040;2900;Schoten;15 – 64;Féminin;1404
Région flamande;Anvers;Anvers;11040;2900;Schoten;65 – ...;Masculin;1094
Région flamande;Anvers;Anvers;11040;2900;Schoten;65 – ...;Féminin;1291
Région flamande;Anvers;Anvers;11044;2940;Stabroek; 0 – 14;Masculin;128
Région flamande;Anvers;Anvers;11044;2940;Stabroek; 0 – 14;Féminin;102
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 – 64;Masculin;640
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 – 64;Féminin;920
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 – ...;Masculin;517
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 – ...;Féminin;545
Région flamande;Anvers;Anvers;11050;2110;Wijnegem; 0 – 14;Masculin;85
Région flamande;Anvers;Anvers;11050;2110;Wijnegem; 0 – 14;Féminin;61
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 – 64;Masculin;295
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 – 64;Féminin;342
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 – ...;Masculin;285
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 – ...;Féminin;329
Région flamande;Anvers;Anvers;11052;2160;Wommelgem; 0 – 14;Masculin;77
Région flamande;Anvers;Anvers;11052;2160;Wommelgem; 0 – 14;Féminin;81
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 – 64;Masculin;419
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 – 64;Féminin;566
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 – ...;Masculin;429
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 – ...;Féminin;476
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel; 0 – 14;Masculin;150
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel; 0 – 14;Féminin;130
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 – 64;Masculin;648
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 – 64;Féminin;875
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 – ...;Masculin;508
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 – ...;Féminin;491
Région flamande;Anvers;Anvers;11054;2240;Zandhoven; 0 – 14;Masculin;96
Région flamande;Anvers;Anvers;11054;2240;Zandhoven; 0 – 14;Féminin;64
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 – 64;Masculin;414
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 – 64;Féminin;499
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 – ...;Masculin;423
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 – ...;Féminin;417
Région flamande;Anvers;Anvers;11055;2980;Zoersel; 0 – 14;Masculin;152
Région flamande;Anvers;Anvers;11055;2980;Zoersel; 0 – 14;Féminin;121
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 – 64;Masculin;634
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 – 64;Féminin;781
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 – ...;Masculin;717
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 – ...;Féminin;742
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht; 0 – 14;Masculin;124
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht; 0 – 14;Féminin;93
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 – 64;Masculin;614
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 – 64;Féminin;905
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 – ...;Masculin;627
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 – ...;Féminin;657
Région flamande;Anvers;Anvers;11057;2390;Malle; 0 – 14;Masculin;140
Région flamande;Anvers;Anvers;11057;2390;Malle; 0 – 14;Féminin;112
Région flamande;Anvers;Anvers;11057;2390;Malle;15 – 64;Masculin;516
Région flamande;Anvers;Anvers;11057;2390;Malle;15 – 64;Féminin;636
Région flamande;Anvers;Anvers;11057;2390;Malle;65 – ...;Masculin;426
Région flamande;Anvers;Anvers;11057;2390;Malle;65 – ...;Féminin;545
Région flamande;Anvers;Malines;12002;2590;Berlaar; 0 – 14;Masculin;62
Région flamande;Anvers;Malines;12002;2590;Berlaar; 0 – 14;Féminin;69
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 – 64;Masculin;394
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 – 64;Féminin;490
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 – ...;Masculin;341
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 – ...;Féminin;370
Région flamande;Anvers;Malines;12005;2820;Bonheiden; 0 – 14;Masculin;93
Région flamande;Anvers;Malines;12005;2820;Bonheiden; 0 – 14;Féminin;74
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 – 64;Masculin;403
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 – 64;Féminin;561
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 – ...;Masculin;611
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 – ...;Féminin;585
Région flamande;Anvers;Malines;12007;2880;Bornem; 0 – 14;Masculin;104
Région flamande;Anvers;Malines;12007;2880;Bornem; 0 – 14;Féminin;71
Région flamande;Anvers;Malines;12007;2880;Bornem;15 – 64;Masculin;674
Région flamande;Anvers;Malines;12007;2880;Bornem;15 – 64;Féminin;881
Région flamande;Anvers;Malines;12007;2880;Bornem;65 – ...;Masculin;747
Région flamande;Anvers;Malines;12007;2880;Bornem;65 – ...;Féminin;711
Région flamande;Anvers;Malines;12009;2570;Duffel; 0 – 14;Masculin;87
Région flamande;Anvers;Malines;12009;2570;Duffel; 0 – 14;Féminin;56
Région flamande;Anvers;Malines;12009;2570;Duffel;15 – 64;Masculin;542
Région flamande;Anvers;Malines;12009;2570;Duffel;15 – 64;Féminin;787
Région flamande;Anvers;Malines;12009;2570;Duffel;65 – ...;Masculin;598
Région flamande;Anvers;Malines;12009;2570;Duffel;65 – ...;Féminin;602
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg; 0 – 14;Masculin;298
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg; 0 – 14;Féminin;260
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 – 64;Masculin;1312
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 – 64;Féminin;1897
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 – ...;Masculin;1467
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 – ...;Féminin;1534
Région flamande;Anvers;Malines;12021;2500;Lierre; 0 – 14;Masculin;239
Région flamande;Anvers;Malines;12021;2500;Lierre; 0 – 14;Féminin;197
Région flamande;Anvers;Malines;12021;2500;Lierre;15 – 64;Masculin;1091
Région flamande;Anvers;Malines;12021;2500;Lierre;15 – 64;Féminin;1611
Région flamande;Anvers;Malines;12021;2500;Lierre;65 – ...;Masculin;1213
Région flamande;Anvers;Malines;12021;2500;Lierre;65 – ...;Féminin;1162
Région flamande;Anvers;Malines;12025;2800;Malines; 0 – 14;Masculin;721
Région flamande;Anvers;Malines;12025;2800;Malines; 0 – 14;Féminin;626
Région flamande;Anvers;Malines;12025;2800;Malines;15 – 64;Masculin;2554
Région flamande;Anvers;Malines;12025;2800;Malines;15 – 64;Féminin;4199
Région flamande;Anvers;Malines;12025;2800;Malines;65 – ...;Masculin;2567
Région flamande;Anvers;Malines;12025;2800;Malines;65 – ...;Féminin;2970
Région flamande;Anvers;Malines;12026;2560;Nijlen; 0 – 14;Masculin;172
Région flamande;Anvers;Malines;12026;2560;Nijlen; 0 – 14;Féminin;136
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 – 64;Masculin;638
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 – 64;Féminin;980
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 – ...;Masculin;685
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 – ...;Féminin;648
Région flamande;Anvers;Malines;12029;2580;Putte; 0 – 14;Masculin;136
Région flamande;Anvers;Malines;12029;2580;Putte; 0 – 14;Féminin;91
Région flamande;Anvers;Malines;12029;2580;Putte;15 – 64;Masculin;553
Région flamande;Anvers;Malines;12029;2580;Putte;15 – 64;Féminin;785
Région flamande;Anvers;Malines;12029;2580;Putte;65 – ...;Masculin;559
Région flamande;Anvers;Malines;12029;2580;Putte;65 – ...;Féminin;610
Région flamande;Anvers;Malines;12030;2870;Puurs; 0 – 14;Masculin;70
Région flamande;Anvers;Malines;12030;2870;Puurs; 0 – 14;Féminin;70
Région flamande;Anvers;Malines;12030;2870;Puurs;15 – 64;Masculin;580
Région flamande;Anvers;Malines;12030;2870;Puurs;15 – 64;Féminin;745
Région flamande;Anvers;Malines;12030;2870;Puurs;65 – ...;Masculin;504
Région flamande;Anvers;Malines;12030;2870;Puurs;65 – ...;Féminin;561
Région flamande;Anvers;Malines;12034;2890;Sint-Amands; 0 – 14;Masculin;48
Région flamande;Anvers;Malines;12034;2890;Sint-Amands; 0 – 14;Féminin;38
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;15 – 64;Masculin;213
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;15 – 64;Féminin;343
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;65 – ...;Masculin;271
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;65 – ...;Féminin;307
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver; 0 – 14;Masculin;137
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver; 0 – 14;Féminin;98
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 – 64;Masculin;634
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 – 64;Féminin;882
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 – ...;Masculin;723
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 – ...;Féminin;760
Région flamande;Anvers;Malines;12040;2830;Willebroek; 0 – 14;Masculin;155
Région flamande;Anvers;Malines;12040;2830;Willebroek; 0 – 14;Féminin;121
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 – 64;Masculin;874
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 – 64;Féminin;1268
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 – ...;Masculin;797
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 – ...;Féminin;960
Région flamande;Anvers;Turnhout;13001;2370;Arendonk; 0 – 14;Masculin;96
Région flamande;Anvers;Turnhout;13001;2370;Arendonk; 0 – 14;Féminin;83
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 – 64;Masculin;416
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 – 64;Féminin;593
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 – ...;Masculin;386
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 – ...;Féminin;349
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc; 0 – 14;Masculin;24
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc; 0 – 14;Féminin;8
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 – 64;Masculin;61
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 – 64;Féminin;126
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 – ...;Masculin;74
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 – ...;Féminin;80
Région flamande;Anvers;Turnhout;13003;2490;Balen; 0 – 14;Masculin;196
Région flamande;Anvers;Turnhout;13003;2490;Balen; 0 – 14;Féminin;192
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 – 64;Masculin;894
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 – 64;Féminin;1139
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 – ...;Masculin;773
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 – ...;Féminin;724
Région flamande;Anvers;Turnhout;13004;2340;Beerse; 0 – 14;Masculin;155
Région flamande;Anvers;Turnhout;13004;2340;Beerse; 0 – 14;Féminin;139
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 – 64;Masculin;602
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 – 64;Féminin;866
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 – ...;Masculin;480
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 – ...;Féminin;450
Région flamande;Anvers;Turnhout;13006;2480;Dessel; 0 – 14;Masculin;104
Région flamande;Anvers;Turnhout;13006;2480;Dessel; 0 – 14;Féminin;60
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 – 64;Masculin;352
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 – 64;Féminin;485
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 – ...;Masculin;349
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 – ...;Féminin;350
Région flamande;Anvers;Turnhout;13008;2440;Geel; 0 – 14;Masculin;383
Région flamande;Anvers;Turnhout;13008;2440;Geel; 0 – 14;Féminin;347
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 – 64;Masculin;1670
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 – 64;Féminin;2011
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 – ...;Masculin;1372
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 – ...;Féminin;1402
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk; 0 – 14;Masculin;46
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk; 0 – 14;Féminin;61
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 – 64;Masculin;392
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 – 64;Féminin;466
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 – ...;Masculin;321
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 – ...;Féminin;292
Région flamande;Anvers;Turnhout;13011;2200;Herentals; 0 – 14;Masculin;200
Région flamande;Anvers;Turnhout;13011;2200;Herentals; 0 – 14;Féminin;171
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 – 64;Masculin;1008
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 – 64;Féminin;1376
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 – ...;Masculin;893
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 – ...;Féminin;964
Région flamande;Anvers;Turnhout;13012;2270;Herenthout; 0 – 14;Masculin;58
Région flamande;Anvers;Turnhout;13012;2270;Herenthout; 0 – 14;Féminin;52
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 – 64;Masculin;286
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 – 64;Féminin;406
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 – ...;Masculin;267
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 – ...;Féminin;330
Région flamande;Anvers;Turnhout;13013;2230;Herselt; 0 – 14;Masculin;77
Région flamande;Anvers;Turnhout;13013;2230;Herselt; 0 – 14;Féminin;69
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 – 64;Masculin;553
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 – 64;Féminin;616
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 – ...;Masculin;559
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 – ...;Féminin;470
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten; 0 – 14;Masculin;153
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten; 0 – 14;Féminin;147
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 – 64;Masculin;696
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 – 64;Féminin;928
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 – ...;Masculin;625
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 – ...;Féminin;522
Région flamande;Anvers;Turnhout;13016;2235;Hulshout; 0 – 14;Masculin;60
Région flamande;Anvers;Turnhout;13016;2235;Hulshout; 0 – 14;Féminin;59
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 – 64;Masculin;341
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 – 64;Féminin;479
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 – ...;Masculin;317
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 – ...;Féminin;366
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee; 0 – 14;Masculin;127
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee; 0 – 14;Féminin;101
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;15 – 64;Masculin;686
Région flamande;Anvers;Turnhout;13017;2460;Kasterlee;15 – 64;Féminin;802
