région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge_(ans);sexe;nombre_de_séjours
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines;65 – ...;Féminin;44
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge; 0 – 14;Masculin;169
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge; 0 – 14;Féminin;123
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;15 – 64;Masculin;646
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;15 – 64;Féminin;803
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;65 – ...;Masculin;648
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;65 – ...;Féminin;798
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik; 0 – 14;Masculin;207
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik; 0 – 14;Féminin;176
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;15 – 64;Masculin;686
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;15 – 64;Féminin;868
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;65 – ...;Masculin;641
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;65 – ...;Féminin;763
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke; 0 – 14;Masculin;130
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke; 0 – 14;Féminin;114
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;15 – 64;Masculin;466
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;15 – 64;Féminin;553
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;65 – ...;Masculin;421
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;65 – ...;Féminin;453
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland; 0 – 14;Masculin;62
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland; 0 – 14;Féminin;42
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;15 – 64;Masculin;317
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;15 – 64;Féminin;307
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;65 – ...;Masculin;270
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;65 – ...;Féminin;262
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Masculin;88
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Féminin;73
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Masculin;315
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Féminin;421
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Masculin;281
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Féminin;274
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren; 0 – 14;Masculin;36
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren; 0 – 14;Féminin;29
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;15 – 64;Masculin;119
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;15 – 64;Féminin;181
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;65 – ...;Masculin;118
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;65 – ...;Féminin;139
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem; 0 – 14;Masculin;168
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem; 0 – 14;Féminin;114
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;15 – 64;Masculin;470
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;15 – 64;Féminin;646
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;65 – ...;Masculin;429
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;65 – ...;Féminin;461
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem; 0 – 14;Masculin;114
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem; 0 – 14;Féminin;107
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;15 – 64;Masculin;320
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;15 – 64;Féminin;486
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;65 – ...;Masculin;339
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;65 – ...;Féminin;420
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk; 0 – 14;Masculin;107
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk; 0 – 14;Féminin;80
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;15 – 64;Masculin;377
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;15 – 64;Féminin;572
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;65 – ...;Masculin;362
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;65 – ...;Féminin;366
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke; 0 – 14;Masculin;312
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke; 0 – 14;Féminin;275
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;15 – 64;Masculin;1013
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;15 – 64;Féminin;1326
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;65 – ...;Masculin;989
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;65 – ...;Féminin;1018
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai; 0 – 14;Masculin;846
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai; 0 – 14;Féminin;757
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;15 – 64;Masculin;2781
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;15 – 64;Féminin;3770
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;65 – ...;Masculin;2606
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;65 – ...;Féminin;3416
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne; 0 – 14;Masculin;135
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne; 0 – 14;Féminin;141
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;15 – 64;Masculin;510
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;15 – 64;Féminin;614
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;65 – ...;Masculin;547
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;65 – ...;Féminin;633
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede; 0 – 14;Masculin;63
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede; 0 – 14;Féminin;46
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;15 – 64;Masculin;228
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;15 – 64;Féminin;259
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;65 – ...;Masculin;274
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;65 – ...;Féminin;256
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin; 0 – 14;Masculin;407
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin; 0 – 14;Féminin;261
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;15 – 64;Masculin;1228
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;15 – 64;Féminin;1717
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;65 – ...;Masculin;1185
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;65 – ...;Féminin;1423
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem; 0 – 14;Masculin;392
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem; 0 – 14;Féminin;294
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;15 – 64;Masculin;1346
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;15 – 64;Féminin;1718
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;65 – ...;Masculin;1256
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;65 – ...;Féminin;1234
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem; 0 – 14;Masculin;270
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem; 0 – 14;Féminin;226
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;15 – 64;Masculin;1006
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;15 – 64;Féminin;1522
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;65 – ...;Masculin;1073
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;65 – ...;Féminin;1068
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem; 0 – 14;Masculin;256
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem; 0 – 14;Féminin;202
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;15 – 64;Masculin;820
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;15 – 64;Féminin;1091
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;65 – ...;Masculin;785
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;65 – ...;Féminin;833
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin; 0 – 14;Masculin;24
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin; 0 – 14;Féminin;28
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;15 – 64;Masculin;109
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;15 – 64;Féminin;112
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;65 – ...;Masculin;27
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;65 – ...;Féminin;58
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene; 0 – 14;Masculin;173
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene; 0 – 14;Féminin;112
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;15 – 64;Masculin;692
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;15 – 64;Féminin;868
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;65 – ...;Masculin;565
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;65 – ...;Féminin;590
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel; 0 – 14;Masculin;94
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel; 0 – 14;Féminin;77
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;15 – 64;Masculin;352
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;15 – 64;Féminin;468
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;65 – ...;Masculin;367
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;65 – ...;Féminin;466
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem; 0 – 14;Masculin;161
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem; 0 – 14;Féminin;129
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;15 – 64;Masculin;511
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;15 – 64;Féminin;638
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;65 – ...;Masculin;523
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;65 – ...;Féminin;485
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke; 0 – 14;Masculin;152
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke; 0 – 14;Féminin;114
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;15 – 64;Masculin;770
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;15 – 64;Féminin;907
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;65 – ...;Masculin;1171
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;65 – ...;Féminin;1122
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende; 0 – 14;Masculin;523
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende; 0 – 14;Féminin;542
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende;15 – 64;Masculin;2851
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende;15 – 64;Féminin;3348
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende;65 – ...;Masculin;3622
Région flamande;Flandre occidentale;Ostende;35013.0;8400.0;Ostende;65 – ...;Féminin;4390
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg; 0 – 14;Masculin;93
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg; 0 – 14;Féminin;50
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg;15 – 64;Masculin;287
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg;15 – 64;Féminin;365
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg;65 – ...;Masculin;273
Région flamande;Flandre occidentale;Ostende;35014.0;8460.0;Oudenburg;65 – ...;Féminin;347
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan; 0 – 14;Masculin;50
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan; 0 – 14;Féminin;48
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan;15 – 64;Masculin;486
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan;15 – 64;Féminin;487
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan;65 – ...;Masculin;590
Région flamande;Flandre occidentale;Ostende;35029.0;8420.0;De Haan;65 – ...;Féminin;688
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede; 0 – 14;Masculin;111
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede; 0 – 14;Féminin;76
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede;15 – 64;Masculin;417
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede;15 – 64;Féminin;444
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede;65 – ...;Masculin;313
Région flamande;Flandre occidentale;Roulers;36006.0;8830.0;Hooglede;65 – ...;Féminin;302
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster; 0 – 14;Masculin;111
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster; 0 – 14;Féminin;88
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster;15 – 64;Masculin;402
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster;15 – 64;Féminin;533
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster;65 – ...;Masculin;415
Région flamande;Flandre occidentale;Roulers;36007.0;8770.0;Ingelmunster;65 – ...;Féminin;512
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem; 0 – 14;Masculin;293
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem; 0 – 14;Féminin;291
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem;15 – 64;Masculin;1137
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem;15 – 64;Féminin;1491
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem;65 – ...;Masculin;1095
Région flamande;Flandre occidentale;Roulers;36008.0;8870.0;Izegem;65 – ...;Féminin;1347
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem; 0 – 14;Masculin;89
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem; 0 – 14;Féminin;84
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem;15 – 64;Masculin;299
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem;15 – 64;Féminin;428
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem;65 – ...;Masculin;371
Région flamande;Flandre occidentale;Roulers;36010.0;8880.0;Ledegem;65 – ...;Féminin;361
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde; 0 – 14;Masculin;87
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde; 0 – 14;Féminin;85
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde;15 – 64;Masculin;300
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde;15 – 64;Féminin;410
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde;65 – ...;Masculin;322
Région flamande;Flandre occidentale;Roulers;36011.0;8810.0;Lichtervelde;65 – ...;Féminin;359
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede; 0 – 14;Masculin;113
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede; 0 – 14;Féminin;83
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede;15 – 64;Masculin;421
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede;15 – 64;Féminin;571
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede;65 – ...;Masculin;457
Région flamande;Flandre occidentale;Roulers;36012.0;8890.0;Moorslede;65 – ...;Féminin;488
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers; 0 – 14;Masculin;840
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers; 0 – 14;Féminin;654
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers;15 – 64;Masculin;2400
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers;15 – 64;Féminin;3200
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers;65 – ...;Masculin;2292
Région flamande;Flandre occidentale;Roulers;36015.0;8800.0;Roulers;65 – ...;Féminin;2590
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden; 0 – 14;Masculin;106
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden; 0 – 14;Féminin;128
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden;15 – 64;Masculin;411
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden;15 – 64;Féminin;493
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden;65 – ...;Masculin;485
Région flamande;Flandre occidentale;Roulers;36019.0;8840.0;Staden;65 – ...;Féminin;466
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem; 0 – 14;Masculin;83
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem; 0 – 14;Féminin;78
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem;15 – 64;Masculin;292
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem;15 – 64;Féminin;355
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem;65 – ...;Masculin;280
Région flamande;Flandre occidentale;Tielt;37002.0;8720.0;Dentergem;65 – ...;Féminin;289
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke; 0 – 14;Masculin;115
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke; 0 – 14;Féminin;101
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke;15 – 64;Masculin;387
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke;15 – 64;Féminin;502
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke;65 – ...;Masculin;408
Région flamande;Flandre occidentale;Tielt;37007.0;8760.0;Meulebeke;65 – ...;Féminin;440
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke; 0 – 14;Masculin;68
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke; 0 – 14;Féminin;47
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke;15 – 64;Masculin;266
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke;15 – 64;Féminin;342
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke;65 – ...;Masculin;264
Région flamande;Flandre occidentale;Tielt;37010.0;8780.0;Oostrozebeke;65 – ...;Féminin;251
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem; 0 – 14;Masculin;85
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem; 0 – 14;Féminin;72
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem;15 – 64;Masculin;246
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem;15 – 64;Féminin;356
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem;65 – ...;Masculin;228
Région flamande;Flandre occidentale;Tielt;37011.0;8740.0;Pittem;65 – ...;Féminin;237
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede; 0 – 14;Masculin;45
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede; 0 – 14;Féminin;40
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede;15 – 64;Masculin;185
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede;15 – 64;Féminin;237
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede;65 – ...;Masculin;169
Région flamande;Flandre occidentale;Tielt;37012.0;8755.0;Ruiselede;65 – ...;Féminin;168
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt; 0 – 14;Masculin;264
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt; 0 – 14;Féminin;225
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt;15 – 64;Masculin;755
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt;15 – 64;Féminin;1013
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt;65 – ...;Masculin;736
Région flamande;Flandre occidentale;Tielt;37015.0;8700.0;Tielt;65 – ...;Féminin;818
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke; 0 – 14;Masculin;105
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke; 0 – 14;Féminin;110
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke;15 – 64;Masculin;328
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke;15 – 64;Féminin;491
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke;65 – ...;Masculin;292
Région flamande;Flandre occidentale;Tielt;37017.0;8710.0;Wielsbeke;65 – ...;Féminin;258
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene; 0 – 14;Masculin;143
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene; 0 – 14;Féminin;121
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene;15 – 64;Masculin;481
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene;15 – 64;Féminin;671
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene;65 – ...;Masculin;501
Région flamande;Flandre occidentale;Tielt;37018.0;8750.0;Wingene;65 – ...;Féminin;586
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie; 0 – 14;Masculin;73
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie; 0 – 14;Féminin;68
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie;15 – 64;Masculin;380
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie;15 – 64;Féminin;442
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie;65 – ...;Masculin;379
Région flamande;Flandre occidentale;Tielt;37020.0;8850.0;Ardooie;65 – ...;Féminin;358
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem; 0 – 14;Masculin;50
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem; 0 – 14;Féminin;34
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem;15 – 64;Masculin;182
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem;15 – 64;Féminin;217
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem;65 – ...;Masculin;209
Région flamande;Flandre occidentale;Furnes;38002.0;8690.0;Alveringem;65 – ...;Féminin;168
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne; 0 – 14;Masculin;62
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne; 0 – 14;Féminin;54
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne;15 – 64;Masculin;355
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne;15 – 64;Féminin;475
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne;65 – ...;Masculin;610
Région flamande;Flandre occidentale;Furnes;38008.0;8660.0;La Panne;65 – ...;Féminin;665
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde; 0 – 14;Masculin;92
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde; 0 – 14;Féminin;69
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde;15 – 64;Masculin;666
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde;15 – 64;Féminin;819
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde;65 – ...;Masculin;1073
Région flamande;Flandre occidentale;Furnes;38014.0;8670.0;Koksijde;65 – ...;Féminin;1048
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport; 0 – 14;Masculin;64
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport; 0 – 14;Féminin;48
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport;15 – 64;Masculin;461
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport;15 – 64;Féminin;510
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport;65 – ...;Masculin;714
Région flamande;Flandre occidentale;Furnes;38016.0;8620.0;Nieuport;65 – ...;Féminin;647
Région flamande;Flandre occidentale;Furnes;38025.0;8630.0;Furnes; 0 – 14;Masculin;63
