région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_classique
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Masculin;123
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Féminin;106
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Masculin;626
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Féminin;779
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Masculin;750
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Féminin;827
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Masculin;28
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Féminin;26
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Masculin;176
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Féminin;217
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Masculin;166
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Féminin;212
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Masculin;71
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Féminin;53
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Masculin;302
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Féminin;538
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Masculin;435
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Féminin;408
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Masculin;121
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Féminin;91
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Masculin;410
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Féminin;675
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Masculin;554
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Féminin;610
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Masculin;16
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Féminin;39
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Masculin;170
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Féminin;203
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Masculin;151
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Féminin;175
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Masculin;42
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Féminin;32
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Masculin;256
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Féminin;280
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Masculin;262
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Féminin;257
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Masculin;50
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Féminin;33
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Masculin;226
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Féminin;276
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Masculin;244
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Féminin;226
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Masculin;65
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Féminin;32
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Masculin;307
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Féminin;401
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Masculin;536
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Féminin;455
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Masculin;44
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Féminin;36
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Masculin;177
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Féminin;237
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Masculin;267
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Féminin;252
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Masculin;100
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Féminin;61
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Masculin;438
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Féminin;607
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Masculin;481
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Féminin;576
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Masculin;88
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Féminin;68
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Masculin;430
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Féminin;580
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Masculin;483
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Féminin;558
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Masculin;457
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Féminin;356
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Masculin;2135
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Féminin;3166
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Masculin;2222
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Féminin;2501
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Masculin;65
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Féminin;43
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Masculin;291
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Féminin;450
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Masculin;438
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Féminin;411
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Masculin;45
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Féminin;39
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Masculin;223
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Féminin;319
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Masculin;290
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Féminin;318
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Masculin;83
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Féminin;54
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Masculin;388
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Féminin;519
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Masculin;505
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Féminin;463
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Masculin;97
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Féminin;53
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Masculin;376
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Féminin;604
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Masculin;510
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Féminin;527
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Masculin;167
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Féminin;140
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Masculin;922
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Féminin;1336
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Masculin;1056
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Féminin;1180
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Masculin;69
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Féminin;61
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Masculin;403
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Féminin;473
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Masculin;601
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Féminin;454
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Masculin;30
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Féminin;33
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Masculin;230
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Féminin;316
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Masculin;253
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Féminin;294
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Masculin;36
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Féminin;39
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Masculin;192
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Féminin;205
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Masculin;201
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Féminin;186
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Masculin;87
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Féminin;107
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Masculin;556
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Féminin;753
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Masculin;858
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Féminin;747
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Masculin;35
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Féminin;33
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Masculin;233
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Féminin;340
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Masculin;328
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Féminin;308
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Masculin;16
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Féminin;24
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Masculin;140
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Féminin;145
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Masculin;169
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Féminin;166
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Masculin;90
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Féminin;88
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Masculin;487
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Féminin;517
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Masculin;480
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Féminin;442
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Masculin;96
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Féminin;63
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Masculin;675
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Féminin;819
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Masculin;1039
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Féminin;1052
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Masculin;709
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Féminin;612
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Masculin;3027
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Féminin;4105
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Masculin;3802
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Féminin;4149
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Masculin;61
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Féminin;49
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Masculin;286
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Féminin;380
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Masculin;350
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Féminin;317
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Masculin;66
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Féminin;76
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Masculin;350
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Féminin;461
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Masculin;434
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Féminin;401
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Masculin;167
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Féminin;141
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Masculin;631
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Féminin;866
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Masculin;706
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Féminin;734
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Masculin;131
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Féminin;130
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Masculin;570
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Féminin;765
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Masculin;798
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Féminin;741
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Masculin;158
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Féminin;132
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Masculin;631
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Féminin;891
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Masculin;719
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Féminin;676
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Masculin;19
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Féminin;5
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Masculin;70
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Féminin;98
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Masculin;63
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Féminin;73
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Masculin;109
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Féminin;68
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Masculin;920
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Féminin;1069
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Masculin;1832
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Féminin;1670
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Masculin;98
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Féminin;102
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Masculin;512
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Féminin;629
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Masculin;593
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Féminin;562
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Masculin;58
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Féminin;78
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Masculin;331
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Féminin;436
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Masculin;331
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Féminin;310
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Masculin;64
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Féminin;57
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Masculin;251
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Féminin;310
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Masculin;344
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Féminin;360
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Masculin;96
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Féminin;105
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Masculin;370
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Féminin;480
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Masculin;475
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Féminin;452
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Masculin;19
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Féminin;18
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Masculin;79
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Féminin;126
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Masculin;130
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Féminin;80
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Masculin;189
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Féminin;193
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Masculin;1129
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Féminin;1419
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Masculin;1375
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Féminin;1371
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Masculin;10
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Féminin;7
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Masculin;40
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Féminin;42
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Masculin;32
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Féminin;21
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Masculin;128
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Féminin;118
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Masculin;588
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Féminin;744
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Masculin;726
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Féminin;705
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Masculin;124
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Féminin;99
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Masculin;546
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Féminin;753
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Masculin;744
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Féminin;705
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Masculin;106
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Féminin;67
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Masculin;367
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Féminin;508
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Masculin;443
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Féminin;423
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Masculin;52
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Féminin;34
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Masculin;242
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Féminin;245
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Masculin;260
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Féminin;223
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Masculin;46
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Féminin;42
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Masculin;262
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Féminin;361
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Masculin;304
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Féminin;233
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Masculin;27
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Féminin;10
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Masculin;93
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Féminin;99
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Masculin;134
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Féminin;86
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Masculin;123
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Féminin;86
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Masculin;395
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Féminin;493
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Masculin;478
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Féminin;438
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Masculin;63
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Féminin;68
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Masculin;315
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Féminin;417
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Masculin;320
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Féminin;336
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Masculin;67
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Féminin;79
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Masculin;346
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Féminin;524
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Masculin;388
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Féminin;404
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Masculin;206
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Féminin;182
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Masculin;857
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Féminin;1227
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Masculin;978
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Féminin;954
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Masculin;565
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Féminin;495
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Masculin;2160
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Féminin;3264
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Masculin;2736
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Féminin;3060
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Masculin;87
