gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;Antwerpen;Antwerpen;11013;2650;Edegem;Actieven;Vrouwelijk;1569
Vlaams Gewest;Antwerpen;Antwerpen;11013;2650;Edegem;Bejaarden;Mannelijk;1055
Vlaams Gewest;Antwerpen;Antwerpen;11013;2650;Edegem;Bejaarden;Vrouwelijk;1155
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Kinderen;Mannelijk;189
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Kinderen;Vrouwelijk;111
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Actieven;Mannelijk;975
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Actieven;Vrouwelijk;1369
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Bejaarden;Mannelijk;605
Vlaams Gewest;Antwerpen;Antwerpen;11016;2910;Essen;Bejaarden;Vrouwelijk;515
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Kinderen;Mannelijk;110
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Kinderen;Vrouwelijk;70
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Actieven;Mannelijk;606
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Actieven;Vrouwelijk;1006
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Bejaarden;Mannelijk;470
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;Bejaarden;Vrouwelijk;287
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Kinderen;Mannelijk;74
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Kinderen;Vrouwelijk;38
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Actieven;Mannelijk;401
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Actieven;Vrouwelijk;587
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Bejaarden;Mannelijk;423
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;Bejaarden;Vrouwelijk;288
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Kinderen;Mannelijk;125
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Kinderen;Vrouwelijk;118
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Actieven;Mannelijk;836
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Actieven;Vrouwelijk;1293
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Bejaarden;Mannelijk;701
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;Bejaarden;Vrouwelijk;627
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Kinderen;Mannelijk;225
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Kinderen;Vrouwelijk;283
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Actieven;Mannelijk;1467
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Actieven;Vrouwelijk;2472
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Bejaarden;Mannelijk;1210
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);Bejaarden;Vrouwelijk;1144
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Kinderen;Mannelijk;147
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Kinderen;Vrouwelijk;97
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Actieven;Mannelijk;1101
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Actieven;Vrouwelijk;1823
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Bejaarden;Mannelijk;797
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;Bejaarden;Vrouwelijk;906
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Kinderen;Mannelijk;59
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Kinderen;Vrouwelijk;41
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Actieven;Mannelijk;503
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Actieven;Vrouwelijk;826
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Bejaarden;Mannelijk;242
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;Bejaarden;Vrouwelijk;176
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Kinderen;Mannelijk;173
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Kinderen;Vrouwelijk;153
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Actieven;Mannelijk;1170
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Actieven;Vrouwelijk;2113
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Bejaarden;Mannelijk;891
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;Bejaarden;Vrouwelijk;1207
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Kinderen;Mannelijk;108
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Kinderen;Vrouwelijk;70
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Actieven;Mannelijk;735
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Actieven;Vrouwelijk;875
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Bejaarden;Mannelijk;532
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;Bejaarden;Vrouwelijk;406
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Kinderen;Mannelijk;146
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Kinderen;Vrouwelijk;155
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Actieven;Mannelijk;1214
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Actieven;Vrouwelijk;1650
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Bejaarden;Mannelijk;701
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;Bejaarden;Vrouwelijk;710
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Kinderen;Mannelijk;110
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Kinderen;Vrouwelijk;96
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Actieven;Mannelijk;1035
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Actieven;Vrouwelijk;1351
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Bejaarden;Mannelijk;552
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;Bejaarden;Vrouwelijk;584
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Kinderen;Mannelijk;97
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Kinderen;Vrouwelijk;44
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Actieven;Mannelijk;570
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Actieven;Vrouwelijk;914
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Bejaarden;Mannelijk;443
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;Bejaarden;Vrouwelijk;277
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Kinderen;Mannelijk;238
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Kinderen;Vrouwelijk;95
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Actieven;Mannelijk;1279
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Actieven;Vrouwelijk;1698
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Bejaarden;Mannelijk;1219
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;Bejaarden;Vrouwelijk;1023
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Kinderen;Mannelijk;264
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Kinderen;Vrouwelijk;310
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Actieven;Mannelijk;2104
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Actieven;Vrouwelijk;2949
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Bejaarden;Mannelijk;1542
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;Bejaarden;Vrouwelijk;1582
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Kinderen;Mannelijk;155
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Kinderen;Vrouwelijk;152
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Actieven;Mannelijk;1271
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Actieven;Vrouwelijk;1944
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Bejaarden;Mannelijk;647
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;Bejaarden;Vrouwelijk;656
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Kinderen;Mannelijk;75
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Kinderen;Vrouwelijk;69
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Actieven;Mannelijk;579
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Actieven;Vrouwelijk;760
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Bejaarden;Mannelijk;347
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;Bejaarden;Vrouwelijk;390
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Kinderen;Mannelijk;83
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Kinderen;Vrouwelijk;75
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Actieven;Mannelijk;931
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Actieven;Vrouwelijk;1239
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Bejaarden;Mannelijk;621
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;Bejaarden;Vrouwelijk;582
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Kinderen;Mannelijk;224
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Kinderen;Vrouwelijk;140
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Actieven;Mannelijk;1233
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Actieven;Vrouwelijk;1728
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Bejaarden;Mannelijk;440
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;Bejaarden;Vrouwelijk;583
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Kinderen;Mannelijk;70
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Kinderen;Vrouwelijk;45
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Actieven;Mannelijk;842
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Actieven;Vrouwelijk;1275
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Bejaarden;Mannelijk;470
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;Bejaarden;Vrouwelijk;455
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Kinderen;Mannelijk;217
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Kinderen;Vrouwelijk;168
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Actieven;Mannelijk;1453
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Actieven;Vrouwelijk;2051
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Bejaarden;Mannelijk;1045
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;Bejaarden;Vrouwelijk;938
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Kinderen;Mannelijk;150
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Kinderen;Vrouwelijk;85
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Actieven;Mannelijk;1161
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Actieven;Vrouwelijk;1907
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Bejaarden;Mannelijk;796
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;Bejaarden;Vrouwelijk;794
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Kinderen;Mannelijk;138
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Kinderen;Vrouwelijk;121
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Actieven;Mannelijk;991
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Actieven;Vrouwelijk;1246
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Bejaarden;Mannelijk;631
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;Bejaarden;Vrouwelijk;647
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Kinderen;Mannelijk;76
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Kinderen;Vrouwelijk;44
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Actieven;Mannelijk;599
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Actieven;Vrouwelijk;950
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Bejaarden;Mannelijk;500
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;Bejaarden;Vrouwelijk;514
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Kinderen;Mannelijk;97
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Kinderen;Vrouwelijk;91
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Actieven;Mannelijk;755
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Actieven;Vrouwelijk;1253
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Bejaarden;Mannelijk;718
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;Bejaarden;Vrouwelijk;1004
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Kinderen;Mannelijk;216
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Kinderen;Vrouwelijk;134
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Actieven;Mannelijk;1356
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Actieven;Vrouwelijk;2182
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Bejaarden;Mannelijk;945
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;Bejaarden;Vrouwelijk;979
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Kinderen;Mannelijk;172
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Kinderen;Vrouwelijk;83
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Actieven;Mannelijk;943
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Actieven;Vrouwelijk;1824
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Bejaarden;Mannelijk;618
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;Bejaarden;Vrouwelijk;809
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Kinderen;Mannelijk;241
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Kinderen;Vrouwelijk;167
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Actieven;Mannelijk;2288
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Actieven;Vrouwelijk;3381
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Bejaarden;Mannelijk;1476
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;Bejaarden;Vrouwelijk;1732
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Kinderen;Mannelijk;271
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Kinderen;Vrouwelijk;170
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Actieven;Mannelijk;1694
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Actieven;Vrouwelijk;3128
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Bejaarden;Mannelijk;1559
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;Bejaarden;Vrouwelijk;1460
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Kinderen;Mannelijk;902
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Kinderen;Vrouwelijk;570
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Actieven;Mannelijk;4574
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Actieven;Vrouwelijk;7972
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Bejaarden;Mannelijk;2715
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;Bejaarden;Vrouwelijk;3667
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Kinderen;Mannelijk;221
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Kinderen;Vrouwelijk;105
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Actieven;Mannelijk;1266
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Actieven;Vrouwelijk;1953
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Bejaarden;Mannelijk;879
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;Bejaarden;Vrouwelijk;867
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Kinderen;Mannelijk;126
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Kinderen;Vrouwelijk;77
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Actieven;Mannelijk;905
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Actieven;Vrouwelijk;1452
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Bejaarden;Mannelijk;679
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;Bejaarden;Vrouwelijk;539
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Kinderen;Mannelijk;161
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Kinderen;Vrouwelijk;101
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Actieven;Mannelijk;1090
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Actieven;Vrouwelijk;1514
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Bejaarden;Mannelijk;622
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;Bejaarden;Vrouwelijk;755
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Kinderen;Mannelijk;68
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Kinderen;Vrouwelijk;46
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Actieven;Mannelijk;496
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Actieven;Vrouwelijk;738
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Bejaarden;Mannelijk;415
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;Bejaarden;Vrouwelijk;280
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Kinderen;Mannelijk;165
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Kinderen;Vrouwelijk;136
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Actieven;Mannelijk;1220
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Actieven;Vrouwelijk;1718
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Bejaarden;Mannelijk;931
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;Bejaarden;Vrouwelijk;910
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Kinderen;Mannelijk;274
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Kinderen;Vrouwelijk;162
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Actieven;Mannelijk;1479
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Actieven;Vrouwelijk;2596
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Bejaarden;Mannelijk;1079
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;Bejaarden;Vrouwelijk;985
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Kinderen;Mannelijk;147
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Kinderen;Vrouwelijk;115
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Actieven;Mannelijk;783
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Actieven;Vrouwelijk;1122
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Bejaarden;Mannelijk;547
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;Bejaarden;Vrouwelijk;518
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;Kinderen;Mannelijk;20
