gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;Actieven;Vrouwelijk;715
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;Bejaarden;Mannelijk;275
Vlaams Gewest;West-Vlaanderen;Ieper;33040;8920;Langemark-Poelkapelle;Bejaarden;Vrouwelijk;240
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Kinderen;Mannelijk;43
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Kinderen;Vrouwelijk;31
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Actieven;Mannelijk;193
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Actieven;Vrouwelijk;256
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Bejaarden;Mannelijk;133
Vlaams Gewest;West-Vlaanderen;Ieper;33041;8640;Vleteren;Bejaarden;Vrouwelijk;116
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Kinderen;Mannelijk;151
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Kinderen;Vrouwelijk;165
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Actieven;Mannelijk;899
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Actieven;Vrouwelijk;1162
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Bejaarden;Mannelijk;402
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002;8570;Anzegem;Bejaarden;Vrouwelijk;497
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Kinderen;Mannelijk;128
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Kinderen;Vrouwelijk;57
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Actieven;Mannelijk;624
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Actieven;Vrouwelijk;944
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Bejaarden;Mannelijk;301
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003;8580;Avelgem;Bejaarden;Vrouwelijk;348
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Kinderen;Mannelijk;171
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Kinderen;Vrouwelijk;104
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Actieven;Mannelijk;725
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Actieven;Vrouwelijk;1160
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Bejaarden;Mannelijk;369
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009;8540;Deerlijk;Bejaarden;Vrouwelijk;423
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Kinderen;Mannelijk;338
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Kinderen;Vrouwelijk;241
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Actieven;Mannelijk;1943
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Actieven;Vrouwelijk;3047
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Bejaarden;Mannelijk;1187
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013;8530;Harelbeke;Bejaarden;Vrouwelijk;1204
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Kinderen;Mannelijk;1079
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Kinderen;Vrouwelijk;919
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Actieven;Mannelijk;4710
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Actieven;Vrouwelijk;8092
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Bejaarden;Mannelijk;2834
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022;8500;Kortrijk;Bejaarden;Vrouwelijk;3460
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Kinderen;Mannelijk;175
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Kinderen;Vrouwelijk;151
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Actieven;Mannelijk;1016
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Actieven;Vrouwelijk;1429
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Bejaarden;Mannelijk;509
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023;8520;Kuurne;Bejaarden;Vrouwelijk;654
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Kinderen;Mannelijk;33
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Kinderen;Vrouwelijk;48
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Actieven;Mannelijk;405
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Actieven;Vrouwelijk;582
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Bejaarden;Mannelijk;247
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025;8860;Lendelede;Bejaarden;Vrouwelijk;290
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Kinderen;Mannelijk;508
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Kinderen;Vrouwelijk;411
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Actieven;Mannelijk;2200
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Actieven;Vrouwelijk;3663
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Bejaarden;Mannelijk;1498
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027;8930;Menen;Bejaarden;Vrouwelijk;1258
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Kinderen;Mannelijk;412
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Kinderen;Vrouwelijk;341
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Actieven;Mannelijk;2219
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Actieven;Vrouwelijk;3044
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Bejaarden;Mannelijk;1125
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040;8790;Waregem;Bejaarden;Vrouwelijk;1204
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Kinderen;Mannelijk;448
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Kinderen;Vrouwelijk;354
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Actieven;Mannelijk;1933
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Actieven;Vrouwelijk;2992
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Bejaarden;Mannelijk;1051
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041;8560;Wevelgem;Bejaarden;Vrouwelijk;1054
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Kinderen;Mannelijk;370
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Kinderen;Vrouwelijk;254
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Actieven;Mannelijk;1440
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Actieven;Vrouwelijk;2539
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Bejaarden;Mannelijk;833
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042;8550;Zwevegem;Bejaarden;Vrouwelijk;952
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Kinderen;Mannelijk;31
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Kinderen;Vrouwelijk;14
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Actieven;Mannelijk;138
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Actieven;Vrouwelijk;151
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Bejaarden;Mannelijk;35
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043;8587;Spiere-Helkijn;Bejaarden;Vrouwelijk;18
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Kinderen;Mannelijk;123
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Kinderen;Vrouwelijk;96
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Actieven;Mannelijk;1188
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Actieven;Vrouwelijk;1687
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Bejaarden;Mannelijk;752
Vlaams Gewest;West-Vlaanderen;Oostende;35002;8450;Bredene;Bejaarden;Vrouwelijk;814
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Kinderen;Mannelijk;106
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Kinderen;Vrouwelijk;50
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Actieven;Mannelijk;722
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Actieven;Vrouwelijk;1038
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Bejaarden;Mannelijk;509
Vlaams Gewest;West-Vlaanderen;Oostende;35005;8470;Gistel;Bejaarden;Vrouwelijk;578
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Kinderen;Mannelijk;193
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Kinderen;Vrouwelijk;112
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Actieven;Mannelijk;930
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Actieven;Vrouwelijk;1126
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Bejaarden;Mannelijk;602
Vlaams Gewest;West-Vlaanderen;Oostende;35006;8480;Ichtegem;Bejaarden;Vrouwelijk;486
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Kinderen;Mannelijk;155
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Kinderen;Vrouwelijk;121
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Actieven;Mannelijk;1422
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Actieven;Vrouwelijk;1625
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Bejaarden;Mannelijk;1184
Vlaams Gewest;West-Vlaanderen;Oostende;35011;8430;Middelkerke;Bejaarden;Vrouwelijk;1388
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Kinderen;Mannelijk;481
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Kinderen;Vrouwelijk;335
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Actieven;Mannelijk;5086
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Actieven;Vrouwelijk;6695
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Bejaarden;Mannelijk;4287
Vlaams Gewest;West-Vlaanderen;Oostende;35013;8400;Oostende;Bejaarden;Vrouwelijk;5137
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Kinderen;Mannelijk;122
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Kinderen;Vrouwelijk;49
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Actieven;Mannelijk;548
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Actieven;Vrouwelijk;743
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Bejaarden;Mannelijk;398
Vlaams Gewest;West-Vlaanderen;Oostende;35014;8460;Oudenburg;Bejaarden;Vrouwelijk;557
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Kinderen;Mannelijk;69
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Kinderen;Vrouwelijk;42
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Actieven;Mannelijk;778
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Actieven;Vrouwelijk;1131
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Bejaarden;Mannelijk;765
Vlaams Gewest;West-Vlaanderen;Oostende;35029;8420;De Haan;Bejaarden;Vrouwelijk;764
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Kinderen;Mannelijk;111
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Kinderen;Vrouwelijk;80
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Actieven;Mannelijk;634
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Actieven;Vrouwelijk;885
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Bejaarden;Mannelijk;320
Vlaams Gewest;West-Vlaanderen;Roeselare;36006;8830;Hooglede;Bejaarden;Vrouwelijk;453
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Kinderen;Mannelijk;148
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Kinderen;Vrouwelijk;85
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Actieven;Mannelijk;949
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Actieven;Vrouwelijk;842
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Bejaarden;Mannelijk;560
Vlaams Gewest;West-Vlaanderen;Roeselare;36007;8770;Ingelmunster;Bejaarden;Vrouwelijk;686
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Kinderen;Mannelijk;306
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Kinderen;Vrouwelijk;304
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Actieven;Mannelijk;2217
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Actieven;Vrouwelijk;2577
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Bejaarden;Mannelijk;1486
Vlaams Gewest;West-Vlaanderen;Roeselare;36008;8870;Izegem;Bejaarden;Vrouwelijk;1609
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Kinderen;Mannelijk;102
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Kinderen;Vrouwelijk;100
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Actieven;Mannelijk;531
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Actieven;Vrouwelijk;858
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Bejaarden;Mannelijk;395
Vlaams Gewest;West-Vlaanderen;Roeselare;36010;8880;Ledegem;Bejaarden;Vrouwelijk;348
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Kinderen;Mannelijk;127
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Kinderen;Vrouwelijk;89
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Actieven;Mannelijk;478
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Actieven;Vrouwelijk;748
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Bejaarden;Mannelijk;322
Vlaams Gewest;West-Vlaanderen;Roeselare;36011;8810;Lichtervelde;Bejaarden;Vrouwelijk;354
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Kinderen;Mannelijk;121
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Kinderen;Vrouwelijk;85
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Actieven;Mannelijk;791
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Actieven;Vrouwelijk;1060
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Bejaarden;Mannelijk;468
Vlaams Gewest;West-Vlaanderen;Roeselare;36012;8890;Moorslede;Bejaarden;Vrouwelijk;596
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Kinderen;Mannelijk;710
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Kinderen;Vrouwelijk;579
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Actieven;Mannelijk;4245
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Actieven;Vrouwelijk;5506
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Bejaarden;Mannelijk;2607
Vlaams Gewest;West-Vlaanderen;Roeselare;36015;8800;Roeselare;Bejaarden;Vrouwelijk;2912
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Kinderen;Mannelijk;79
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Kinderen;Vrouwelijk;73
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Actieven;Mannelijk;684
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Actieven;Vrouwelijk;927
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Bejaarden;Mannelijk;352
Vlaams Gewest;West-Vlaanderen;Roeselare;36019;8840;Staden;Bejaarden;Vrouwelijk;448
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Kinderen;Mannelijk;94
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Kinderen;Vrouwelijk;78
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Actieven;Mannelijk;431
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Actieven;Vrouwelijk;630
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Bejaarden;Mannelijk;331
Vlaams Gewest;West-Vlaanderen;Tielt;37002;8720;Dentergem;Bejaarden;Vrouwelijk;285
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Kinderen;Mannelijk;119
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Kinderen;Vrouwelijk;125
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Actieven;Mannelijk;722
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Actieven;Vrouwelijk;893
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Bejaarden;Mannelijk;624
Vlaams Gewest;West-Vlaanderen;Tielt;37007;8760;Meulebeke;Bejaarden;Vrouwelijk;338
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Kinderen;Mannelijk;106
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Kinderen;Vrouwelijk;56
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Actieven;Mannelijk;438
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Actieven;Vrouwelijk;566
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Bejaarden;Mannelijk;250
Vlaams Gewest;West-Vlaanderen;Tielt;37010;8780;Oostrozebeke;Bejaarden;Vrouwelijk;274
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Kinderen;Mannelijk;100
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Kinderen;Vrouwelijk;117
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Actieven;Mannelijk;472
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Actieven;Vrouwelijk;508
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Bejaarden;Mannelijk;252
Vlaams Gewest;West-Vlaanderen;Tielt;37011;8740;Pittem;Bejaarden;Vrouwelijk;301
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Kinderen;Mannelijk;55
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Kinderen;Vrouwelijk;53
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Actieven;Mannelijk;313
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Actieven;Vrouwelijk;384
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Bejaarden;Mannelijk;295
Vlaams Gewest;West-Vlaanderen;Tielt;37012;8755;Ruiselede;Bejaarden;Vrouwelijk;237
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Kinderen;Mannelijk;334
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Kinderen;Vrouwelijk;257
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Actieven;Mannelijk;1311
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Actieven;Vrouwelijk;1794
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Bejaarden;Mannelijk;1043
Vlaams Gewest;West-Vlaanderen;Tielt;37015;8700;Tielt;Bejaarden;Vrouwelijk;1024
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Kinderen;Mannelijk;129
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Kinderen;Vrouwelijk;95
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Actieven;Mannelijk;637
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Actieven;Vrouwelijk;777
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Bejaarden;Mannelijk;298
Vlaams Gewest;West-Vlaanderen;Tielt;37017;8710;Wielsbeke;Bejaarden;Vrouwelijk;370
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Kinderen;Mannelijk;268
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Kinderen;Vrouwelijk;195
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Actieven;Mannelijk;960
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Actieven;Vrouwelijk;1179
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Bejaarden;Mannelijk;541
Vlaams Gewest;West-Vlaanderen;Tielt;37018;8750;Wingene;Bejaarden;Vrouwelijk;473
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Kinderen;Mannelijk;94
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Kinderen;Vrouwelijk;76
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Actieven;Mannelijk;594
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Actieven;Vrouwelijk;739
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Bejaarden;Mannelijk;325
Vlaams Gewest;West-Vlaanderen;Tielt;37020;8850;Ardooie;Bejaarden;Vrouwelijk;286
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Kinderen;Mannelijk;44
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Kinderen;Vrouwelijk;38
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Actieven;Mannelijk;260
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Actieven;Vrouwelijk;311
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Bejaarden;Mannelijk;160
Vlaams Gewest;West-Vlaanderen;Veurne;38002;8690;Alveringem;Bejaarden;Vrouwelijk;198
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Kinderen;Mannelijk;72
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Kinderen;Vrouwelijk;69
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Actieven;Mannelijk;799
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Actieven;Vrouwelijk;876
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Bejaarden;Mannelijk;689
Vlaams Gewest;West-Vlaanderen;Veurne;38008;8660;De Panne;Bejaarden;Vrouwelijk;656
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Kinderen;Mannelijk;111
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Kinderen;Vrouwelijk;92
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Actieven;Mannelijk;1334
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Actieven;Vrouwelijk;1770
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Bejaarden;Mannelijk;1720
Vlaams Gewest;West-Vlaanderen;Veurne;38014;8670;Koksijde;Bejaarden;Vrouwelijk;1337
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Kinderen;Mannelijk;67
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Kinderen;Vrouwelijk;45
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Actieven;Mannelijk;745
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Actieven;Vrouwelijk;1022
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Bejaarden;Mannelijk;601
Vlaams Gewest;West-Vlaanderen;Veurne;38016;8620;Nieuwpoort;Bejaarden;Vrouwelijk;667
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Kinderen;Mannelijk;103
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Kinderen;Vrouwelijk;80
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Actieven;Mannelijk;689
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Actieven;Vrouwelijk;990
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Bejaarden;Mannelijk;640
Vlaams Gewest;West-Vlaanderen;Veurne;38025;8630;Veurne;Bejaarden;Vrouwelijk;573
Vlaams Gewest;Oost-Vlaanderen;Aalst;41002;9300;Aalst;Kinderen;Mannelijk;706
