gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Vlaams Gewest;Vlaams-Brabant;Halle-Vilvoorde;23105.0;1790.0;Affligem;65 – ...;Vrouwelijk;324
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot; 0 – 14;Mannelijk;133
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot; 0 – 14;Vrouwelijk;129
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot;15 – 64;Mannelijk;854
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot;15 – 64;Vrouwelijk;1204
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot;65 – ...;Mannelijk;946
Vlaams Gewest;Vlaams-Brabant;Leuven;24001.0;3200.0;Aarschot;65 – ...;Vrouwelijk;903
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk; 0 – 14;Mannelijk;71
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk; 0 – 14;Vrouwelijk;59
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk;15 – 64;Mannelijk;309
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk;15 – 64;Vrouwelijk;411
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk;65 – ...;Mannelijk;270
Vlaams Gewest;Vlaams-Brabant;Leuven;24007.0;3130.0;Begijnendijk;65 – ...;Vrouwelijk;293
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort; 0 – 14;Mannelijk;47
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort; 0 – 14;Vrouwelijk;26
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort;15 – 64;Mannelijk;193
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort;15 – 64;Vrouwelijk;254
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort;65 – ...;Mannelijk;195
Vlaams Gewest;Vlaams-Brabant;Leuven;24008.0;3460.0;Bekkevoort;65 – ...;Vrouwelijk;261
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem; 0 – 14;Mannelijk;58
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem; 0 – 14;Vrouwelijk;58
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem;15 – 64;Mannelijk;295
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem;15 – 64;Vrouwelijk;403
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem;65 – ...;Mannelijk;308
Vlaams Gewest;Vlaams-Brabant;Leuven;24009.0;3060.0;Bertem;65 – ...;Vrouwelijk;297
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek; 0 – 14;Mannelijk;63
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek; 0 – 14;Vrouwelijk;52
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek;15 – 64;Mannelijk;289
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek;15 – 64;Vrouwelijk;371
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek;65 – ...;Mannelijk;257
Vlaams Gewest;Vlaams-Brabant;Leuven;24011.0;3360.0;Bierbeek;65 – ...;Vrouwelijk;240
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek; 0 – 14;Mannelijk;78
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek; 0 – 14;Vrouwelijk;81
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek;15 – 64;Mannelijk;391
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek;15 – 64;Vrouwelijk;441
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek;65 – ...;Mannelijk;405
Vlaams Gewest;Vlaams-Brabant;Leuven;24014.0;3190.0;Boortmeerbeek;65 – ...;Vrouwelijk;344
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem; 0 – 14;Mannelijk;75
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem; 0 – 14;Vrouwelijk;50
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem;15 – 64;Mannelijk;204
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem;15 – 64;Vrouwelijk;340
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem;65 – ...;Mannelijk;232
Vlaams Gewest;Vlaams-Brabant;Leuven;24016.0;3370.0;Boutersem;65 – ...;Vrouwelijk;232
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest; 0 – 14;Mannelijk;171
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest; 0 – 14;Vrouwelijk;147
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest;15 – 64;Mannelijk;738
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest;15 – 64;Vrouwelijk;1070
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest;65 – ...;Mannelijk;772
Vlaams Gewest;Vlaams-Brabant;Leuven;24020.0;3290.0;Diest;65 – ...;Vrouwelijk;846
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets; 0 – 14;Mannelijk;45
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets; 0 – 14;Vrouwelijk;40
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets;15 – 64;Mannelijk;205
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets;15 – 64;Vrouwelijk;275
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets;65 – ...;Mannelijk;228
Vlaams Gewest;Vlaams-Brabant;Leuven;24028.0;3450.0;Geetbets;65 – ...;Vrouwelijk;217
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht; 0 – 14;Mannelijk;86
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht; 0 – 14;Vrouwelijk;102
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht;15 – 64;Mannelijk;456
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht;15 – 64;Vrouwelijk;619
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht;65 – ...;Mannelijk;431
Vlaams Gewest;Vlaams-Brabant;Leuven;24033.0;3150.0;Haacht;65 – ...;Vrouwelijk;467
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent; 0 – 14;Mannelijk;135
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent; 0 – 14;Vrouwelijk;102
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent;15 – 64;Mannelijk;565
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent;15 – 64;Vrouwelijk;855
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent;65 – ...;Mannelijk;586
Vlaams Gewest;Vlaams-Brabant;Leuven;24038.0;3020.0;Herent;65 – ...;Vrouwelijk;570
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden; 0 – 14;Mannelijk;37
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden; 0 – 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden;15 – 64;Mannelijk;189
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden;15 – 64;Vrouwelijk;271
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden;65 – ...;Mannelijk;165
Vlaams Gewest;Vlaams-Brabant;Leuven;24041.0;3320.0;Hoegaarden;65 – ...;Vrouwelijk;208
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek; 0 – 14;Mannelijk;79
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek; 0 – 14;Vrouwelijk;41
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek;15 – 64;Mannelijk;231
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek;15 – 64;Vrouwelijk;376
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek;65 – ...;Mannelijk;247
Vlaams Gewest;Vlaams-Brabant;Leuven;24043.0;3220.0;Holsbeek;65 – ...;Vrouwelijk;250
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg; 0 – 14;Mannelijk;57
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg; 0 – 14;Vrouwelijk;42
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg;15 – 64;Mannelijk;289
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg;15 – 64;Vrouwelijk;329
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg;65 – ...;Mannelijk;262
Vlaams Gewest;Vlaams-Brabant;Leuven;24045.0;3040.0;Huldenberg;65 – ...;Vrouwelijk;235
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen; 0 – 14;Mannelijk;69
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen; 0 – 14;Vrouwelijk;77
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen;15 – 64;Mannelijk;471
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen;15 – 64;Vrouwelijk;515
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen;65 – ...;Mannelijk;401
Vlaams Gewest;Vlaams-Brabant;Leuven;24048.0;3140.0;Keerbergen;65 – ...;Vrouwelijk;434
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken; 0 – 14;Mannelijk;57
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken; 0 – 14;Vrouwelijk;54
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken;15 – 64;Mannelijk;249
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken;15 – 64;Vrouwelijk;298
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken;65 – ...;Mannelijk;295
Vlaams Gewest;Vlaams-Brabant;Leuven;24054.0;3470.0;Kortenaken;65 – ...;Vrouwelijk;295
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg; 0 – 14;Mannelijk;113
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg; 0 – 14;Vrouwelijk;76
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg;15 – 64;Mannelijk;546
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg;15 – 64;Vrouwelijk;743
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg;65 – ...;Mannelijk;529
Vlaams Gewest;Vlaams-Brabant;Leuven;24055.0;3070.0;Kortenberg;65 – ...;Vrouwelijk;468
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen; 0 – 14;Mannelijk;113
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen; 0 – 14;Vrouwelijk;90
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen;15 – 64;Mannelijk;534
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen;15 – 64;Vrouwelijk;795
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen;65 – ...;Mannelijk;578
Vlaams Gewest;Vlaams-Brabant;Leuven;24059.0;3400.0;Landen;65 – ...;Vrouwelijk;658
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven; 0 – 14;Mannelijk;552
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven; 0 – 14;Vrouwelijk;426
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven;15 – 64;Mannelijk;2590
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven;15 – 64;Vrouwelijk;3673
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven;65 – ...;Mannelijk;2421
Vlaams Gewest;Vlaams-Brabant;Leuven;24062.0;3000.0;Leuven;65 – ...;Vrouwelijk;2680
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek; 0 – 14;Mannelijk;83
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek; 0 – 14;Vrouwelijk;85
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek;15 – 64;Mannelijk;368
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek;15 – 64;Vrouwelijk;512
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek;65 – ...;Mannelijk;448
Vlaams Gewest;Vlaams-Brabant;Leuven;24066.0;3210.0;Lubbeek;65 – ...;Vrouwelijk;440
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee; 0 – 14;Mannelijk;53
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee; 0 – 14;Vrouwelijk;54
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee;15 – 64;Mannelijk;329
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee;15 – 64;Vrouwelijk;355
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee;65 – ...;Mannelijk;289
Vlaams Gewest;Vlaams-Brabant;Leuven;24086.0;3050.0;Oud-Heverlee;65 – ...;Vrouwelijk;237
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar; 0 – 14;Mannelijk;91
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar; 0 – 14;Vrouwelijk;76
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar;15 – 64;Mannelijk;520
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar;15 – 64;Vrouwelijk;658
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar;65 – ...;Mannelijk;446
Vlaams Gewest;Vlaams-Brabant;Leuven;24094.0;3110.0;Rotselaar;65 – ...;Vrouwelijk;421
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren; 0 – 14;Mannelijk;118
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren; 0 – 14;Vrouwelijk;68
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren;15 – 64;Mannelijk;526
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren;15 – 64;Vrouwelijk;690
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren;65 – ...;Mannelijk;504
Vlaams Gewest;Vlaams-Brabant;Leuven;24104.0;3080.0;Tervuren;65 – ...;Vrouwelijk;498
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen; 0 – 14;Mannelijk;276
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen; 0 – 14;Vrouwelijk;236
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen;15 – 64;Mannelijk;1188
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen;15 – 64;Vrouwelijk;1603
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen;65 – ...;Mannelijk;1215
Vlaams Gewest;Vlaams-Brabant;Leuven;24107.0;3300.0;Tienen;65 – ...;Vrouwelijk;1392
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo; 0 – 14;Mannelijk;101
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo; 0 – 14;Vrouwelijk;75
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo;15 – 64;Mannelijk;544
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo;15 – 64;Vrouwelijk;697
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo;65 – ...;Mannelijk;426
Vlaams Gewest;Vlaams-Brabant;Leuven;24109.0;3120.0;Tremelo;65 – ...;Vrouwelijk;433
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw; 0 – 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw; 0 – 14;Vrouwelijk;34
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw;15 – 64;Mannelijk;268
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw;15 – 64;Vrouwelijk;368
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw;65 – ...;Mannelijk;340
Vlaams Gewest;Vlaams-Brabant;Leuven;24130.0;3440.0;Zoutleeuw;65 – ...;Vrouwelijk;295
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter; 0 – 14;Mannelijk;40
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter; 0 – 14;Vrouwelijk;41
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter;15 – 64;Mannelijk;200
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter;15 – 64;Vrouwelijk;269
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter;65 – ...;Mannelijk;195
Vlaams Gewest;Vlaams-Brabant;Leuven;24133.0;3350.0;Linter;65 – ...;Vrouwelijk;227
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem; 0 – 14;Mannelijk;155
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem; 0 – 14;Vrouwelijk;145
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem;15 – 64;Mannelijk;711
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem;15 – 64;Vrouwelijk;931
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem;65 – ...;Mannelijk;879
Vlaams Gewest;Vlaams-Brabant;Leuven;24134.0;3270.0;Scherpenheuvel-Zichem;65 – ...;Vrouwelijk;839
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge; 0 – 14;Mannelijk;73
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge; 0 – 14;Vrouwelijk;67
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge;15 – 64;Mannelijk;322
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge;15 – 64;Vrouwelijk;403
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge;65 – ...;Mannelijk;262
Vlaams Gewest;Vlaams-Brabant;Leuven;24135.0;3390.0;Tielt-Winge;65 – ...;Vrouwelijk;317
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek; 0 – 14;Mannelijk;33
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek; 0 – 14;Vrouwelijk;33
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek;15 – 64;Mannelijk;143
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek;15 – 64;Vrouwelijk;197
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek;65 – ...;Mannelijk;174
Vlaams Gewest;Vlaams-Brabant;Leuven;24137.0;3380.0;Glabbeek;65 – ...;Vrouwelijk;177
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem; 0 – 14;Mannelijk;115
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem; 0 – 14;Vrouwelijk;83
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem;15 – 64;Mannelijk;534
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem;15 – 64;Vrouwelijk;633
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem;65 – ...;Mannelijk;561
Vlaams Gewest;West-Vlaanderen;Brugge;31003.0;8730.0;Beernem;65 – ...;Vrouwelijk;489
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge; 0 – 14;Mannelijk;104
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge; 0 – 14;Vrouwelijk;88
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;15 – 64;Mannelijk;896
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;15 – 64;Vrouwelijk;1014
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;65 – ...;Mannelijk;1025
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;65 – ...;Vrouwelijk;1125
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge; 0 – 14;Mannelijk;844
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge; 0 – 14;Vrouwelijk;586
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;15 – 64;Mannelijk;3987
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;15 – 64;Vrouwelijk;4986
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;65 – ...;Mannelijk;4164
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;65 – ...;Vrouwelijk;5026
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme; 0 – 14;Mannelijk;60
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme; 0 – 14;Vrouwelijk;58
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;15 – 64;Mannelijk;354
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;15 – 64;Vrouwelijk;433
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;65 – ...;Mannelijk;389
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;65 – ...;Vrouwelijk;357
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke; 0 – 14;Mannelijk;84
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke; 0 – 14;Vrouwelijk;84
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;15 – 64;Mannelijk;369
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;15 – 64;Vrouwelijk;548
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;65 – ...;Mannelijk;416
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;65 – ...;Vrouwelijk;455
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp; 0 – 14;Mannelijk;187
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp; 0 – 14;Vrouwelijk;155
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;15 – 64;Mannelijk;711
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;15 – 64;Vrouwelijk;964
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;65 – ...;Mannelijk;743
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;65 – ...;Vrouwelijk;764
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout; 0 – 14;Mannelijk;240
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout; 0 – 14;Vrouwelijk;182
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;15 – 64;Mannelijk;856
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;15 – 64;Vrouwelijk;990
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;65 – ...;Mannelijk;777
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;65 – ...;Vrouwelijk;870
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem; 0 – 14;Mannelijk;185
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem; 0 – 14;Vrouwelijk;179
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;15 – 64;Mannelijk;760
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;15 – 64;Vrouwelijk;1073
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;65 – ...;Mannelijk;755
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;65 – ...;Vrouwelijk;789
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke; 0 – 14;Mannelijk;12
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke; 0 – 14;Vrouwelijk;11
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;15 – 64;Mannelijk;109
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;15 – 64;Vrouwelijk;108
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;65 – ...;Mannelijk;84
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;65 – ...;Vrouwelijk;53
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist; 0 – 14;Mannelijk;167
