région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_de_jour
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;15 - 64;Masculin;637
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;15 - 64;Féminin;667
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;15 - 64;Changé;0
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;65 - ...;Masculin;428
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;65 - ...;Féminin;401
Région flamande;Flandre orientale;Audenarde;45063;9570;Lierde;65 - ...;Changé;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;0 - 14;Masculin;68
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;0 - 14;Féminin;26
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;0 - 14;Changé;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;15 - 64;Masculin;438
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;15 - 64;Féminin;580
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;15 - 64;Changé;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;65 - ...;Masculin;383
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;65 - ...;Féminin;345
Région flamande;Flandre orientale;Audenarde;45064;9680;Maarkedal;65 - ...;Changé;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;0 - 14;Masculin;61
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;0 - 14;Féminin;50
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;0 - 14;Changé;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;15 - 64;Masculin;667
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;15 - 64;Féminin;942
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;15 - 64;Changé;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;65 - ...;Masculin;462
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;65 - ...;Féminin;517
Région flamande;Flandre orientale;Audenarde;45065;9630;Zwalm;65 - ...;Changé;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;0 - 14;Masculin;165
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;0 - 14;Féminin;99
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;0 - 14;Changé;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;15 - 64;Masculin;1 172
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;15 - 64;Féminin;1 527
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;15 - 64;Changé;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;65 - ...;Masculin;782
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;65 - ...;Féminin;964
Région flamande;Flandre orientale;Audenarde;45068;9750;Kruisem;65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);0 - 14;Masculin;429
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);0 - 14;Féminin;323
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);15 - 64;Masculin;3 490
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);15 - 64;Féminin;5 117
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);15 - 64;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);65 - ...;Masculin;3 335
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);65 - ...;Féminin;3 267
Région flamande;Flandre orientale;Saint-Nicolas;46003;9120;Beveren (-Waes);65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;0 - 14;Masculin;175
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;0 - 14;Féminin;128
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;15 - 64;Masculin;1 526
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;15 - 64;Féminin;1 891
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;15 - 64;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;65 - ...;Masculin;1 046
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;65 - ...;Féminin;1 040
Région flamande;Flandre orientale;Saint-Nicolas;46013;9150;Kruibeke;65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;0 - 14;Masculin;405
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;0 - 14;Féminin;312
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;15 - 64;Masculin;2 820
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;15 - 64;Féminin;4 348
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;15 - 64;Changé;< 5
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;65 - ...;Masculin;2 179
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;65 - ...;Féminin;2 365
Région flamande;Flandre orientale;Saint-Nicolas;46014;9160;Lokeren;65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;0 - 14;Masculin;168
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;0 - 14;Féminin;104
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;15 - 64;Masculin;1 446
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;15 - 64;Féminin;2 017
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;15 - 64;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;65 - ...;Masculin;1 007
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;65 - ...;Féminin;1 380
Région flamande;Flandre orientale;Saint-Nicolas;46020;9170;Sint-Gillis-Waas;65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);0 - 14;Masculin;960
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);0 - 14;Féminin;560
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);15 - 64;Masculin;5 779
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);15 - 64;Féminin;7 768
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);15 - 64;Changé;< 5
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);65 - ...;Masculin;4 703
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);65 - ...;Féminin;4 568
Région flamande;Flandre orientale;Saint-Nicolas;46021;9100;Saint-Nicolas (Flandre orientale);65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;0 - 14;Masculin;145
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;0 - 14;Féminin;115
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;15 - 64;Masculin;1 514
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;15 - 64;Féminin;2 173
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;15 - 64;Changé;< 5
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;65 - ...;Masculin;1 247
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;65 - ...;Féminin;1 226
Région flamande;Flandre orientale;Saint-Nicolas;46024;9190;Stekene;65 - ...;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;0 - 14;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;0 - 14;Masculin;290
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;0 - 14;Féminin;162
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;0 - 14;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;15 - 64;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;15 - 64;Masculin;2 485
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;15 - 64;Féminin;3 308
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;15 - 64;Changé;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;65 - ...;Indéfinissable;0
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;65 - ...;Masculin;2 020
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;65 - ...;Féminin;1 737
Région flamande;Flandre orientale;Saint-Nicolas;46025;9140;Tamise;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71002;3665;As;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71002;3665;As;0 - 14;Masculin;61
Région flamande;Limbourg;Hasselt;71002;3665;As;0 - 14;Féminin;34
Région flamande;Limbourg;Hasselt;71002;3665;As;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71002;3665;As;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71002;3665;As;15 - 64;Masculin;589
Région flamande;Limbourg;Hasselt;71002;3665;As;15 - 64;Féminin;904
Région flamande;Limbourg;Hasselt;71002;3665;As;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71002;3665;As;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71002;3665;As;65 - ...;Masculin;481
Région flamande;Limbourg;Hasselt;71002;3665;As;65 - ...;Féminin;457
Région flamande;Limbourg;Hasselt;71002;3665;As;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;0 - 14;Masculin;503
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;0 - 14;Féminin;328
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;15 - 64;Masculin;4 195
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;15 - 64;Féminin;4 886
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;65 - ...;Masculin;3 152
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;65 - ...;Féminin;2 857
Région flamande;Limbourg;Hasselt;71004;3580;Beringen;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;0 - 14;Masculin;205
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;0 - 14;Féminin;113
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;15 - 64;Masculin;1 693
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;15 - 64;Féminin;1 999
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;65 - ...;Masculin;1 494
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;65 - ...;Féminin;1 620
Région flamande;Limbourg;Hasselt;71011;3590;Diepenbeek;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;0 - 14;Masculin;629
Région flamande;Limbourg;Hasselt;71016;3600;Genk;0 - 14;Féminin;353
Région flamande;Limbourg;Hasselt;71016;3600;Genk;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;15 - 64;Masculin;5 363
Région flamande;Limbourg;Hasselt;71016;3600;Genk;15 - 64;Féminin;6 789
Région flamande;Limbourg;Hasselt;71016;3600;Genk;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71016;3600;Genk;65 - ...;Masculin;4 116
Région flamande;Limbourg;Hasselt;71016;3600;Genk;65 - ...;Féminin;4 604
Région flamande;Limbourg;Hasselt;71016;3600;Genk;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;0 - 14;Masculin;79
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;0 - 14;Féminin;50
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;15 - 64;Masculin;794
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;15 - 64;Féminin;943
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;65 - ...;Masculin;503
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;65 - ...;Féminin;522
Région flamande;Limbourg;Hasselt;71017;3890;Gingelom;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;0 - 14;Masculin;60
Région flamande;Limbourg;Hasselt;71020;3545;Halen;0 - 14;Féminin;50
Région flamande;Limbourg;Hasselt;71020;3545;Halen;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;15 - 64;Masculin;762
Région flamande;Limbourg;Hasselt;71020;3545;Halen;15 - 64;Féminin;887
Région flamande;Limbourg;Hasselt;71020;3545;Halen;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71020;3545;Halen;65 - ...;Masculin;691
Région flamande;Limbourg;Hasselt;71020;3545;Halen;65 - ...;Féminin;516
Région flamande;Limbourg;Hasselt;71020;3545;Halen;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;0 - 14;Masculin;644
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;0 - 14;Féminin;413
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;15 - 64;Masculin;6 511
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;15 - 64;Féminin;7 930
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;65 - ...;Masculin;5 720
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;65 - ...;Féminin;6 467
Région flamande;Limbourg;Hasselt;71022;3500;Hasselt;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;0 - 14;Masculin;99
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;0 - 14;Féminin;59
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;15 - 64;Masculin;1 005
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;15 - 64;Féminin;1 303
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;65 - ...;Masculin;904
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;65 - ...;Féminin;896
Région flamande;Limbourg;Hasselt;71024;3540;Herck-la-Ville;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;0 - 14;Masculin;195
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;0 - 14;Féminin;142
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;15 - 64;Masculin;1 551
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;15 - 64;Féminin;1 955
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;65 - ...;Masculin;1 157
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;65 - ...;Féminin;1 174
Région flamande;Limbourg;Hasselt;71034;3970;Bourg-Léopold;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;0 - 14;Masculin;113
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;0 - 14;Féminin;89
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;15 - 64;Masculin;1 107
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;15 - 64;Féminin;1 494
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;65 - ...;Masculin;1 236
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;65 - ...;Féminin;1 195
Région flamande;Limbourg;Hasselt;71037;3560;Lummen;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);0 - 14;Masculin;55
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);0 - 14;Féminin;45
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Masculin;631
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Féminin;779
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Masculin;555
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Féminin;600
Région flamande;Limbourg;Hasselt;71045;3850;Nieuwerkerken (Limbourg);65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Masculin;345
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Féminin;326
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Masculin;4 015
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Féminin;5 063
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;15 - 64;Changé;< 5
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Masculin;3 476
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Féminin;3 724
Région flamande;Limbourg;Hasselt;71053;3800;Saint-Trond;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Masculin;149
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Féminin;110
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Masculin;1 535
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Féminin;2 016
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Masculin;1 395
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Féminin;1 250
Région flamande;Limbourg;Hasselt;71057;3980;Tessenderlo;65 - ...;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Masculin;130
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Féminin;136
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;0 - 14;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Indéfinissable;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Masculin;1 821
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Féminin;2 358
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;15 - 64;Changé;0
Région flamande;Limbourg;Hasselt;71066;3520;Zonhoven;65 - ...;Indéfinissable;0
