région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospitalisation_de_jour
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Masculin;1 362
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Féminin;1 947
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Masculin;1 238
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Féminin;1 257
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Masculin;167
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Féminin;103
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Masculin;1 091
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Féminin;1 226
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Masculin;728
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Féminin;676
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Masculin;52
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Féminin;58
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Masculin;614
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Féminin;687
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Masculin;395
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Féminin;360
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Masculin;91
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Féminin;48
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Masculin;692
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Féminin;885
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Masculin;519
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Féminin;467
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Masculin;41
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Féminin;37
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Masculin;284
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Féminin;326
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Masculin;151
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Féminin;191
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Masculin;190
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Féminin;88
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Masculin;1 185
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Féminin;1 457
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Masculin;960
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Féminin;956
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Masculin;99
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Féminin;91
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Masculin;850
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Féminin;1 118
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Masculin;605
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Féminin;483
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Masculin;118
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Féminin;132
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Masculin;958
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Féminin;1 425
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Masculin;704
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Féminin;981
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Masculin;356
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Féminin;262
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Masculin;2 383
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Féminin;3 803
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Masculin;1 852
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Féminin;1 868
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Masculin;862
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Féminin;604
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Masculin;5 962
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Féminin;9 257
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Masculin;5 050
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Féminin;5 561
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Masculin;168
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Féminin;142
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Changé;< 5
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Masculin;1 224
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Féminin;1 761
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Masculin;761
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Féminin;1 034
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Masculin;50
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Féminin;36
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Masculin;534
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Féminin;769
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Masculin;428
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Féminin;468
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Masculin;629
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Féminin;495
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Masculin;2 859
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Féminin;4 077
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Masculin;1 919
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Féminin;2 391
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Masculin;353
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Féminin;227
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Masculin;3 251
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Féminin;4 476
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Masculin;2 752
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Féminin;2 881
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Masculin;418
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Féminin;305
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Masculin;2 541
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Féminin;3 985
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Masculin;2 294
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Féminin;2 118
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Masculin;271
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Féminin;194
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Masculin;2 089
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Féminin;3 066
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Masculin;1 584
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Féminin;1 565
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Masculin;30
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Féminin;9
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Changé;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Masculin;161
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Féminin;244
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Changé;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Masculin;63
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Féminin;132
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Masculin;229
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Féminin;120
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Masculin;1 711
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Féminin;2 159
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Masculin;1 395
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Féminin;1 239
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Masculin;111
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Féminin;81
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Masculin;1 011
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Féminin;1 378
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Masculin;761
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Féminin;748
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Masculin;229
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Féminin;150
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Masculin;1 232
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Féminin;1 785
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Masculin;1 074
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Féminin;867
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Masculin;164
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Féminin;75
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Masculin;1 538
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Féminin;2 218
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Changé;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Masculin;2 150
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Féminin;2 135
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Masculin;609
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Féminin;345
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Masculin;5 055
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Féminin;7 447
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Masculin;5 927
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Féminin;6 484
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Masculin;71
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Féminin;58
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Masculin;703
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Féminin;1 313
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Masculin;606
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Féminin;680
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Changé;0
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Masculin;64
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Féminin;50
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Changé;0
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Masculin;878
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Féminin;1 215
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Changé;< 5
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Masculin;1 542
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Féminin;1 445
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Changé;< 5
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Indéfinissable;0
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Masculin;119
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Féminin;107
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Changé;0
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Indéfinissable;0
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Masculin;740
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Féminin;1 080
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Changé;0
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Indéfinissable;0
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Masculin;531
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Féminin;539
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Changé;0
