gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Mannelijk;103
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Vrouwelijk;71
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Mannelijk;606
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Vrouwelijk;771
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Mannelijk;584
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Vrouwelijk;520
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Mannelijk;78
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Vrouwelijk;45
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Mannelijk;225
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Vrouwelijk;400
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Mannelijk;348
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Vrouwelijk;332
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Mannelijk;92
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Vrouwelijk;80
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Mannelijk;402
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Vrouwelijk;536
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Mannelijk;435
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Vrouwelijk;412
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Mannelijk;136
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Vrouwelijk;117
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Mannelijk;629
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Vrouwelijk;851
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Mannelijk;677
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Vrouwelijk;542
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Mannelijk;86
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Vrouwelijk;88
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Mannelijk;341
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Vrouwelijk;472
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Mannelijk;456
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Vrouwelijk;422
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Mannelijk;133
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Vrouwelijk;135
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Mannelijk;563
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Vrouwelijk;841
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Mannelijk;810
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Vrouwelijk;757
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Mannelijk;111
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Vrouwelijk;113
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Mannelijk;463
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Vrouwelijk;737
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Mannelijk;622
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Vrouwelijk;558
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Mannelijk;146
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Vrouwelijk;106
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Mannelijk;450
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Vrouwelijk;560
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Mannelijk;597
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Vrouwelijk;475
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Mannelijk;90
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Vrouwelijk;47
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Mannelijk;294
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Vrouwelijk;439
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Mannelijk;379
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Vrouwelijk;406
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Mannelijk;111
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Vrouwelijk;77
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Mannelijk;365
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Vrouwelijk;518
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Mannelijk;577
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Vrouwelijk;635
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Mannelijk;85
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Vrouwelijk;82
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Mannelijk;580
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Vrouwelijk;831
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Mannelijk;754
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Vrouwelijk;660
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Mannelijk;117
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Vrouwelijk;108
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Mannelijk;482
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Vrouwelijk;723
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Mannelijk;605
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Vrouwelijk;573
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Mannelijk;264
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Vrouwelijk;241
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Mannelijk;1 173
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Vrouwelijk;1 588
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Veranderd;5
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Mannelijk;1 392
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Vrouwelijk;1 476
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Mannelijk;316
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Vrouwelijk;238
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Mannelijk;935
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Vrouwelijk;1 532
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Mannelijk;1 102
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Vrouwelijk;1 115
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Mannelijk;680
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Vrouwelijk;565
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Mannelijk;2 193
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Vrouwelijk;3 564
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Mannelijk;2 515
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Vrouwelijk;2 798
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Mannelijk;171
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Vrouwelijk;131
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Mannelijk;551
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Vrouwelijk;832
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Mannelijk;621
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Vrouwelijk;652
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Mannelijk;116
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Vrouwelijk;95
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Mannelijk;461
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Vrouwelijk;727
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Mannelijk;581
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Vrouwelijk;710
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Mannelijk;138
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Vrouwelijk;109
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Mannelijk;563
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Vrouwelijk;863
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Mannelijk;724
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Vrouwelijk;721
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Mannelijk;167
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Vrouwelijk;151
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Mannelijk;741
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Vrouwelijk;1 137
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Mannelijk;824
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Vrouwelijk;761
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;0 - 14;Mannelijk;123
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;0 - 14;Vrouwelijk;90
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;15 - 64;Mannelijk;675
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;15 - 64;Vrouwelijk;1 003
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;65 - ...;Mannelijk;812
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;65 - ...;Vrouwelijk;787
Vlaams Gewest;Antwerpen;Mechelen;12041;2870;Puurs-Sint-Amands;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Mannelijk;91
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Vrouwelijk;80
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Mannelijk;325
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Vrouwelijk;492
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Veranderd;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Mannelijk;425
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Vrouwelijk;386
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Veranderd;0
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;0 - 14;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;0 - 14;Mannelijk;27
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;0 - 14;Vrouwelijk;13
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;0 - 14;Veranderd;0
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Mannelijk;79
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Vrouwelijk;82
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;15 - 64;Veranderd;< 5
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Onbepaalbaar;0
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Mannelijk;93
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Vrouwelijk;82
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;65 - ...;Veranderd;0
