gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;15 - 64;Vrouwelijk;267
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 - ...;Mannelijk;245
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 - ...;Vrouwelijk;212
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;0 - 14;Vrouwelijk;58
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 - 64;Mannelijk;253
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 - 64;Vrouwelijk;360
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 - ...;Mannelijk;274
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 - ...;Vrouwelijk;323
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 - 64;Mannelijk;239
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 - 64;Vrouwelijk;347
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 - ...;Mannelijk;301
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 - ...;Vrouwelijk;319
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;0 - 14;Mannelijk;94
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;0 - 14;Vrouwelijk;70
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 - 64;Mannelijk;359
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 - 64;Vrouwelijk;516
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 - ...;Mannelijk;392
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 - ...;Vrouwelijk;400
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;0 - 14;Mannelijk;44
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;0 - 14;Vrouwelijk;46
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 - 64;Mannelijk;224
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 - 64;Vrouwelijk;283
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 - ...;Mannelijk;188
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 - ...;Vrouwelijk;243
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;0 - 14;Mannelijk;187
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;0 - 14;Vrouwelijk;122
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 - 64;Mannelijk;708
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 - 64;Vrouwelijk;966
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 - ...;Mannelijk;899
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 - ...;Vrouwelijk;898
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;0 - 14;Mannelijk;34
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;0 - 14;Vrouwelijk;34
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 - 64;Mannelijk;219
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 - 64;Vrouwelijk;256
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 - ...;Mannelijk;250
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 - ...;Vrouwelijk;274
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;0 - 14;Mannelijk;94
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;0 - 14;Vrouwelijk;72
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 - 64;Mannelijk;400
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 - 64;Vrouwelijk;640
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 - ...;Mannelijk;442
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 - ...;Vrouwelijk;467
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;0 - 14;Mannelijk;110
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;0 - 14;Vrouwelijk;119
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 - 64;Mannelijk;513
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 - 64;Vrouwelijk;809
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 - ...;Mannelijk;605
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 - ...;Vrouwelijk;659
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;0 - 14;Mannelijk;40
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;0 - 14;Vrouwelijk;45
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 - 64;Mannelijk;201
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 - 64;Vrouwelijk;223
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 - ...;Mannelijk;198
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 - ...;Vrouwelijk;185
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;0 - 14;Mannelijk;74
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;0 - 14;Vrouwelijk;50
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 - 64;Mannelijk;244
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 - 64;Vrouwelijk;314
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 - ...;Mannelijk;301
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 - ...;Vrouwelijk;274
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;0 - 14;Vrouwelijk;49
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 - 64;Mannelijk;209
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 - 64;Vrouwelijk;340
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 - ...;Mannelijk;266
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 - ...;Vrouwelijk;354
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;0 - 14;Mannelijk;90
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;0 - 14;Vrouwelijk;59
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 - 64;Mannelijk;359
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 - 64;Vrouwelijk;511
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 - ...;Mannelijk;534
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 - ...;Vrouwelijk;517
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;0 - 14;Mannelijk;53
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;0 - 14;Vrouwelijk;37
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 - 64;Mannelijk;237
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 - 64;Vrouwelijk;363
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 - ...;Mannelijk;265
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 - ...;Vrouwelijk;284
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;0 - 14;Mannelijk;122
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;0 - 14;Vrouwelijk;99
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 - 64;Mannelijk;516
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 - 64;Vrouwelijk;750
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 - ...;Mannelijk;654
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 - ...;Vrouwelijk;632
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;0 - 14;Mannelijk;89
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;0 - 14;Vrouwelijk;93
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 - 64;Mannelijk;477
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 - 64;Vrouwelijk;676
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 - ...;Mannelijk;583
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 - ...;Vrouwelijk;630
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;0 - 14;Mannelijk;539
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;0 - 14;Vrouwelijk;481
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 - 64;Mannelijk;2.601
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 - 64;Vrouwelijk;3.622
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 - ...;Mannelijk;2.499
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 - ...;Vrouwelijk;2.769
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;0 - 14;Mannelijk;70
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;0 - 14;Vrouwelijk;68
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 - 64;Mannelijk;307
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 - 64;Vrouwelijk;525
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 - ...;Mannelijk;499
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 - ...;Vrouwelijk;539
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;0 - 14;Mannelijk;65
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;0 - 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 - 64;Mannelijk;253
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 - 64;Vrouwelijk;357
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 - ...;Mannelijk;327
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 - ...;Vrouwelijk;297
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;0 - 14;Mannelijk;78
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;0 - 14;Vrouwelijk;78
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 - 64;Mannelijk;476
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 - 64;Vrouwelijk;601
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 - ...;Mannelijk;519
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 - ...;Vrouwelijk;455
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;0 - 14;Mannelijk;105
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;0 - 14;Vrouwelijk;109
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 - 64;Mannelijk;498
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 - 64;Vrouwelijk;662
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 - ...;Mannelijk;636
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 - ...;Vrouwelijk;683
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;0 - 14;Mannelijk;258
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;0 - 14;Vrouwelijk;203
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 - 64;Mannelijk;1.128
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 - 64;Vrouwelijk;1.454
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 - ...;Mannelijk;1.328
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 - ...;Vrouwelijk;1.391
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;0 - 14;Mannelijk;96
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;0 - 14;Vrouwelijk;88
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 - 64;Mannelijk;458
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 - 64;Vrouwelijk;617
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 - ...;Mannelijk;513
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 - ...;Vrouwelijk;518
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;0 - 14;Mannelijk;55
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;0 - 14;Vrouwelijk;58
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 - 64;Mannelijk;336
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 - 64;Vrouwelijk;382
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 - ...;Mannelijk;325
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 - ...;Vrouwelijk;320
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;0 - 14;Mannelijk;47
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;0 - 14;Vrouwelijk;35
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 - 64;Mannelijk;229
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 - 64;Vrouwelijk;304
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 - ...;Mannelijk;246
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 - ...;Vrouwelijk;274
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;0 - 14;Mannelijk;148
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;0 - 14;Vrouwelijk;101
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 - 64;Mannelijk;657
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 - 64;Vrouwelijk;944
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 - ...;Mannelijk;891
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 - ...;Vrouwelijk;841
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;0 - 14;Mannelijk;62
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;0 - 14;Vrouwelijk;68
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 - 64;Mannelijk;350
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 - 64;Vrouwelijk;371
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 - ...;Mannelijk;350
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 - ...;Vrouwelijk;373
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;0 - 14;Mannelijk;28
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;0 - 14;Vrouwelijk;36
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 - 64;Mannelijk;169
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 - 64;Vrouwelijk;186
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 - ...;Mannelijk;190
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 - ...;Vrouwelijk;200
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;0 - 14;Mannelijk;136
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;0 - 14;Vrouwelijk;97
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 - 64;Mannelijk;522
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 - 64;Vrouwelijk;610
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 - ...;Mannelijk;551
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 - ...;Vrouwelijk;529
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;0 - 14;Mannelijk;153
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;0 - 14;Vrouwelijk;109
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 - 64;Mannelijk;812
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 - 64;Vrouwelijk;988
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 - ...;Mannelijk;1.150
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 - ...;Vrouwelijk;1.250
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;0 - 14;Mannelijk;791
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;0 - 14;Vrouwelijk;703
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 - 64;Mannelijk;3.604
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 - 64;Vrouwelijk;4.877
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 - ...;Mannelijk;4.345
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 - ...;Vrouwelijk;4.920
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;0 - 14;Mannelijk;64
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;0 - 14;Vrouwelijk;62
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 - 64;Mannelijk;320
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 - 64;Vrouwelijk;427
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 - ...;Mannelijk;360
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 - ...;Vrouwelijk;355
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;0 - 14;Mannelijk;88
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;0 - 14;Vrouwelijk;100
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 - 64;Mannelijk;407
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 - 64;Vrouwelijk;511
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 - ...;Mannelijk;453
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 - ...;Vrouwelijk;456
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;0 - 14;Mannelijk;184
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;0 - 14;Vrouwelijk;160
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 - 64;Mannelijk;703
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 - 64;Vrouwelijk;1.029
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 - ...;Mannelijk;777
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 - ...;Vrouwelijk;769
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;0 - 14;Mannelijk;196
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;0 - 14;Vrouwelijk;136
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 - 64;Mannelijk;768
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 - 64;Vrouwelijk;907
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 - ...;Mannelijk;874
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 - ...;Vrouwelijk;843
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;0 - 14;Mannelijk;193
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;0 - 14;Vrouwelijk;165
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 - 64;Mannelijk;803
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 - 64;Vrouwelijk;1.007
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 - ...;Mannelijk;800
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 - ...;Vrouwelijk;732
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;0 - 14;Mannelijk;20
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;0 - 14;Vrouwelijk;10
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 - 64;Mannelijk;88
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 - 64;Vrouwelijk;121
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 - ...;Mannelijk;92
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 - ...;Vrouwelijk;54
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;0 - 14;Mannelijk;118
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;0 - 14;Vrouwelijk;80
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 - 64;Mannelijk;965
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 - 64;Vrouwelijk;1.187
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 - ...;Mannelijk;1.892
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 - ...;Vrouwelijk;1.924
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;0 - 14;Mannelijk;139
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;0 - 14;Vrouwelijk;134
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 - 64;Mannelijk;634
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 - 64;Vrouwelijk;737
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 - ...;Mannelijk;655
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 - ...;Vrouwelijk;598
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;0 - 14;Mannelijk;99
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;0 - 14;Vrouwelijk;76
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 - 64;Mannelijk;453
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 - 64;Vrouwelijk;523
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 - ...;Mannelijk;354
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 - ...;Vrouwelijk;387
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;0 - 14;Mannelijk;75
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;0 - 14;Vrouwelijk;63
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 - 64;Mannelijk;313
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 - 64;Vrouwelijk;381
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;65 - ...;Mannelijk;324
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;65 - ...;Vrouwelijk;369
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;0 - 14;Mannelijk;130
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;0 - 14;Vrouwelijk;150
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;15 - 64;Mannelijk;443
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;15 - 64;Vrouwelijk;571
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;65 - ...;Mannelijk;507
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011;8610;Kortemark;65 - ...;Vrouwelijk;537
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;0 - 14;Mannelijk;32
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;0 - 14;Vrouwelijk;12
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;15 - 64;Mannelijk;114
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;15 - 64;Vrouwelijk;136
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030;8647;Lo-Reninge;65 - ...;Mannelijk;137
