gewest;provincie_of_brussels_hoofdstedelijk_gewest;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;klassieke_hospitalisatie
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;15 - 64;Vrouwelijk;369
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;65 - ...;Mannelijk;353
Waals Gewest;Waals-Brabant;Nijvel;25018;1325;Chaumont-Gistoux;65 - ...;Vrouwelijk;333
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;0 - 14;Mannelijk;53
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;0 - 14;Vrouwelijk;53
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;15 - 64;Mannelijk;268
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;15 - 64;Vrouwelijk;361
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;65 - ...;Mannelijk;313
Waals Gewest;Waals-Brabant;Nijvel;25023;1490;Court-Saint-Etienne;65 - ...;Vrouwelijk;248
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;0 - 14;Mannelijk;76
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;0 - 14;Vrouwelijk;78
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;15 - 64;Mannelijk;517
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;15 - 64;Vrouwelijk;624
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;65 - ...;Mannelijk;488
Waals Gewest;Waals-Brabant;Nijvel;25031;1470;Genepiën;65 - ...;Vrouwelijk;405
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;0 - 14;Mannelijk;73
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;0 - 14;Vrouwelijk;54
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;15 - 64;Mannelijk;367
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;15 - 64;Vrouwelijk;507
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;65 - ...;Mannelijk;413
Waals Gewest;Waals-Brabant;Nijvel;25037;1390;Graven;65 - ...;Vrouwelijk;416
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;0 - 14;Mannelijk;15
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;0 - 14;Vrouwelijk;23
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;15 - 64;Mannelijk;178
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;15 - 64;Vrouwelijk;239
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;65 - ...;Mannelijk;162
Waals Gewest;Waals-Brabant;Nijvel;25043;1315;Incourt;65 - ...;Vrouwelijk;154
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;0 - 14;Mannelijk;45
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;0 - 14;Vrouwelijk;34
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;15 - 64;Mannelijk;236
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;15 - 64;Vrouwelijk;283
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;65 - ...;Mannelijk;243
Waals Gewest;Waals-Brabant;Nijvel;25044;1460;Itter;65 - ...;Vrouwelijk;264
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;0 - 14;Mannelijk;77
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;0 - 14;Vrouwelijk;89
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;15 - 64;Mannelijk;474
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;15 - 64;Vrouwelijk;657
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;65 - ...;Mannelijk;503
Waals Gewest;Waals-Brabant;Nijvel;25048;1370;Geldenaken;65 - ...;Vrouwelijk;461
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;0 - 14;Mannelijk;34
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;0 - 14;Vrouwelijk;35
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;15 - 64;Mannelijk;175
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;15 - 64;Vrouwelijk;214
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;65 - ...;Mannelijk;253
Waals Gewest;Waals-Brabant;Nijvel;25050;1310;Terhulpen;65 - ...;Vrouwelijk;260
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;0 - 14;Mannelijk;50
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;0 - 14;Vrouwelijk;31
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;15 - 64;Mannelijk;210
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;15 - 64;Vrouwelijk;332
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;65 - ...;Mannelijk;222
Waals Gewest;Waals-Brabant;Nijvel;25068;1435;Mont-Saint-Guibert;65 - ...;Vrouwelijk;258
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;0 - 14;Mannelijk;129
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;0 - 14;Vrouwelijk;123
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;15 - 64;Mannelijk;938
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;15 - 64;Vrouwelijk;1.294
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;65 - ...;Mannelijk;1.033
Waals Gewest;Waals-Brabant;Nijvel;25072;1400;Nijvel;65 - ...;Vrouwelijk;1.198
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);0 - 14;Mannelijk;56
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);0 - 14;Vrouwelijk;82
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);15 - 64;Mannelijk;268
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);15 - 64;Vrouwelijk;402
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);65 - ...;Mannelijk;205
Waals Gewest;Waals-Brabant;Nijvel;25084;1360;Perwijs (Waals-Brabant);65 - ...;Vrouwelijk;279
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;0 - 14;Mannelijk;121
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;0 - 14;Vrouwelijk;85
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;15 - 64;Mannelijk;521
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;15 - 64;Vrouwelijk;895
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;65 - ...;Mannelijk;793
Waals Gewest;Waals-Brabant;Nijvel;25091;1330;Rixensart;65 - ...;Vrouwelijk;871
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;0 - 14;Mannelijk;218
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;0 - 14;Vrouwelijk;153
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;15 - 64;Mannelijk;894
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;15 - 64;Vrouwelijk;1.234
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;65 - ...;Mannelijk;818
Waals Gewest;Waals-Brabant;Nijvel;25105;1480;Tubeke;65 - ...;Vrouwelijk;981
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;0 - 14;Mannelijk;71
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;0 - 14;Vrouwelijk;40
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;15 - 64;Mannelijk;306
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;15 - 64;Vrouwelijk;450
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;65 - ...;Mannelijk;284
Waals Gewest;Waals-Brabant;Nijvel;25107;1495;Villers-la-Ville;65 - ...;Vrouwelijk;266
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;0 - 14;Mannelijk;149
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;0 - 14;Vrouwelijk;106
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;15 - 64;Mannelijk;711
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;15 - 64;Vrouwelijk;1.064
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;65 - ...;Mannelijk;1.073
Waals Gewest;Waals-Brabant;Nijvel;25110;1410;Waterloo;65 - ...;Vrouwelijk;1.231
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;0 - 14;Mannelijk;208
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;0 - 14;Vrouwelijk;159
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;15 - 64;Mannelijk;924
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;15 - 64;Vrouwelijk;1.298
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;65 - ...;Mannelijk;1.160
Waals Gewest;Waals-Brabant;Nijvel;25112;1300;Waver;65 - ...;Vrouwelijk;1.345
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;0 - 14;Mannelijk;42
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;0 - 14;Vrouwelijk;55
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;15 - 64;Mannelijk;220
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;15 - 64;Vrouwelijk;290
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;65 - ...;Mannelijk;207
Waals Gewest;Waals-Brabant;Nijvel;25117;1450;Chastre;65 - ...;Vrouwelijk;169
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;0 - 14;Mannelijk;34
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;0 - 14;Vrouwelijk;22
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;15 - 64;Mannelijk;119
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;15 - 64;Vrouwelijk;141
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;65 - ...;Mannelijk;108
Waals Gewest;Waals-Brabant;Nijvel;25118;1357;Hélécine;65 - ...;Vrouwelijk;128
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;0 - 14;Mannelijk;44
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;0 - 14;Vrouwelijk;47
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;15 - 64;Mannelijk;375
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;15 - 64;Vrouwelijk;442
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;65 - ...;Mannelijk;497
Waals Gewest;Waals-Brabant;Nijvel;25119;1380;Lasne;65 - ...;Vrouwelijk;422
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;0 - 14;Mannelijk;58
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;0 - 14;Vrouwelijk;50
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;15 - 64;Mannelijk;221
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;15 - 64;Vrouwelijk;373
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;65 - ...;Mannelijk;236
Waals Gewest;Waals-Brabant;Nijvel;25120;1350;Orp-Jauche;65 - ...;Vrouwelijk;310
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;0 - 14;Mannelijk;142
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;0 - 14;Vrouwelijk;165
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;15 - 64;Mannelijk;829
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;15 - 64;Vrouwelijk;1.200
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;65 - ...;Mannelijk;884
Waals Gewest;Waals-Brabant;Nijvel;25121;1340;Ottignies-Louvain-la-Neuve;65 - ...;Vrouwelijk;941
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;0 - 14;Mannelijk;36
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;0 - 14;Vrouwelijk;47
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;15 - 64;Mannelijk;205
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;15 - 64;Vrouwelijk;276
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;65 - ...;Mannelijk;190
Waals Gewest;Waals-Brabant;Nijvel;25122;1367;Ramillies;65 - ...;Vrouwelijk;195
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;0 - 14;Mannelijk;99
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;0 - 14;Vrouwelijk;85
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;15 - 64;Mannelijk;406
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;15 - 64;Vrouwelijk;499
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;65 - ...;Mannelijk;313
Waals Gewest;Waals-Brabant;Nijvel;25123;1430;Rebecq;65 - ...;Vrouwelijk;336
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;0 - 14;Mannelijk;44
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;0 - 14;Vrouwelijk;43
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;15 - 64;Mannelijk;202
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;15 - 64;Vrouwelijk;280
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;65 - ...;Mannelijk;149
Waals Gewest;Waals-Brabant;Nijvel;25124;1457;Walhain;65 - ...;Vrouwelijk;175
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;0 - 14;Mannelijk;215
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;0 - 14;Vrouwelijk;214
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;15 - 64;Mannelijk;1.031
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;15 - 64;Vrouwelijk;1.381
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;65 - ...;Mannelijk;974
Waals Gewest;Henegouwen;Aat;51004;7800;Aat;65 - ...;Vrouwelijk;1.142
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;0 - 14;Mannelijk;109
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;0 - 14;Vrouwelijk;90
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;15 - 64;Mannelijk;553
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;15 - 64;Vrouwelijk;650
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;65 - ...;Mannelijk;439
Waals Gewest;Henegouwen;Aat;51008;7970;Bel?il;65 - ...;Vrouwelijk;457
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;0 - 14;Mannelijk;93
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;0 - 14;Vrouwelijk;85
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;15 - 64;Mannelijk;449
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;15 - 64;Vrouwelijk;557
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;65 - ...;Mannelijk;402
Waals Gewest;Henegouwen;Aat;51009;7320;Bernissart;65 - ...;Vrouwelijk;401
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;0 - 14;Mannelijk;39
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;0 - 14;Vrouwelijk;27
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;15 - 64;Mannelijk;101
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;15 - 64;Vrouwelijk;181
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;65 - ...;Mannelijk;119
Waals Gewest;Henegouwen;Aat;51012;7940;Brugelette;65 - ...;Vrouwelijk;101
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;0 - 14;Mannelijk;40
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;0 - 14;Vrouwelijk;67
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;15 - 64;Mannelijk;309
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;15 - 64;Vrouwelijk;348
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;65 - ...;Mannelijk;186
Waals Gewest;Henegouwen;Aat;51014;7950;Chièvres;65 - ...;Vrouwelijk;221
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;0 - 14;Mannelijk;74
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;0 - 14;Vrouwelijk;54
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;15 - 64;Mannelijk;218
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;15 - 64;Vrouwelijk;226
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;65 - ...;Mannelijk;222
Waals Gewest;Henegouwen;Aat;51017;7890;Elzele;65 - ...;Vrouwelijk;214
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;0 - 14;Mannelijk;26
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;0 - 14;Vrouwelijk;28
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;15 - 64;Mannelijk;119
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;15 - 64;Vrouwelijk;159
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;65 - ...;Mannelijk;146
Waals Gewest;Henegouwen;Aat;51019;7880;Vloesberg;65 - ...;Vrouwelijk;153
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;0 - 14;Mannelijk;95
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;0 - 14;Vrouwelijk;96
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;15 - 64;Mannelijk;453
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;15 - 64;Vrouwelijk;492
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;65 - ...;Mannelijk;434
Waals Gewest;Henegouwen;Aat;51065;7910;Frasnes-lez-Anvaing;65 - ...;Vrouwelijk;408
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;0 - 14;Mannelijk;90
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;0 - 14;Vrouwelijk;98
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;15 - 64;Mannelijk;417
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;15 - 64;Vrouwelijk;622
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;65 - ...;Mannelijk;410
Waals Gewest;Henegouwen;Aat;51067;7850;Edingen;65 - ...;Vrouwelijk;474
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;0 - 14;Mannelijk;54
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;0 - 14;Vrouwelijk;45
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;15 - 64;Mannelijk;267
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;15 - 64;Vrouwelijk;282
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;65 - ...;Mannelijk;297
Waals Gewest;Henegouwen;Aat;51068;7830;Opzullik;65 - ...;Vrouwelijk;282
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;0 - 14;Mannelijk;214
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;0 - 14;Vrouwelijk;113
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;15 - 64;Mannelijk;744
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;15 - 64;Vrouwelijk;960
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;65 - ...;Mannelijk;675
Waals Gewest;Henegouwen;Aat;51069;7860;Lessen;65 - ...;Vrouwelijk;659
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;0 - 14;Mannelijk;118
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;0 - 14;Vrouwelijk;93
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;15 - 64;Mannelijk;620
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;15 - 64;Vrouwelijk;823
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;65 - ...;Mannelijk;590
Waals Gewest;Henegouwen;Charleroi;52010;7160;Chapelle-lez-Herlaimont;65 - ...;Vrouwelijk;605
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;0 - 14;Mannelijk;1.708
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;0 - 14;Vrouwelijk;1.511
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;15 - 64;Mannelijk;8.381
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;15 - 64;Vrouwelijk;11.495
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;65 - ...;Mannelijk;6.541
Waals Gewest;Henegouwen;Charleroi;52011;6000;Charleroi;65 - ...;Vrouwelijk;7.626
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;0 - 14;Mannelijk;249
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;0 - 14;Vrouwelijk;226
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;15 - 64;Mannelijk;1.413
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;15 - 64;Vrouwelijk;1.834
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;65 - ...;Mannelijk;1.171
Waals Gewest;Henegouwen;Charleroi;52012;6200;Châtelet;65 - ...;Vrouwelijk;1.402
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;0 - 14;Mannelijk;255
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;0 - 14;Vrouwelijk;209
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;15 - 64;Mannelijk;1.223
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;15 - 64;Vrouwelijk;1.775
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;65 - ...;Mannelijk;902
Waals Gewest;Henegouwen;Charleroi;52015;6180;Courcelles;65 - ...;Vrouwelijk;1.095
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;0 - 14;Mannelijk;92
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;0 - 14;Vrouwelijk;92
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;15 - 64;Mannelijk;416
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;15 - 64;Vrouwelijk;567
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;65 - ...;Mannelijk;343
Waals Gewest;Henegouwen;Charleroi;52018;6240;Farciennes;65 - ...;Vrouwelijk;389
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;0 - 14;Mannelijk;177
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;0 - 14;Vrouwelijk;144
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;15 - 64;Mannelijk;800
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;15 - 64;Vrouwelijk;1.135
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;65 - ...;Mannelijk;747
Waals Gewest;Henegouwen;Charleroi;52021;6220;Fleurus;65 - ...;Vrouwelijk;787
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;0 - 14;Mannelijk;119
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;0 - 14;Vrouwelijk;111
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Mannelijk;762
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;15 - 64;Vrouwelijk;1.032
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Mannelijk;632
Waals Gewest;Henegouwen;Charleroi;52022;6140;Fontaine-l'Évêque;65 - ...;Vrouwelijk;762
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Mannelijk;50
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;0 - 14;Vrouwelijk;42
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Mannelijk;402
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;15 - 64;Vrouwelijk;495
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Mannelijk;534
Waals Gewest;Henegouwen;Charleroi;52025;6280;Gerpinnes;65 - ...;Vrouwelijk;506
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Mannelijk;39
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;0 - 14;Vrouwelijk;47
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Mannelijk;369
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;15 - 64;Vrouwelijk;429
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Mannelijk;419
Waals Gewest;Henegouwen;Charleroi;52048;6110;Montigny-le-Tilleul;65 - ...;Vrouwelijk;493
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Mannelijk;126
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;0 - 14;Vrouwelijk;95
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Mannelijk;576
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;15 - 64;Vrouwelijk;783
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Mannelijk;533
Waals Gewest;Henegouwen;Charleroi;52055;6230;Pont-à-Celles;65 - ...;Vrouwelijk;622
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Mannelijk;70
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;0 - 14;Vrouwelijk;57
Waals Gewest;Henegouwen;Charleroi;52074;6250;Aiseau-Presles;15 - 64;Mannelijk;409
