gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;65 - ...;Vrouwelijk;559
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;0 - 14;Mannelijk;135
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;0 - 14;Vrouwelijk;145
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;15 - 64;Mannelijk;1152
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;15 - 64;Vrouwelijk;1509
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;65 - ...;Mannelijk;933
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;65 - ...;Vrouwelijk;1275
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);0 - 14;Mannelijk;252
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);0 - 14;Vrouwelijk;187
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);15 - 64;Mannelijk;1671
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);15 - 64;Vrouwelijk;2513
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);65 - ...;Mannelijk;1597
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);65 - ...;Vrouwelijk;1597
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;0 - 14;Mannelijk;193
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;0 - 14;Vrouwelijk;87
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;15 - 64;Mannelijk;1458
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;15 - 64;Vrouwelijk;2166
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;65 - ...;Mannelijk;1120
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;65 - ...;Vrouwelijk;1532
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;0 - 14;Mannelijk;50
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;0 - 14;Vrouwelijk;50
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;15 - 64;Mannelijk;663
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;15 - 64;Vrouwelijk;1143
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;65 - ...;Mannelijk;488
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;65 - ...;Vrouwelijk;488
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;0 - 14;Mannelijk;188
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;0 - 14;Vrouwelijk;124
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;15 - 64;Mannelijk;1560
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;15 - 64;Vrouwelijk;2181
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;65 - ...;Mannelijk;1384
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;65 - ...;Vrouwelijk;1557
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;0 - 14;Mannelijk;119
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;0 - 14;Vrouwelijk;72
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;15 - 64;Mannelijk;747
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;15 - 64;Vrouwelijk;1144
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;65 - ...;Mannelijk;532
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;65 - ...;Vrouwelijk;567
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;0 - 14;Mannelijk;141
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;0 - 14;Vrouwelijk;116
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;15 - 64;Mannelijk;1415
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;15 - 64;Vrouwelijk;2046
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;65 - ...;Mannelijk;1201
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;65 - ...;Vrouwelijk;1222
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;0 - 14;Mannelijk;102
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;0 - 14;Vrouwelijk;79
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;15 - 64;Mannelijk;1183
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;15 - 64;Vrouwelijk;1546
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;65 - ...;Mannelijk;936
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;65 - ...;Vrouwelijk;864
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;0 - 14;Mannelijk;77
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;0 - 14;Vrouwelijk;50
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;15 - 64;Mannelijk;621
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;15 - 64;Vrouwelijk;1230
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;65 - ...;Mannelijk;468
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;65 - ...;Vrouwelijk;433
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;0 - 14;Mannelijk;131
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;0 - 14;Vrouwelijk;79
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;15 - 64;Mannelijk;1192
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;15 - 64;Vrouwelijk;1944
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;65 - ...;Mannelijk;1604
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;65 - ...;Vrouwelijk;1178
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;0 - 14;Mannelijk;316
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;0 - 14;Vrouwelijk;338
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;15 - 64;Mannelijk;2421
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;15 - 64;Vrouwelijk;3549
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;65 - ...;Mannelijk;2030
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;65 - ...;Vrouwelijk;2162
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Mannelijk;193
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;0 - 14;Vrouwelijk;130
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Mannelijk;1398
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 - 64;Vrouwelijk;2324
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Mannelijk;1004
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 - ...;Vrouwelijk;816
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Mannelijk;109
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;0 - 14;Vrouwelijk;55
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Mannelijk;581
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 - 64;Vrouwelijk;975
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Mannelijk;623
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 - ...;Vrouwelijk;459
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Mannelijk;117
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;0 - 14;Vrouwelijk;71
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Mannelijk;1066
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 - 64;Vrouwelijk;1281
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Mannelijk;820
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 - ...;Vrouwelijk;727
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Mannelijk;233
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;0 - 14;Vrouwelijk;120
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Mannelijk;1299
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 - 64;Vrouwelijk;2126
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Mannelijk;1210
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 - ...;Vrouwelijk;854
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Mannelijk;85
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;0 - 14;Vrouwelijk;89
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Mannelijk;851
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 - 64;Vrouwelijk;1570
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Mannelijk;748
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 - ...;Vrouwelijk;681
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Mannelijk;148
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;0 - 14;Vrouwelijk;146
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Mannelijk;1532
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 - 64;Vrouwelijk;2709
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Mannelijk;1432
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 - ...;Vrouwelijk;1463
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Mannelijk;171
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;0 - 14;Vrouwelijk;112
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Mannelijk;1332
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 - 64;Vrouwelijk;2014
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Mannelijk;1144
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 - ...;Vrouwelijk;1034
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Mannelijk;99
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;0 - 14;Vrouwelijk;109
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Mannelijk;1167
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 - 64;Vrouwelijk;1918
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Mannelijk;947
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 - ...;Vrouwelijk;909
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Mannelijk;73
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;0 - 14;Vrouwelijk;60
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Mannelijk;817
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 - 64;Vrouwelijk;1272
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Mannelijk;520
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 - ...;Vrouwelijk;697
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Mannelijk;132
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;0 - 14;Vrouwelijk;135
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Mannelijk;882
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 - 64;Vrouwelijk;1522
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Mannelijk;948
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 - ...;Vrouwelijk;1052
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Mannelijk;163
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;0 - 14;Vrouwelijk;82
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Mannelijk;1765
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 - 64;Vrouwelijk;2598
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Mannelijk;1260
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 - ...;Vrouwelijk;1478
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Mannelijk;147
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;0 - 14;Vrouwelijk;98
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Mannelijk;1255
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 - 64;Vrouwelijk;2016
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Mannelijk;882
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 - ...;Vrouwelijk;1252
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Mannelijk;331
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;0 - 14;Vrouwelijk;269
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Mannelijk;2825
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 - 64;Vrouwelijk;4332
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Mannelijk;2118
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 - ...;Vrouwelijk;2126
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Mannelijk;346
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;0 - 14;Vrouwelijk;159
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Mannelijk;2486
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 - 64;Vrouwelijk;4075
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Mannelijk;1872
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 - ...;Vrouwelijk;2069
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Mannelijk;1066
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;0 - 14;Vrouwelijk;677
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Mannelijk;5102
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 - 64;Vrouwelijk;9053
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Mannelijk;3370
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 - ...;Vrouwelijk;4304
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Mannelijk;184
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;0 - 14;Vrouwelijk;126
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Mannelijk;1613
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 - 64;Vrouwelijk;2821
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Mannelijk;1371
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 - ...;Vrouwelijk;1213
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Mannelijk;128
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;0 - 14;Vrouwelijk;130
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Mannelijk;1162
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 - 64;Vrouwelijk;1629
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Mannelijk;668
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 - ...;Vrouwelijk;1061
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;0 - 14;Mannelijk;127
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;0 - 14;Vrouwelijk;100
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;15 - 64;Mannelijk;1385
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;15 - 64;Vrouwelijk;2009
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;65 - ...;Mannelijk;880
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;65 - ...;Vrouwelijk;1052
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;0 - 14;Mannelijk;69
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;0 - 14;Vrouwelijk;47
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;15 - 64;Mannelijk;615
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;15 - 64;Vrouwelijk;954
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;65 - ...;Mannelijk;464
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;65 - ...;Vrouwelijk;520
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Mannelijk;215
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;0 - 14;Vrouwelijk;125
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Mannelijk;1272
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 - 64;Vrouwelijk;1946
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Mannelijk;1113
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 - ...;Vrouwelijk;1240
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Mannelijk;290
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;0 - 14;Vrouwelijk;197
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Mannelijk;1704
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 - 64;Vrouwelijk;2970
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Mannelijk;1437
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 - ...;Vrouwelijk;1435
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Mannelijk;131
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;0 - 14;Vrouwelijk;103
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Mannelijk;1017
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 - 64;Vrouwelijk;1333
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Mannelijk;710
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 - ...;Vrouwelijk;586
Vlaams Gewest;Antwerpen;Turnhout;13002;2387;Baarle-Hertog;0 - 14;Mannelijk;17
