région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospita-_lisation_de_jour
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Masculin;651
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Féminin;915
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Masculin;228
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Féminin;165
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Masculin;2057
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;15 - 64;Féminin;3254
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Masculin;1725
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;65 - ...;Féminin;1706
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Masculin;640
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;0 - 14;Féminin;501
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Masculin;5248
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;15 - 64;Féminin;8412
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Masculin;4641
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Féminin;4896
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Masculin;117
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Féminin;122
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Masculin;1072
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Féminin;1512
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Masculin;845
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Féminin;942
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Masculin;44
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Féminin;44
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Masculin;493
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Féminin;722
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Masculin;378
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Féminin;331
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Masculin;486
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Féminin;475
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Masculin;2398
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Féminin;3883
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Masculin;1720
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Féminin;2158
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Masculin;266
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Féminin;200
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Masculin;2796
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Féminin;3839
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Masculin;2223
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Féminin;2245
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Masculin;344
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Féminin;309
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Masculin;2167
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Féminin;3556
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Masculin;2222
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Féminin;1720
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Masculin;187
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Féminin;151
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Masculin;1768
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Féminin;2542
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Masculin;1307
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Féminin;1398
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Masculin;64
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Féminin;14
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Masculin;141
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Féminin;215
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Masculin;81
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Féminin;122
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Masculin;124
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Féminin;96
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Masculin;1322
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Féminin;1987
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Masculin;1272
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Féminin;1200
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Masculin;112
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Féminin;63
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Masculin;917
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Féminin;1262
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Masculin;659
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Féminin;604
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Masculin;196
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Féminin;156
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Masculin;1023
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Féminin;1657
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Masculin;958
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Féminin;699
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Masculin;154
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Féminin;53
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Masculin;1386
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Féminin;2184
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Masculin;1832
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Féminin;1940
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Masculin;403
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Féminin;269
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Masculin;4483
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Féminin;6666
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Masculin;4957
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Féminin;5099
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Masculin;54
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Féminin;108
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Masculin;634
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Féminin;1017
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Masculin;602
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Féminin;576
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Masculin;82
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Féminin;34
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Masculin;726
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Féminin;1052
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Masculin;1324
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Féminin;1126
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Masculin;113
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Féminin;89
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Masculin;717
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Féminin;981
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Masculin;445
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Féminin;442
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;0 - 14;Masculin;85
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;0 - 14;Féminin;108
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;15 - 64;Masculin;906
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;15 - 64;Féminin;1339
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;65 - ...;Masculin;684
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;65 - ...;Féminin;710
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;0 - 14;Masculin;367
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;0 - 14;Féminin;200
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;15 - 64;Masculin;2170
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;15 - 64;Féminin;3286
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;65 - ...;Masculin;1863
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;65 - ...;Féminin;1941
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;0 - 14;Masculin;99
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;0 - 14;Féminin;79
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;15 - 64;Masculin;690
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;15 - 64;Féminin;1001
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;65 - ...;Masculin;536
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;65 - ...;Féminin;525
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;0 - 14;Masculin;128
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;0 - 14;Féminin;131
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;15 - 64;Masculin;638
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;15 - 64;Féminin;957
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;65 - ...;Masculin;546
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;65 - ...;Féminin;470
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;0 - 14;Masculin;134
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;0 - 14;Féminin;101
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;15 - 64;Masculin;782
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;15 - 64;Féminin;1088
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;65 - ...;Masculin;675
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;65 - ...;Féminin;595
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;0 - 14;Masculin;882
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;0 - 14;Féminin;676
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;15 - 64;Masculin;4651
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;15 - 64;Féminin;6876
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;65 - ...;Masculin;3694
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;65 - ...;Féminin;3744
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;0 - 14;Masculin;139
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;0 - 14;Féminin;95
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;15 - 64;Masculin;792
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;15 - 64;Féminin;1104
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;65 - ...;Masculin;751
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;65 - ...;Féminin;543
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;0 - 14;Masculin;58
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;0 - 14;Féminin;63
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;15 - 64;Masculin;633
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;15 - 64;Féminin;1066
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;65 - ...;Masculin;420
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;65 - ...;Féminin;434
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;0 - 14;Masculin;79
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;0 - 14;Féminin;66
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;15 - 64;Masculin;911
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;15 - 64;Féminin;1207
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;65 - ...;Masculin;709
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;65 - ...;Féminin;578
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;0 - 14;Masculin;79
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;0 - 14;Féminin;53
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;15 - 64;Masculin;676
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;15 - 64;Féminin;723
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;65 - ...;Masculin;370
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;65 - ...;Féminin;431
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;0 - 14;Masculin;69
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;0 - 14;Féminin;56
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;15 - 64;Masculin;528
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;15 - 64;Féminin;751
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;65 - ...;Masculin;437
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;65 - ...;Féminin;417
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;0 - 14;Masculin;31
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;0 - 14;Féminin;66
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;15 - 64;Masculin;437
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;15 - 64;Féminin;621
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;65 - ...;Masculin;375
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;65 - ...;Féminin;322
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);0 - 14;Masculin;213
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);0 - 14;Féminin;226
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);15 - 64;Masculin;1659
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);15 - 64;Féminin;1912
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);65 - ...;Masculin;1449
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);65 - ...;Féminin;1388
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;0 - 14;Masculin;110
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;0 - 14;Féminin;88
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;15 - 64;Masculin;692
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;15 - 64;Féminin;1038
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;65 - ...;Masculin;635
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;65 - ...;Féminin;493
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;0 - 14;Masculin;205
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;0 - 14;Féminin;119
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;15 - 64;Masculin;1136
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;15 - 64;Féminin;1397
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;65 - ...;Masculin;929
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;65 - ...;Féminin;780
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;0 - 14;Masculin;86
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;0 - 14;Féminin;126
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;15 - 64;Masculin;670
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;15 - 64;Féminin;944
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;65 - ...;Masculin;512
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;65 - ...;Féminin;581
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;0 - 14;Masculin;57
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;0 - 14;Féminin;37
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;15 - 64;Masculin;421
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;15 - 64;Féminin;504
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;65 - ...;Masculin;218
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;65 - ...;Féminin;228
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;0 - 14;Masculin;117
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;0 - 14;Féminin;68
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;15 - 64;Masculin;836
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;15 - 64;Féminin;1254
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;65 - ...;Masculin;1410
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;65 - ...;Féminin;1032
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;0 - 14;Masculin;101
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;0 - 14;Féminin;107
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;15 - 64;Masculin;1219
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;15 - 64;Féminin;2088
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;65 - ...;Masculin;2957
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;65 - ...;Féminin;2546
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;0 - 14;Masculin;71
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;0 - 14;Féminin;57
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;15 - 64;Masculin;868
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;15 - 64;Féminin;1070
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;65 - ...;Masculin;1368
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;65 - ...;Féminin;1102
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;0 - 14;Masculin;159
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;0 - 14;Féminin;135
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;15 - 64;Masculin;1079
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;15 - 64;Féminin;1379
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;65 - ...;Masculin;1046
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;65 - ...;Féminin;1142
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);0 - 14;Masculin;628
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);0 - 14;Féminin;374
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);15 - 64;Masculin;5571
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);15 - 64;Féminin;7909
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);65 - ...;Masculin;4570
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);65 - ...;Féminin;4847
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;0 - 14;Masculin;167
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;0 - 14;Féminin;124
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;15 - 64;Masculin;1271
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;15 - 64;Féminin;1817
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;65 - ...;Masculin;1030
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;65 - ...;Féminin;894
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;0 - 14;Masculin;201
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;0 - 14;Féminin;127
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;15 - 64;Masculin;2749
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;15 - 64;Féminin;3203
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;65 - ...;Masculin;1875
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;65 - ...;Féminin;1800
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;0 - 14;Masculin;115
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;0 - 14;Féminin;83
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;15 - 64;Masculin;1179
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;15 - 64;Féminin;1584
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;65 - ...;Masculin;1076
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;65 - ...;Féminin;973
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;0 - 14;Masculin;130
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;0 - 14;Féminin;75
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;15 - 64;Masculin;1434
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;15 - 64;Féminin;1807
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;65 - ...;Masculin;1207
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;65 - ...;Féminin;807
Région flamande;Flandre orientale;Alost;41034;9340;Lede;0 - 14;Masculin;113
Région flamande;Flandre orientale;Alost;41034;9340;Lede;0 - 14;Féminin;114
Région flamande;Flandre orientale;Alost;41034;9340;Lede;15 - 64;Masculin;1276
Région flamande;Flandre orientale;Alost;41034;9340;Lede;15 - 64;Féminin;1863
Région flamande;Flandre orientale;Alost;41034;9340;Lede;65 - ...;Masculin;985
Région flamande;Flandre orientale;Alost;41034;9340;Lede;65 - ...;Féminin;1222
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;0 - 14;Masculin;300
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;0 - 14;Féminin;189
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;15 - 64;Masculin;2502
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;15 - 64;Féminin;3268
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;65 - ...;Masculin;1978
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;65 - ...;Féminin;2475
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;0 - 14;Masculin;66
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;0 - 14;Féminin;47
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;15 - 64;Masculin;823
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;15 - 64;Féminin;946
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;65 - ...;Masculin;573
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;65 - ...;Féminin;576
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;0 - 14;Masculin;199
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;0 - 14;Féminin;125
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;15 - 64;Masculin;2092
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;15 - 64;Féminin;2655
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;65 - ...;Masculin;1613
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;65 - ...;Féminin;1770
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;0 - 14;Masculin;137
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;0 - 14;Féminin;74
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;15 - 64;Masculin;1437
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;15 - 64;Féminin;1850
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;65 - ...;Masculin;1274
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;65 - ...;Féminin;1117
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;0 - 14;Masculin;97
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;0 - 14;Féminin;60
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;15 - 64;Masculin;1050
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;15 - 64;Féminin;1484
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;65 - ...;Masculin;1121
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;65 - ...;Féminin;1056
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;0 - 14;Masculin;102
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;0 - 14;Féminin;52
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;15 - 64;Masculin;1066
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;15 - 64;Féminin;1367
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;65 - ...;Masculin;951
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;65 - ...;Féminin;858
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;0 - 14;Masculin;313
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;0 - 14;Féminin;278
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;15 - 64;Masculin;3437
