région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospita-_lisation_classique
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Masculin;2.979
Région flamande;Flandre occidentale;Courtrai;34022;8500;Courtrai;65 - ...;Féminin;3.431
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Masculin;130
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;0 - 14;Féminin;102
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Masculin;489
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;15 - 64;Féminin;576
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Masculin;578
Région flamande;Flandre occidentale;Courtrai;34023;8520;Kuurne;65 - ...;Féminin;637
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Masculin;61
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;0 - 14;Féminin;37
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Masculin;198
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;15 - 64;Féminin;246
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Masculin;221
Région flamande;Flandre occidentale;Courtrai;34025;8860;Lendelede;65 - ...;Féminin;244
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Masculin;410
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;0 - 14;Féminin;308
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Masculin;1.221
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;15 - 64;Féminin;1.709
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Masculin;1.310
Région flamande;Flandre occidentale;Courtrai;34027;8930;Menin;65 - ...;Féminin;1.398
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Masculin;381
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;0 - 14;Féminin;334
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Masculin;1.279
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;15 - 64;Féminin;1.757
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Masculin;1.549
Région flamande;Flandre occidentale;Courtrai;34040;8790;Waregem;65 - ...;Féminin;1.512
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Masculin;319
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;0 - 14;Féminin;222
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Masculin;1.038
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;15 - 64;Féminin;1.462
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Masculin;1.202
Région flamande;Flandre occidentale;Courtrai;34041;8560;Wevelgem;65 - ...;Féminin;1.141
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Masculin;248
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;0 - 14;Féminin;207
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Masculin;817
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;15 - 64;Féminin;1.143
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Masculin;916
Région flamande;Flandre occidentale;Courtrai;34042;8550;Zwevegem;65 - ...;Féminin;951
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Masculin;25
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;0 - 14;Féminin;23
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Masculin;65
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;15 - 64;Féminin;118
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Masculin;69
Région flamande;Flandre occidentale;Courtrai;34043;8587;Espierres-Helchin;65 - ...;Féminin;69
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Masculin;157
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;0 - 14;Féminin;106
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Masculin;617
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;15 - 64;Féminin;854
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Masculin;676
Région flamande;Flandre occidentale;Ostende;35002;8450;Bredene;65 - ...;Féminin;638
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Masculin;110
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;0 - 14;Féminin;87
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Masculin;398
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;15 - 64;Féminin;583
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Masculin;398
Région flamande;Flandre occidentale;Ostende;35005;8470;Gistel;65 - ...;Féminin;403
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Masculin;129
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;0 - 14;Féminin;111
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Masculin;453
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;15 - 64;Féminin;624
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Masculin;500
Région flamande;Flandre occidentale;Ostende;35006;8480;Ichtegem;65 - ...;Féminin;560
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Masculin;91
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;0 - 14;Féminin;85
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Masculin;706
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;15 - 64;Féminin;797
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Masculin;1.246
Région flamande;Flandre occidentale;Ostende;35011;8430;Middelkerke;65 - ...;Féminin;1.268
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Masculin;475
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;0 - 14;Féminin;460
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Masculin;2.431
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;15 - 64;Féminin;3.119
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Masculin;3.567
Région flamande;Flandre occidentale;Ostende;35013;8400;Ostende;65 - ...;Féminin;4.095
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Masculin;91
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;0 - 14;Féminin;53
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Masculin;319
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;15 - 64;Féminin;355
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Masculin;353
Région flamande;Flandre occidentale;Ostende;35014;8460;Oudenburg;65 - ...;Féminin;349
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Masculin;59
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;0 - 14;Féminin;47
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Masculin;394
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;15 - 64;Féminin;451
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Masculin;748
Région flamande;Flandre occidentale;Ostende;35029;8420;De Haan;65 - ...;Féminin;754
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Masculin;106
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;0 - 14;Féminin;90
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Masculin;414
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;15 - 64;Féminin;496
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Masculin;350
Région flamande;Flandre occidentale;Roulers;36006;8830;Hooglede;65 - ...;Féminin;337
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;0 - 14;Masculin;96
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;0 - 14;Féminin;118
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;15 - 64;Masculin;399
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;15 - 64;Féminin;541
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;65 - ...;Masculin;469
Région flamande;Flandre occidentale;Roulers;36007;8770;Ingelmunster;65 - ...;Féminin;464
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;0 - 14;Masculin;270
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;0 - 14;Féminin;208
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;15 - 64;Masculin;1.025
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;15 - 64;Féminin;1.442
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;65 - ...;Masculin;1.076
Région flamande;Flandre occidentale;Roulers;36008;8870;Izegem;65 - ...;Féminin;1.208
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;0 - 14;Masculin;71
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;0 - 14;Féminin;59
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;15 - 64;Masculin;339
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;15 - 64;Féminin;428
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;65 - ...;Masculin;401
Région flamande;Flandre occidentale;Roulers;36010;8880;Ledegem;65 - ...;Féminin;345
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;0 - 14;Masculin;64
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;0 - 14;Féminin;61
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;15 - 64;Masculin;288
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;15 - 64;Féminin;396
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;65 - ...;Masculin;348
Région flamande;Flandre occidentale;Roulers;36011;8810;Lichtervelde;65 - ...;Féminin;290
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;0 - 14;Masculin;103
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;0 - 14;Féminin;68
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;15 - 64;Masculin;389
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;15 - 64;Féminin;451
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;65 - ...;Masculin;425
Région flamande;Flandre occidentale;Roulers;36012;8890;Moorslede;65 - ...;Féminin;530
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;0 - 14;Masculin;640
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;0 - 14;Féminin;515
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;15 - 64;Masculin;2.158
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;15 - 64;Féminin;2.918
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;65 - ...;Masculin;2.447
Région flamande;Flandre occidentale;Roulers;36015;8800;Roulers;65 - ...;Féminin;2.509
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;0 - 14;Masculin;87
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;0 - 14;Féminin;73
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;15 - 64;Masculin;347
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;15 - 64;Féminin;496
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;65 - ...;Masculin;418
Région flamande;Flandre occidentale;Roulers;36019;8840;Staden;65 - ...;Féminin;456
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;0 - 14;Masculin;78
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;0 - 14;Féminin;86
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;15 - 64;Masculin;289
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;15 - 64;Féminin;421
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;65 - ...;Masculin;329
Région flamande;Flandre occidentale;Tielt;37002;8720;Dentergem;65 - ...;Féminin;344
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;0 - 14;Masculin;135
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;0 - 14;Féminin;92
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;15 - 64;Masculin;397
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;15 - 64;Féminin;511
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;65 - ...;Masculin;473
Région flamande;Flandre occidentale;Tielt;37007;8760;Meulebeke;65 - ...;Féminin;431
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;0 - 14;Masculin;90
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;0 - 14;Féminin;75
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;15 - 64;Masculin;262
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;15 - 64;Féminin;355
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;65 - ...;Masculin;290
Région flamande;Flandre occidentale;Tielt;37010;8780;Oostrozebeke;65 - ...;Féminin;290
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;0 - 14;Masculin;84
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;0 - 14;Féminin;69
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;15 - 64;Masculin;251
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;15 - 64;Féminin;296
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;65 - ...;Masculin;262
Région flamande;Flandre occidentale;Tielt;37011;8740;Pittem;65 - ...;Féminin;262
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;0 - 14;Masculin;54
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;0 - 14;Féminin;59
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;15 - 64;Masculin;197
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;15 - 64;Féminin;291
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;65 - ...;Masculin;215
Région flamande;Flandre occidentale;Tielt;37012;8755;Ruiselede;65 - ...;Féminin;219
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);0 - 14;Masculin;291
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);0 - 14;Féminin;216
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);15 - 64;Masculin;849
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);15 - 64;Féminin;1.028
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);65 - ...;Masculin;914
Région flamande;Flandre occidentale;Tielt;37015;8700;Tielt (Flandre occidentale);65 - ...;Féminin;912
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;0 - 14;Masculin;139
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;0 - 14;Féminin;110
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;15 - 64;Masculin;310
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;15 - 64;Féminin;424
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;65 - ...;Masculin;307
Région flamande;Flandre occidentale;Tielt;37017;8710;Wielsbeke;65 - ...;Féminin;305
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;0 - 14;Masculin;202
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;0 - 14;Féminin;127
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;15 - 64;Masculin;508
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;15 - 64;Féminin;643
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;65 - ...;Masculin;573
Région flamande;Flandre occidentale;Tielt;37018;8750;Wingene;65 - ...;Féminin;536
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;0 - 14;Masculin;77
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;0 - 14;Féminin;48
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;15 - 64;Masculin;327
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;15 - 64;Féminin;412
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;65 - ...;Masculin;331
Région flamande;Flandre occidentale;Tielt;37020;8850;Ardooie;65 - ...;Féminin;332
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;0 - 14;Masculin;38
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;0 - 14;Féminin;36
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;15 - 64;Masculin;193
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;15 - 64;Féminin;231
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;65 - ...;Masculin;198
Région flamande;Flandre occidentale;Furnes;38002;8690;Alveringem;65 - ...;Féminin;186
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;0 - 14;Masculin;92
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;0 - 14;Féminin;54
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;15 - 64;Masculin;413
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;15 - 64;Féminin;611
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;65 - ...;Masculin;721
Région flamande;Flandre occidentale;Furnes;38008;8660;La Panne;65 - ...;Féminin;738
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;0 - 14;Masculin;67
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;0 - 14;Féminin;82
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;15 - 64;Masculin;708
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;15 - 64;Féminin;735
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;65 - ...;Masculin;1.364
Région flamande;Flandre occidentale;Furnes;38014;8670;Koksijde;65 - ...;Féminin;1.363
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;0 - 14;Masculin;52
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;0 - 14;Féminin;52
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;15 - 64;Masculin;430
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;15 - 64;Féminin;566
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;65 - ...;Masculin;724
Région flamande;Flandre occidentale;Furnes;38016;8620;Nieuport;65 - ...;Féminin;738
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;0 - 14;Masculin;85
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;0 - 14;Féminin;70
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;15 - 64;Masculin;466
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;15 - 64;Féminin;609
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;65 - ...;Masculin;571
Région flamande;Flandre occidentale;Furnes;38025;8630;Furnes;65 - ...;Féminin;728
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);0 - 14;Masculin;764
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);0 - 14;Féminin;704
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);15 - 64;Masculin;2.744
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);15 - 64;Féminin;3.872
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);65 - ...;Masculin;2.903
Région flamande;Flandre orientale;Alost;41002;9300;Alost (Flandre orientale);65 - ...;Féminin;3.120
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;0 - 14;Masculin;201
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;0 - 14;Féminin;170
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;15 - 64;Masculin;658
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;15 - 64;Féminin;945
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;65 - ...;Masculin;553
Région flamande;Flandre orientale;Alost;41011;9470;Denderleeuw;65 - ...;Féminin;604
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;0 - 14;Masculin;221
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;0 - 14;Féminin;206
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;15 - 64;Masculin;1.156
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;15 - 64;Féminin;1.560
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;65 - ...;Masculin;1.148
Région flamande;Flandre orientale;Alost;41018;9500;Grammont;65 - ...;Féminin;1.242
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;0 - 14;Masculin;169
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;0 - 14;Féminin;128
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;15 - 64;Masculin;602
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;15 - 64;Féminin;856
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;65 - ...;Masculin;621
Région flamande;Flandre orientale;Alost;41024;9450;Haaltert;65 - ...;Féminin;605
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;0 - 14;Masculin;127
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;0 - 14;Féminin;107
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;15 - 64;Masculin;657
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;15 - 64;Féminin;765
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;65 - ...;Masculin;565
Région flamande;Flandre orientale;Alost;41027;9550;Herzele;65 - ...;Féminin;561
Région flamande;Flandre orientale;Alost;41034;9340;Lede;0 - 14;Masculin;142
Région flamande;Flandre orientale;Alost;41034;9340;Lede;0 - 14;Féminin;100
Région flamande;Flandre orientale;Alost;41034;9340;Lede;15 - 64;Masculin;591
Région flamande;Flandre orientale;Alost;41034;9340;Lede;15 - 64;Féminin;779
Région flamande;Flandre orientale;Alost;41034;9340;Lede;65 - ...;Masculin;682
Région flamande;Flandre orientale;Alost;41034;9340;Lede;65 - ...;Féminin;624
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;0 - 14;Masculin;344
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;0 - 14;Féminin;261
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;15 - 64;Masculin;1.218
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;15 - 64;Féminin;1.673
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;65 - ...;Masculin;1.235
Région flamande;Flandre orientale;Alost;41048;9400;Ninove;65 - ...;Féminin;1.257
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;0 - 14;Masculin;55
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;0 - 14;Féminin;57
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;15 - 64;Masculin;324
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;15 - 64;Féminin;395
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;65 - ...;Masculin;275
Région flamande;Flandre orientale;Alost;41063;9520;Sint-Lievens-Houtem;65 - ...;Féminin;327
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;0 - 14;Masculin;217
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;0 - 14;Féminin;182
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;15 - 64;Masculin;921
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;15 - 64;Féminin;1.141
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;65 - ...;Masculin;875
Région flamande;Flandre orientale;Alost;41081;9620;Zottegem;65 - ...;Féminin;1.048
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;0 - 14;Masculin;161
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;0 - 14;Féminin;129
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;15 - 64;Masculin;644
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;15 - 64;Féminin;818
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;65 - ...;Masculin;694
Région flamande;Flandre orientale;Alost;41082;9420;Erpe-Mere;65 - ...;Féminin;703
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;0 - 14;Masculin;106
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;0 - 14;Féminin;97
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;15 - 64;Masculin;520
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;15 - 64;Féminin;672
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;65 - ...;Masculin;542
Région flamande;Flandre orientale;Termonde;42003;9290;Berlare;65 - ...;Féminin;489
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;0 - 14;Masculin;122
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;0 - 14;Féminin;88
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;15 - 64;Masculin;499
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;15 - 64;Féminin;607
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;65 - ...;Masculin;517
Région flamande;Flandre orientale;Termonde;42004;9255;Buggenhout;65 - ...;Féminin;470
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;0 - 14;Masculin;425
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;0 - 14;Féminin;402
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;15 - 64;Masculin;1.638
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;15 - 64;Féminin;2.050
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;65 - ...;Masculin;1.548
Région flamande;Flandre orientale;Termonde;42006;9200;Termonde;65 - ...;Féminin;1.786
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);0 - 14;Masculin;254
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);0 - 14;Féminin;183
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);15 - 64;Masculin;851
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);15 - 64;Féminin;1.055
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);65 - ...;Masculin;805
Région flamande;Flandre orientale;Termonde;42008;9220;Hamme (Flandre orientale);65 - ...;Féminin;810
Région flamande;Flandre orientale;Termonde;42010;9270;Laarne;0 - 14;Masculin;78
Région flamande;Flandre orientale;Termonde;42010;9270;Laarne;0 - 14;Féminin;51
Région flamande;Flandre orientale;Termonde;42010;9270;Laarne;15 - 64;Masculin;371
