gewest;provincie;arrondissement;nis_code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Kinderen;Mannelijk;73
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Kinderen;Vrouwelijk;70
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Actieven;Mannelijk;458
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Actieven;Vrouwelijk;590
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Bejaarden;Mannelijk;466
Vlaams Gewest;Antwerpen;Antwerpen;11001;2630;Aartselaar;Bejaarden;Vrouwelijk;544
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Kinderen;Mannelijk;4397
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Kinderen;Vrouwelijk;3346
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Actieven;Mannelijk;15332
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Actieven;Vrouwelijk;24264
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Bejaarden;Mannelijk;14402
Vlaams Gewest;Antwerpen;Antwerpen;11002;2000;Antwerpen;Bejaarden;Vrouwelijk;18345
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Kinderen;Mannelijk;71
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Kinderen;Vrouwelijk;43
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Actieven;Mannelijk;400
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Actieven;Vrouwelijk;495
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Bejaarden;Mannelijk;380
Vlaams Gewest;Antwerpen;Antwerpen;11004;2530;Boechout;Bejaarden;Vrouwelijk;442
Vlaams Gewest;Antwerpen;Antwerpen;11005;2850;Boom;Kinderen;Mannelijk;118
