région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge_(ans);sexe;nombre_de_séjours
Région flamande;Anvers;Anvers;11013.0;2650.0;Edegem;15 – 64;Masculin;1183
Région flamande;Anvers;Anvers;11013.0;2650.0;Edegem;15 – 64;Féminin;1605
Région flamande;Anvers;Anvers;11013.0;2650.0;Edegem;65 – ...;Masculin;1081
Région flamande;Anvers;Anvers;11013.0;2650.0;Edegem;65 – ...;Féminin;1388
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen; 0 – 14;Masculin;176
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen; 0 – 14;Féminin;108
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen;15 – 64;Masculin;1045
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen;15 – 64;Féminin;1570
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen;65 – ...;Masculin;651
Région flamande;Anvers;Anvers;11016.0;2910.0;Essen;65 – ...;Féminin;537
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem; 0 – 14;Masculin;106
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem; 0 – 14;Féminin;74
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem;15 – 64;Masculin;749
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem;15 – 64;Féminin;1026
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem;65 – ...;Masculin;488
Région flamande;Anvers;Anvers;11018.0;2620.0;Hemiksem;65 – ...;Féminin;388
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove; 0 – 14;Masculin;60
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove; 0 – 14;Féminin;45
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove;15 – 64;Masculin;378
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove;15 – 64;Féminin;615
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove;65 – ...;Masculin;414
Région flamande;Anvers;Anvers;11021.0;2540.0;Hove;65 – ...;Féminin;484
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout; 0 – 14;Masculin;121
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout; 0 – 14;Féminin;110
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout;15 – 64;Masculin;1143
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout;15 – 64;Féminin;1398
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout;65 – ...;Masculin;804
Région flamande;Anvers;Anvers;11022.0;2920.0;Kalmthout;65 – ...;Féminin;835
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers); 0 – 14;Masculin;245
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers); 0 – 14;Féminin;193
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers);15 – 64;Masculin;1614
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers);15 – 64;Féminin;2546
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers);65 – ...;Masculin;1558
Région flamande;Anvers;Anvers;11023.0;2950.0;Kapellen (Anvers);65 – ...;Féminin;1539
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich; 0 – 14;Masculin;141
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich; 0 – 14;Féminin;74
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich;15 – 64;Masculin;1106
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich;15 – 64;Féminin;2053
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich;65 – ...;Masculin;856
Région flamande;Anvers;Anvers;11024.0;2550.0;Kontich;65 – ...;Féminin;1059
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint; 0 – 14;Masculin;58
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint; 0 – 14;Féminin;52
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint;15 – 64;Masculin;599
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint;15 – 64;Féminin;900
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint;65 – ...;Masculin;295
Région flamande;Anvers;Anvers;11025.0;2547.0;Lint;65 – ...;Féminin;303
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel; 0 – 14;Masculin;196
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel; 0 – 14;Féminin;105
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel;15 – 64;Masculin;1432
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel;15 – 64;Féminin;2210
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel;65 – ...;Masculin;1240
Région flamande;Anvers;Anvers;11029.0;2640.0;Mortsel;65 – ...;Féminin;1431
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel; 0 – 14;Masculin;119
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel; 0 – 14;Féminin;87
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel;15 – 64;Masculin;811
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel;15 – 64;Féminin;1003
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel;65 – ...;Masculin;399
Région flamande;Anvers;Anvers;11030.0;2845.0;Niel;65 – ...;Féminin;458
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst; 0 – 14;Masculin;118
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst; 0 – 14;Féminin;104
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst;15 – 64;Masculin;1257
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst;15 – 64;Féminin;1833
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst;65 – ...;Masculin;858
Région flamande;Anvers;Anvers;11035.0;2520.0;Ranst;65 – ...;Féminin;836
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst; 0 – 14;Masculin;144
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst; 0 – 14;Féminin;94
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst;15 – 64;Masculin;1159
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst;15 – 64;Féminin;1411
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst;65 – ...;Masculin;636
Région flamande;Anvers;Anvers;11037.0;2840.0;Rumst;65 – ...;Féminin;693
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle; 0 – 14;Masculin;73
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle; 0 – 14;Féminin;57
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle;15 – 64;Masculin;587
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle;15 – 64;Féminin;1052
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle;65 – ...;Masculin;466
Région flamande;Anvers;Anvers;11038.0;2627.0;Schelle;65 – ...;Féminin;376
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde; 0 – 14;Masculin;187
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde; 0 – 14;Féminin;150
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde;15 – 64;Masculin;1379
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde;15 – 64;Féminin;1752
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde;65 – ...;Masculin;1344
Région flamande;Anvers;Anvers;11039.0;2970.0;Schilde;65 – ...;Féminin;1413
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten; 0 – 14;Masculin;301
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten; 0 – 14;Féminin;240
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten;15 – 64;Masculin;2414
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten;15 – 64;Féminin;3591
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten;65 – ...;Masculin;1751
Région flamande;Anvers;Anvers;11040.0;2900.0;Schoten;65 – ...;Féminin;1993
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek; 0 – 14;Masculin;165
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek; 0 – 14;Féminin;121
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek;15 – 64;Masculin;1477
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek;15 – 64;Féminin;2138
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek;65 – ...;Masculin;730
Région flamande;Anvers;Anvers;11044.0;2940.0;Stabroek;65 – ...;Féminin;731
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem; 0 – 14;Masculin;66
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem; 0 – 14;Féminin;40
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem;15 – 64;Masculin;610
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem;15 – 64;Féminin;1005
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem;65 – ...;Masculin;478
Région flamande;Anvers;Anvers;11050.0;2110.0;Wijnegem;65 – ...;Féminin;403
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem; 0 – 14;Masculin;117
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem; 0 – 14;Féminin;76
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem;15 – 64;Masculin;966
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem;15 – 64;Féminin;1253
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem;65 – ...;Masculin;807
Région flamande;Anvers;Anvers;11052.0;2160.0;Wommelgem;65 – ...;Féminin;675
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel; 0 – 14;Masculin;218
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel; 0 – 14;Féminin;149
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel;15 – 64;Masculin;1241
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel;15 – 64;Féminin;1980
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel;65 – ...;Masculin;633
Région flamande;Anvers;Anvers;11053.0;2990.0;Wuustwezel;65 – ...;Féminin;637
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven; 0 – 14;Masculin;92
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven; 0 – 14;Féminin;76
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven;15 – 64;Masculin;876
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven;15 – 64;Féminin;1437
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven;65 – ...;Masculin;384
Région flamande;Anvers;Anvers;11054.0;2240.0;Zandhoven;65 – ...;Féminin;660
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel; 0 – 14;Masculin;160
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel; 0 – 14;Féminin;191
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel;15 – 64;Masculin;1393
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel;15 – 64;Féminin;2273
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel;65 – ...;Masculin;908
Région flamande;Anvers;Anvers;11055.0;2980.0;Zoersel;65 – ...;Féminin;1063
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht; 0 – 14;Masculin;137
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht; 0 – 14;Féminin;78
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht;15 – 64;Masculin;1381
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht;15 – 64;Féminin;2074
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht;65 – ...;Masculin;848
Région flamande;Anvers;Anvers;11056.0;2070.0;Zwijndrecht;65 – ...;Féminin;830
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle; 0 – 14;Masculin;135
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle; 0 – 14;Féminin;109
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle;15 – 64;Masculin;1148
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle;15 – 64;Féminin;1456
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle;65 – ...;Masculin;574
Région flamande;Anvers;Anvers;11057.0;2390.0;Malle;65 – ...;Féminin;769
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar; 0 – 14;Masculin;108
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar; 0 – 14;Féminin;77
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar;15 – 64;Masculin;762
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar;15 – 64;Féminin;1118
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar;65 – ...;Masculin;497
Région flamande;Anvers;Malines;12002.0;2590.0;Berlaar;65 – ...;Féminin;513
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden; 0 – 14;Masculin;170
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden; 0 – 14;Féminin;135
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden;15 – 64;Masculin;954
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden;15 – 64;Féminin;1348
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden;65 – ...;Masculin;1122
Région flamande;Anvers;Malines;12005.0;2820.0;Bonheiden;65 – ...;Féminin;1056
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem; 0 – 14;Masculin;204
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem; 0 – 14;Féminin;134
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem;15 – 64;Masculin;1749
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem;15 – 64;Féminin;2554
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem;65 – ...;Masculin;1189
Région flamande;Anvers;Malines;12007.0;2880.0;Bornem;65 – ...;Féminin;1143
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel; 0 – 14;Masculin;124
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel; 0 – 14;Féminin;76
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel;15 – 64;Masculin;1178
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel;15 – 64;Féminin;1743
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel;65 – ...;Masculin;693
Région flamande;Anvers;Malines;12009.0;2570.0;Duffel;65 – ...;Féminin;841
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg; 0 – 14;Masculin;329
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg; 0 – 14;Féminin;172
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg;15 – 64;Masculin;2496
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg;15 – 64;Féminin;3821
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg;65 – ...;Masculin;1783
Région flamande;Anvers;Malines;12014.0;2220.0;Heist-op-den-Berg;65 – ...;Féminin;1740
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre; 0 – 14;Masculin;333
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre; 0 – 14;Féminin;174
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre;15 – 64;Masculin;2192
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre;15 – 64;Féminin;3517
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre;65 – ...;Masculin;1720
Région flamande;Anvers;Malines;12021.0;2500.0;Lierre;65 – ...;Féminin;1574
Région flamande;Anvers;Malines;12025.0;2800.0;Malines; 0 – 14;Masculin;1014
Région flamande;Anvers;Malines;12025.0;2800.0;Malines; 0 – 14;Féminin;605
Région flamande;Anvers;Malines;12025.0;2800.0;Malines;15 – 64;Masculin;4437
Région flamande;Anvers;Malines;12025.0;2800.0;Malines;15 – 64;Féminin;8023
Région flamande;Anvers;Malines;12025.0;2800.0;Malines;65 – ...;Masculin;2713
Région flamande;Anvers;Malines;12025.0;2800.0;Malines;65 – ...;Féminin;3540
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen; 0 – 14;Masculin;220
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen; 0 – 14;Féminin;111
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen;15 – 64;Masculin;1398
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen;15 – 64;Féminin;2219
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen;65 – ...;Masculin;838
Région flamande;Anvers;Malines;12026.0;2560.0;Nijlen;65 – ...;Féminin;900
Région flamande;Anvers;Malines;12029.0;2580.0;Putte; 0 – 14;Masculin;134
Région flamande;Anvers;Malines;12029.0;2580.0;Putte; 0 – 14;Féminin;102
Région flamande;Anvers;Malines;12029.0;2580.0;Putte;15 – 64;Masculin;1131
Région flamande;Anvers;Malines;12029.0;2580.0;Putte;15 – 64;Féminin;1569
Région flamande;Anvers;Malines;12029.0;2580.0;Putte;65 – ...;Masculin;821
Région flamande;Anvers;Malines;12029.0;2580.0;Putte;65 – ...;Féminin;880
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs; 0 – 14;Masculin;145
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs; 0 – 14;Féminin;169
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs;15 – 64;Masculin;1200
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs;15 – 64;Féminin;1699
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs;65 – ...;Masculin;854
Région flamande;Anvers;Malines;12030.0;2870.0;Puurs;65 – ...;Féminin;918
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands; 0 – 14;Masculin;85
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands; 0 – 14;Féminin;49
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands;15 – 64;Masculin;533
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands;15 – 64;Féminin;947
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands;65 – ...;Masculin;434
Région flamande;Anvers;Malines;12034.0;2890.0;Sint-Amands;65 – ...;Féminin;449
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver; 0 – 14;Masculin;175
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver; 0 – 14;Féminin;133
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver;15 – 64;Masculin;1304
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver;15 – 64;Féminin;1800
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver;65 – ...;Masculin;748
Région flamande;Anvers;Malines;12035.0;2860.0;Sint-Katelijne-Waver;65 – ...;Féminin;1312
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek; 0 – 14;Masculin;314
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek; 0 – 14;Féminin;166
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek;15 – 64;Masculin;1898
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek;15 – 64;Féminin;2715
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek;65 – ...;Masculin;1236
Région flamande;Anvers;Malines;12040.0;2830.0;Willebroek;65 – ...;Féminin;1239
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk; 0 – 14;Masculin;164
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk; 0 – 14;Féminin;171
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk;15 – 64;Masculin;872
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk;15 – 64;Féminin;1334
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk;65 – ...;Masculin;476
Région flamande;Anvers;Turnhout;13001.0;2370.0;Arendonk;65 – ...;Féminin;629
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc; 0 – 14;Masculin;25
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc; 0 – 14;Féminin;19
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc;15 – 64;Masculin;191
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc;15 – 64;Féminin;244
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc;65 – ...;Masculin;210
Région flamande;Anvers;Turnhout;13002.0;2387.0;Baerle-Duc;65 – ...;Féminin;104
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen; 0 – 14;Masculin;432
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen; 0 – 14;Féminin;232
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen;15 – 64;Masculin;1540
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen;15 – 64;Féminin;2397
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen;65 – ...;Masculin;1155
Région flamande;Anvers;Turnhout;13003.0;2490.0;Balen;65 – ...;Féminin;1237
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse; 0 – 14;Masculin;179
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse; 0 – 14;Féminin;192
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse;15 – 64;Masculin;1112
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse;15 – 64;Féminin;1991
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse;65 – ...;Masculin;775
Région flamande;Anvers;Turnhout;13004.0;2340.0;Beerse;65 – ...;Féminin;767
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel; 0 – 14;Masculin;159
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel; 0 – 14;Féminin;116
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel;15 – 64;Masculin;681
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel;15 – 64;Féminin;954
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel;65 – ...;Masculin;601
Région flamande;Anvers;Turnhout;13006.0;2480.0;Dessel;65 – ...;Féminin;413
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel; 0 – 14;Masculin;697
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel; 0 – 14;Féminin;451
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel;15 – 64;Masculin;2832
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel;15 – 64;Féminin;4212
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel;65 – ...;Masculin;1616
Région flamande;Anvers;Turnhout;13008.0;2440.0;Geel;65 – ...;Féminin;1707
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk; 0 – 14;Masculin;84
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk; 0 – 14;Féminin;101
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk;15 – 64;Masculin;771
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk;15 – 64;Féminin;1128
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk;65 – ...;Masculin;382
Région flamande;Anvers;Turnhout;13010.0;2280.0;Grobbendonk;65 – ...;Féminin;429
Région flamande;Anvers;Turnhout;13011.0;2200.0;Herentals; 0 – 14;Masculin;235
Région flamande;Anvers;Turnhout;13011.0;2200.0;Herentals; 0 – 14;Féminin;153
Région flamande;Anvers;Turnhout;13011.0;2200.0;Herentals;15 – 64;Masculin;1815
Région flamande;Anvers;Turnhout;13011.0;2200.0;Herentals;15 – 64;Féminin;2856
