région;province;arrondissement;code_ins;code_postal;commune;classe_d_âge_(ans);sexe;nombre_de_séjours
Région flamande;Brabant flamand;Louvain;24104.0;3080.0;Tervuren;65 – ...;Masculin;915
Région flamande;Brabant flamand;Louvain;24104.0;3080.0;Tervuren;65 – ...;Féminin;794
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont; 0 – 14;Masculin;336
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont; 0 – 14;Féminin;214
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont;15 – 64;Masculin;2208
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont;15 – 64;Féminin;3441
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont;65 – ...;Masculin;1526
Région flamande;Brabant flamand;Louvain;24107.0;3300.0;Tirlemont;65 – ...;Féminin;1416
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo; 0 – 14;Masculin;94
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo; 0 – 14;Féminin;62
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo;15 – 64;Masculin;996
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo;15 – 64;Féminin;1159
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo;65 – ...;Masculin;604
Région flamande;Brabant flamand;Louvain;24109.0;3120.0;Tremelo;65 – ...;Féminin;604
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau; 0 – 14;Masculin;111
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau; 0 – 14;Féminin;45
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau;15 – 64;Masculin;495
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau;15 – 64;Féminin;897
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau;65 – ...;Masculin;359
Région flamande;Brabant flamand;Louvain;24130.0;3440.0;Léau;65 – ...;Féminin;494
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter; 0 – 14;Masculin;59
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter; 0 – 14;Féminin;47
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter;15 – 64;Masculin;471
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter;15 – 64;Féminin;668
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter;65 – ...;Masculin;317
Région flamande;Brabant flamand;Louvain;24133.0;3350.0;Linter;65 – ...;Féminin;303
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem; 0 – 14;Masculin;187
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem; 0 – 14;Féminin;137
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem;15 – 64;Masculin;1476
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem;15 – 64;Féminin;1932
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem;65 – ...;Masculin;953
Région flamande;Brabant flamand;Louvain;24134.0;3270.0;Montaigu-Zichem;65 – ...;Féminin;1212
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge; 0 – 14;Masculin;120
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge; 0 – 14;Féminin;72
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge;15 – 64;Masculin;674
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge;15 – 64;Féminin;1000
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge;65 – ...;Masculin;461
Région flamande;Brabant flamand;Louvain;24135.0;3390.0;Tielt-Winge;65 – ...;Féminin;586
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek; 0 – 14;Masculin;56
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek; 0 – 14;Féminin;29
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek;15 – 64;Masculin;346
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek;15 – 64;Féminin;515
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek;65 – ...;Masculin;307
Région flamande;Brabant flamand;Louvain;24137.0;3380.0;Glabbeek;65 – ...;Féminin;261
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem; 0 – 14;Masculin;140
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem; 0 – 14;Féminin;114
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem;15 – 64;Masculin;1050
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem;15 – 64;Féminin;1279
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem;65 – ...;Masculin;491
Région flamande;Flandre occidentale;Bruges;31003.0;8730.0;Beernem;65 – ...;Féminin;633
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge; 0 – 14;Masculin;125
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge; 0 – 14;Féminin;96
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge;15 – 64;Masculin;1476
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge;15 – 64;Féminin;2051
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge;65 – ...;Masculin;1479
Région flamande;Flandre occidentale;Bruges;31004.0;8370.0;Blankenberge;65 – ...;Féminin;1642
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges; 0 – 14;Masculin;1036
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges; 0 – 14;Féminin;688
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges;15 – 64;Masculin;7494
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges;15 – 64;Féminin;9506
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges;65 – ...;Masculin;5939
Région flamande;Flandre occidentale;Bruges;31005.0;8000.0;Bruges;65 – ...;Féminin;6397
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme; 0 – 14;Masculin;89
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme; 0 – 14;Féminin;70
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme;15 – 64;Masculin;627
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme;15 – 64;Féminin;963
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme;65 – ...;Masculin;527
Région flamande;Flandre occidentale;Bruges;31006.0;8340.0;Damme;65 – ...;Féminin;377
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke; 0 – 14;Masculin;134
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke; 0 – 14;Féminin;108
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke;15 – 64;Masculin;852
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke;15 – 64;Féminin;1147
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke;65 – ...;Masculin;666
Région flamande;Flandre occidentale;Bruges;31012.0;8490.0;Jabbeke;65 – ...;Féminin;695
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp; 0 – 14;Masculin;252
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp; 0 – 14;Féminin;181
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp;15 – 64;Masculin;1346
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp;15 – 64;Féminin;2114
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp;65 – ...;Masculin;1166
Région flamande;Flandre occidentale;Bruges;31022.0;8020.0;Oostkamp;65 – ...;Féminin;1159
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout; 0 – 14;Masculin;242
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout; 0 – 14;Féminin;195
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout;15 – 64;Masculin;1466
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout;15 – 64;Féminin;1905
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout;65 – ...;Masculin;983
Région flamande;Flandre occidentale;Bruges;31033.0;8820.0;Torhout;65 – ...;Féminin;821
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem; 0 – 14;Masculin;284
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem; 0 – 14;Féminin;198
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem;15 – 64;Masculin;1613
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem;15 – 64;Féminin;2180
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem;65 – ...;Masculin;1025
Région flamande;Flandre occidentale;Bruges;31040.0;8210.0;Zedelgem;65 – ...;Féminin;1063
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke; 0 – 14;Masculin;35
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke; 0 – 14;Féminin;14
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke;15 – 64;Masculin;197
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke;15 – 64;Féminin;243
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke;65 – ...;Masculin;145
Région flamande;Flandre occidentale;Bruges;31042.0;8377.0;Zuienkerke;65 – ...;Féminin;91
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist; 0 – 14;Masculin;225
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist; 0 – 14;Féminin;132
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist;15 – 64;Masculin;2080
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist;15 – 64;Féminin;2941
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist;65 – ...;Masculin;2544
Région flamande;Flandre occidentale;Bruges;31043.0;8300.0;Knokke-Heist;65 – ...;Féminin;2758
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude; 0 – 14;Masculin;151
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude; 0 – 14;Féminin;92
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude;15 – 64;Masculin;1054
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude;15 – 64;Féminin;1433
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude;65 – ...;Masculin;680
Région flamande;Flandre occidentale;Dixmude;32003.0;8600.0;Dixmude;65 – ...;Féminin;642
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst; 0 – 14;Masculin;123
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst; 0 – 14;Féminin;98
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst;15 – 64;Masculin;754
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst;15 – 64;Féminin;892
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst;65 – ...;Masculin;277
Région flamande;Flandre occidentale;Dixmude;32006.0;8650.0;Houthulst;65 – ...;Féminin;339
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare; 0 – 14;Masculin;104
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare; 0 – 14;Féminin;60
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare;15 – 64;Masculin;623
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare;15 – 64;Féminin;741
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare;65 – ...;Masculin;500
Région flamande;Flandre occidentale;Dixmude;32010.0;8680.0;Koekelare;65 – ...;Féminin;302
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark; 0 – 14;Masculin;145
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark; 0 – 14;Féminin;112
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark;15 – 64;Masculin;778
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark;15 – 64;Féminin;991
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark;65 – ...;Masculin;415
Région flamande;Flandre occidentale;Dixmude;32011.0;8610.0;Kortemark;65 – ...;Féminin;463
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge; 0 – 14;Masculin;26
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge; 0 – 14;Féminin;13
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge;15 – 64;Masculin;154
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge;15 – 64;Féminin;198
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge;65 – ...;Masculin;213
Région flamande;Flandre occidentale;Dixmude;32030.0;8647.0;Lo-Reninge;65 – ...;Féminin;118
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres; 0 – 14;Masculin;232
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres; 0 – 14;Féminin;180
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres;15 – 64;Masculin;2657
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres;15 – 64;Féminin;3043
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres;65 – ...;Masculin;1398
Région flamande;Flandre occidentale;Ypres;33011.0;8900.0;Ypres;65 – ...;Féminin;1641
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines; 0 – 14;Masculin;11
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines; 0 – 14;Féminin;10
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines;15 – 64;Masculin;58
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines;15 – 64;Féminin;122
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines;65 – ...;Masculin;55
Région flamande;Flandre occidentale;Ypres;33016.0;8957.0;Messines;65 – ...;Féminin;49
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge; 0 – 14;Masculin;141
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge; 0 – 14;Féminin;154
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;15 – 64;Masculin;1354
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;15 – 64;Féminin;1639
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;65 – ...;Masculin;907
Région flamande;Flandre occidentale;Ypres;33021.0;8970.0;Poperinge;65 – ...;Féminin;946
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik; 0 – 14;Masculin;278
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik; 0 – 14;Féminin;201
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;15 – 64;Masculin;1295
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;15 – 64;Féminin;1860
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;65 – ...;Masculin;843
Région flamande;Flandre occidentale;Ypres;33029.0;8940.0;Wervik;65 – ...;Féminin;799
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke; 0 – 14;Masculin;132
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke; 0 – 14;Féminin;108
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;15 – 64;Masculin;912
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;15 – 64;Féminin;1061
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;65 – ...;Masculin;474
Région flamande;Flandre occidentale;Ypres;33037.0;8980.0;Zonnebeke;65 – ...;Féminin;515
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland; 0 – 14;Masculin;55
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland; 0 – 14;Féminin;41
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;15 – 64;Masculin;580
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;15 – 64;Féminin;698
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;65 – ...;Masculin;279
Région flamande;Flandre occidentale;Ypres;33039.0;8950.0;Heuvelland;65 – ...;Féminin;286
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Masculin;85
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Féminin;79
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Masculin;626
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Féminin;725
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Masculin;310
Région flamande;Flandre occidentale;Ypres;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Féminin;261
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren; 0 – 14;Masculin;30
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren; 0 – 14;Féminin;31
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;15 – 64;Masculin;159
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;15 – 64;Féminin;317
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;65 – ...;Masculin;94
Région flamande;Flandre occidentale;Ypres;33041.0;8640.0;Vleteren;65 – ...;Féminin;177
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem; 0 – 14;Masculin;176
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem; 0 – 14;Féminin;126
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;15 – 64;Masculin;900
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;15 – 64;Féminin;1278
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;65 – ...;Masculin;501
Région flamande;Flandre occidentale;Courtrai;34002.0;8570.0;Anzegem;65 – ...;Féminin;569
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem; 0 – 14;Masculin;98
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem; 0 – 14;Féminin;81
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;15 – 64;Masculin;666
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;15 – 64;Féminin;1171
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;65 – ...;Masculin;297
Région flamande;Flandre occidentale;Courtrai;34003.0;8580.0;Avelgem;65 – ...;Féminin;391
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk; 0 – 14;Masculin;123
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk; 0 – 14;Féminin;98
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;15 – 64;Masculin;755
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;15 – 64;Féminin;1221
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;65 – ...;Masculin;460
Région flamande;Flandre occidentale;Courtrai;34009.0;8540.0;Deerlijk;65 – ...;Féminin;530
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke; 0 – 14;Masculin;326
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke; 0 – 14;Féminin;244
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;15 – 64;Masculin;1959
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;15 – 64;Féminin;3070
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;65 – ...;Masculin;1224
Région flamande;Flandre occidentale;Courtrai;34013.0;8530.0;Harelbeke;65 – ...;Féminin;1333
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai; 0 – 14;Masculin;1076
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai; 0 – 14;Féminin;870
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;15 – 64;Masculin;5228
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;15 – 64;Féminin;8584
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;65 – ...;Masculin;3270
Région flamande;Flandre occidentale;Courtrai;34022.0;8500.0;Courtrai;65 – ...;Féminin;3927
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne; 0 – 14;Masculin;195
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne; 0 – 14;Féminin;156
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;15 – 64;Masculin;1023
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;15 – 64;Féminin;1603
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;65 – ...;Masculin;667
Région flamande;Flandre occidentale;Courtrai;34023.0;8520.0;Kuurne;65 – ...;Féminin;848
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede; 0 – 14;Masculin;65
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede; 0 – 14;Féminin;50
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;15 – 64;Masculin;358
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;15 – 64;Féminin;740
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;65 – ...;Masculin;416
Région flamande;Flandre occidentale;Courtrai;34025.0;8860.0;Lendelede;65 – ...;Féminin;323
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin; 0 – 14;Masculin;545
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin; 0 – 14;Féminin;397
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;15 – 64;Masculin;2418
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;15 – 64;Féminin;3581
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;65 – ...;Masculin;1651
Région flamande;Flandre occidentale;Courtrai;34027.0;8930.0;Menin;65 – ...;Féminin;1587
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem; 0 – 14;Masculin;437
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem; 0 – 14;Féminin;345
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;15 – 64;Masculin;2506
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;15 – 64;Féminin;3603
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;65 – ...;Masculin;1303
Région flamande;Flandre occidentale;Courtrai;34040.0;8790.0;Waregem;65 – ...;Féminin;1667
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem; 0 – 14;Masculin;394
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem; 0 – 14;Féminin;327
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;15 – 64;Masculin;1977
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;15 – 64;Féminin;3463
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;65 – ...;Masculin;1152
Région flamande;Flandre occidentale;Courtrai;34041.0;8560.0;Wevelgem;65 – ...;Féminin;1104
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem; 0 – 14;Masculin;352
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem; 0 – 14;Féminin;261
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;15 – 64;Masculin;1630
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;15 – 64;Féminin;2650
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;65 – ...;Masculin;1028
Région flamande;Flandre occidentale;Courtrai;34042.0;8550.0;Zwevegem;65 – ...;Féminin;983
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin; 0 – 14;Masculin;22
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin; 0 – 14;Féminin;24
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;15 – 64;Masculin;136
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;15 – 64;Féminin;196
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;65 – ...;Masculin;51
Région flamande;Flandre occidentale;Courtrai;34043.0;8587.0;Espierres-Helchin;65 – ...;Féminin;29
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene; 0 – 14;Masculin;161
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene; 0 – 14;Féminin;84
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;15 – 64;Masculin;1359
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;15 – 64;Féminin;1733
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;65 – ...;Masculin;985
Région flamande;Flandre occidentale;Ostende;35002.0;8450.0;Bredene;65 – ...;Féminin;830
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel; 0 – 14;Masculin;114
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel; 0 – 14;Féminin;77
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;15 – 64;Masculin;928
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;15 – 64;Féminin;1063
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;65 – ...;Masculin;508
Région flamande;Flandre occidentale;Ostende;35005.0;8470.0;Gistel;65 – ...;Féminin;683
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem; 0 – 14;Masculin;169
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem; 0 – 14;Féminin;147
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;15 – 64;Masculin;1002
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;15 – 64;Féminin;1341
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;65 – ...;Masculin;667
Région flamande;Flandre occidentale;Ostende;35006.0;8480.0;Ichtegem;65 – ...;Féminin;572
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke; 0 – 14;Masculin;113
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke; 0 – 14;Féminin;172
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;15 – 64;Masculin;1391
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;15 – 64;Féminin;1874
Région flamande;Flandre occidentale;Ostende;35011.0;8430.0;Middelkerke;65 – ...;Masculin;1511
