gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;65 – ...;Mannelijk;1499
Vlaams Gewest;Vlaams-Brabant;Leuven;24001;3200;Aarschot;65 – ...;Vrouwelijk;1502
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk; 0 – 14;Mannelijk;69
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk; 0 – 14;Vrouwelijk;60
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;15 – 64;Mannelijk;649
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;15 – 64;Vrouwelijk;996
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;65 – ...;Mannelijk;521
Vlaams Gewest;Vlaams-Brabant;Leuven;24007;3130;Begijnendijk;65 – ...;Vrouwelijk;396
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort; 0 – 14;Mannelijk;45
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort; 0 – 14;Vrouwelijk;34
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;15 – 64;Mannelijk;394
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;15 – 64;Vrouwelijk;619
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 – ...;Mannelijk;254
Vlaams Gewest;Vlaams-Brabant;Leuven;24008;3460;Bekkevoort;65 – ...;Vrouwelijk;233
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem; 0 – 14;Mannelijk;139
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem; 0 – 14;Vrouwelijk;46
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 – 64;Mannelijk;627
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;15 – 64;Vrouwelijk;849
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 – ...;Mannelijk;631
Vlaams Gewest;Vlaams-Brabant;Leuven;24009;3060;Bertem;65 – ...;Vrouwelijk;588
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek; 0 – 14;Mannelijk;98
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek; 0 – 14;Vrouwelijk;58
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 – 64;Mannelijk;607
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;15 – 64;Vrouwelijk;899
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 – ...;Mannelijk;522
Vlaams Gewest;Vlaams-Brabant;Leuven;24011;3360;Bierbeek;65 – ...;Vrouwelijk;673
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek; 0 – 14;Mannelijk;113
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek; 0 – 14;Vrouwelijk;72
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 – 64;Mannelijk;791
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;15 – 64;Vrouwelijk;1127
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 – ...;Mannelijk;537
Vlaams Gewest;Vlaams-Brabant;Leuven;24014;3190;Boortmeerbeek;65 – ...;Vrouwelijk;569
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem; 0 – 14;Mannelijk;76
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem; 0 – 14;Vrouwelijk;67
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 – 64;Mannelijk;510
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;15 – 64;Vrouwelijk;755
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 – ...;Mannelijk;224
Vlaams Gewest;Vlaams-Brabant;Leuven;24016;3370;Boutersem;65 – ...;Vrouwelijk;347
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest; 0 – 14;Mannelijk;234
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest; 0 – 14;Vrouwelijk;117
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 – 64;Mannelijk;1559
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;15 – 64;Vrouwelijk;2177
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 – ...;Mannelijk;1201
Vlaams Gewest;Vlaams-Brabant;Leuven;24020;3290;Diest;65 – ...;Vrouwelijk;1093
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets; 0 – 14;Mannelijk;106
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets; 0 – 14;Vrouwelijk;46
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 – 64;Mannelijk;501
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;15 – 64;Vrouwelijk;554
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 – ...;Mannelijk;291
Vlaams Gewest;Vlaams-Brabant;Leuven;24028;3450;Geetbets;65 – ...;Vrouwelijk;334
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht; 0 – 14;Mannelijk;125
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht; 0 – 14;Vrouwelijk;132
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 – 64;Mannelijk;894
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;15 – 64;Vrouwelijk;1529
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 – ...;Mannelijk;736
Vlaams Gewest;Vlaams-Brabant;Leuven;24033;3150;Haacht;65 – ...;Vrouwelijk;761
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent; 0 – 14;Mannelijk;224
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent; 0 – 14;Vrouwelijk;157
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 – 64;Mannelijk;1417
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;15 – 64;Vrouwelijk;1968
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 – ...;Mannelijk;998
Vlaams Gewest;Vlaams-Brabant;Leuven;24038;3020;Herent;65 – ...;Vrouwelijk;1073
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden; 0 – 14;Mannelijk;62
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden; 0 – 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 – 64;Mannelijk;424
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;15 – 64;Vrouwelijk;732
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 – ...;Mannelijk;349
Vlaams Gewest;Vlaams-Brabant;Leuven;24041;3320;Hoegaarden;65 – ...;Vrouwelijk;248
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek; 0 – 14;Mannelijk;122
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek; 0 – 14;Vrouwelijk;78
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 – 64;Mannelijk;661
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;15 – 64;Vrouwelijk;980
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 – ...;Mannelijk;427
Vlaams Gewest;Vlaams-Brabant;Leuven;24043;3220;Holsbeek;65 – ...;Vrouwelijk;465
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg; 0 – 14;Mannelijk;67
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg; 0 – 14;Vrouwelijk;66
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 – 64;Mannelijk;629
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;15 – 64;Vrouwelijk;720
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 – ...;Mannelijk;298
Vlaams Gewest;Vlaams-Brabant;Leuven;24045;3040;Huldenberg;65 – ...;Vrouwelijk;309
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen; 0 – 14;Mannelijk;106
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen; 0 – 14;Vrouwelijk;70
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 – 64;Mannelijk;1004
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;15 – 64;Vrouwelijk;1314
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 – ...;Mannelijk;825
Vlaams Gewest;Vlaams-Brabant;Leuven;24048;3140;Keerbergen;65 – ...;Vrouwelijk;832
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken; 0 – 14;Mannelijk;72
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken; 0 – 14;Vrouwelijk;45
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 – 64;Mannelijk;457
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;15 – 64;Vrouwelijk;732
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 – ...;Mannelijk;331
Vlaams Gewest;Vlaams-Brabant;Leuven;24054;3470;Kortenaken;65 – ...;Vrouwelijk;320
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg; 0 – 14;Mannelijk;213
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg; 0 – 14;Vrouwelijk;111
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 – 64;Mannelijk;1254
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;15 – 64;Vrouwelijk;1663
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 – ...;Mannelijk;908
Vlaams Gewest;Vlaams-Brabant;Leuven;24055;3070;Kortenberg;65 – ...;Vrouwelijk;942
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen; 0 – 14;Mannelijk;199
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen; 0 – 14;Vrouwelijk;112
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 – 64;Mannelijk;1037
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;15 – 64;Vrouwelijk;1556
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 – ...;Mannelijk;745
Vlaams Gewest;Vlaams-Brabant;Leuven;24059;3400;Landen;65 – ...;Vrouwelijk;866
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven; 0 – 14;Mannelijk;770
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven; 0 – 14;Vrouwelijk;465
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 – 64;Mannelijk;5232
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;15 – 64;Vrouwelijk;8625
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 – ...;Mannelijk;4155
Vlaams Gewest;Vlaams-Brabant;Leuven;24062;3000;Leuven;65 – ...;Vrouwelijk;4486
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek; 0 – 14;Mannelijk;114
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek; 0 – 14;Vrouwelijk;114
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 – 64;Mannelijk;873
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;15 – 64;Vrouwelijk;1287
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 – ...;Mannelijk;782
Vlaams Gewest;Vlaams-Brabant;Leuven;24066;3210;Lubbeek;65 – ...;Vrouwelijk;748
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee; 0 – 14;Mannelijk;110
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee; 0 – 14;Vrouwelijk;66
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 – 64;Mannelijk;646
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;15 – 64;Vrouwelijk;941
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 – ...;Mannelijk;522
Vlaams Gewest;Vlaams-Brabant;Leuven;24086;3050;Oud-Heverlee;65 – ...;Vrouwelijk;595
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar; 0 – 14;Mannelijk;127
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar; 0 – 14;Vrouwelijk;92
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 – 64;Mannelijk;1119
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;15 – 64;Vrouwelijk;1592
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 – ...;Mannelijk;718
Vlaams Gewest;Vlaams-Brabant;Leuven;24094;3110;Rotselaar;65 – ...;Vrouwelijk;772
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren; 0 – 14;Mannelijk;155
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren; 0 – 14;Vrouwelijk;100
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 – 64;Mannelijk;926
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;15 – 64;Vrouwelijk;1386
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 – ...;Mannelijk;942
Vlaams Gewest;Vlaams-Brabant;Leuven;24104;3080;Tervuren;65 – ...;Vrouwelijk;873
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen; 0 – 14;Mannelijk;300
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen; 0 – 14;Vrouwelijk;264
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 – 64;Mannelijk;2282
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;15 – 64;Vrouwelijk;3690
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 – ...;Mannelijk;1605
Vlaams Gewest;Vlaams-Brabant;Leuven;24107;3300;Tienen;65 – ...;Vrouwelijk;1713
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo; 0 – 14;Mannelijk;208
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo; 0 – 14;Vrouwelijk;102
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 – 64;Mannelijk;1119
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;15 – 64;Vrouwelijk;1419
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 – ...;Mannelijk;708
Vlaams Gewest;Vlaams-Brabant;Leuven;24109;3120;Tremelo;65 – ...;Vrouwelijk;690
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw; 0 – 14;Mannelijk;74
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw; 0 – 14;Vrouwelijk;55
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 – 64;Mannelijk;567
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;15 – 64;Vrouwelijk;836
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 – ...;Mannelijk;455
Vlaams Gewest;Vlaams-Brabant;Leuven;24130;3440;Zoutleeuw;65 – ...;Vrouwelijk;514
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter; 0 – 14;Mannelijk;146
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter; 0 – 14;Vrouwelijk;39
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 – 64;Mannelijk;422
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;15 – 64;Vrouwelijk;696
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 – ...;Mannelijk;261
Vlaams Gewest;Vlaams-Brabant;Leuven;24133;3350;Linter;65 – ...;Vrouwelijk;259
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem; 0 – 14;Mannelijk;161
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem; 0 – 14;Vrouwelijk;120
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 – 64;Mannelijk;1583
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;15 – 64;Vrouwelijk;2013
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 – ...;Mannelijk;1124
Vlaams Gewest;Vlaams-Brabant;Leuven;24134;3270;Scherpenheuvel-Zichem;65 – ...;Vrouwelijk;1220
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge; 0 – 14;Mannelijk;94
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge; 0 – 14;Vrouwelijk;77
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 – 64;Mannelijk;763
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;15 – 64;Vrouwelijk;1172
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 – ...;Mannelijk;437
Vlaams Gewest;Vlaams-Brabant;Leuven;24135;3390;Tielt-Winge;65 – ...;Vrouwelijk;540
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek; 0 – 14;Mannelijk;44
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek; 0 – 14;Vrouwelijk;35
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 – 64;Mannelijk;431
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;15 – 64;Vrouwelijk;558
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 – ...;Mannelijk;225
Vlaams Gewest;Vlaams-Brabant;Leuven;24137;3380;Glabbeek;65 – ...;Vrouwelijk;222
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem; 0 – 14;Mannelijk;145
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem; 0 – 14;Vrouwelijk;104
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 – 64;Mannelijk;1102
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;15 – 64;Vrouwelijk;1425
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 – ...;Mannelijk;855
Vlaams Gewest;West-Vlaanderen;Brugge;31003;8730;Beernem;65 – ...;Vrouwelijk;642
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge; 0 – 14;Mannelijk;139
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge; 0 – 14;Vrouwelijk;97
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 – 64;Mannelijk;1584
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;15 – 64;Vrouwelijk;2294
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 – ...;Mannelijk;1704
Vlaams Gewest;West-Vlaanderen;Brugge;31004;8370;Blankenberge;65 – ...;Vrouwelijk;1836
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge; 0 – 14;Mannelijk;972
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge; 0 – 14;Vrouwelijk;663
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 – 64;Mannelijk;7871
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;15 – 64;Vrouwelijk;10477
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 – ...;Mannelijk;7240
Vlaams Gewest;West-Vlaanderen;Brugge;31005;8000;Brugge;65 – ...;Vrouwelijk;8548
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme; 0 – 14;Mannelijk;78
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme; 0 – 14;Vrouwelijk;92
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 – 64;Mannelijk;669
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;15 – 64;Vrouwelijk;1108
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 – ...;Mannelijk;409
Vlaams Gewest;West-Vlaanderen;Brugge;31006;8340;Damme;65 – ...;Vrouwelijk;483
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke; 0 – 14;Mannelijk;108
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke; 0 – 14;Vrouwelijk;94
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 – 64;Mannelijk;881
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;15 – 64;Vrouwelijk;1015
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 – ...;Mannelijk;803
Vlaams Gewest;West-Vlaanderen;Brugge;31012;8490;Jabbeke;65 – ...;Vrouwelijk;714
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp; 0 – 14;Mannelijk;217
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp; 0 – 14;Vrouwelijk;156
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 – 64;Mannelijk;1563
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;15 – 64;Vrouwelijk;2215
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 – ...;Mannelijk;1271
Vlaams Gewest;West-Vlaanderen;Brugge;31022;8020;Oostkamp;65 – ...;Vrouwelijk;1410
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout; 0 – 14;Mannelijk;268
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout; 0 – 14;Vrouwelijk;224
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 – 64;Mannelijk;1847
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;15 – 64;Vrouwelijk;2286
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 – ...;Mannelijk;1289
Vlaams Gewest;West-Vlaanderen;Brugge;31033;8820;Torhout;65 – ...;Vrouwelijk;1027
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem; 0 – 14;Mannelijk;287
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem; 0 – 14;Vrouwelijk;176
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 – 64;Mannelijk;1786
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;15 – 64;Vrouwelijk;2323
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 – ...;Mannelijk;1214
Vlaams Gewest;West-Vlaanderen;Brugge;31040;8210;Zedelgem;65 – ...;Vrouwelijk;1076
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke; 0 – 14;Mannelijk;17
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke; 0 – 14;Vrouwelijk;9
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 – 64;Mannelijk;168
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;15 – 64;Vrouwelijk;293
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 – ...;Mannelijk;215
Vlaams Gewest;West-Vlaanderen;Brugge;31042;8377;Zuienkerke;65 – ...;Vrouwelijk;95
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist; 0 – 14;Mannelijk;156
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist; 0 – 14;Vrouwelijk;122
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 – 64;Mannelijk;2220
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;15 – 64;Vrouwelijk;2654
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 – ...;Mannelijk;2915
Vlaams Gewest;West-Vlaanderen;Brugge;31043;8300;Knokke-Heist;65 – ...;Vrouwelijk;2988
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide; 0 – 14;Mannelijk;211
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide; 0 – 14;Vrouwelijk;123
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 – 64;Mannelijk;1098
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;15 – 64;Vrouwelijk;1498
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 – ...;Mannelijk;727
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003;8600;Diksmuide;65 – ...;Vrouwelijk;850
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst; 0 – 14;Mannelijk;112
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst; 0 – 14;Vrouwelijk;84
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 – 64;Mannelijk;596
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;15 – 64;Vrouwelijk;847
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 – ...;Mannelijk;279
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006;8650;Houthulst;65 – ...;Vrouwelijk;345
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare; 0 – 14;Mannelijk;107
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare; 0 – 14;Vrouwelijk;80
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 – 64;Mannelijk;772
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010;8680;Koekelare;15 – 64;Vrouwelijk;893
