gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep;geslacht;aantal_verblijven
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem; 0 – 14;Vrouwelijk;80
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;15 – 64;Mannelijk;855
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;15 – 64;Vrouwelijk;1148
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;65 – ...;Mannelijk;460
Vlaams Gewest;Antwerpen;Antwerpen;11018;2620;Hemiksem;65 – ...;Vrouwelijk;499
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove; 0 – 14;Mannelijk;33
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove; 0 – 14;Vrouwelijk;33
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;15 – 64;Mannelijk;486
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;15 – 64;Vrouwelijk;682
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;65 – ...;Mannelijk;477
Vlaams Gewest;Antwerpen;Antwerpen;11021;2540;Hove;65 – ...;Vrouwelijk;612
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout; 0 – 14;Mannelijk;121
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout; 0 – 14;Vrouwelijk;78
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;15 – 64;Mannelijk;1183
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;15 – 64;Vrouwelijk;1401
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;65 – ...;Mannelijk;1029
Vlaams Gewest;Antwerpen;Antwerpen;11022;2920;Kalmthout;65 – ...;Vrouwelijk;1142
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen); 0 – 14;Mannelijk;191
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen); 0 – 14;Vrouwelijk;167
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);15 – 64;Mannelijk;1584
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);15 – 64;Vrouwelijk;2273
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);65 – ...;Mannelijk;1476
Vlaams Gewest;Antwerpen;Antwerpen;11023;2950;Kapellen (Antwerpen);65 – ...;Vrouwelijk;1592
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich; 0 – 14;Mannelijk;176
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich; 0 – 14;Vrouwelijk;105
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;15 – 64;Mannelijk;1331
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;15 – 64;Vrouwelijk;1967
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;65 – ...;Mannelijk;1207
Vlaams Gewest;Antwerpen;Antwerpen;11024;2550;Kontich;65 – ...;Vrouwelijk;1403
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint; 0 – 14;Mannelijk;55
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint; 0 – 14;Vrouwelijk;46
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;15 – 64;Mannelijk;625
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;15 – 64;Vrouwelijk;963
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;65 – ...;Mannelijk;363
Vlaams Gewest;Antwerpen;Antwerpen;11025;2547;Lint;65 – ...;Vrouwelijk;380
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel; 0 – 14;Mannelijk;179
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel; 0 – 14;Vrouwelijk;112
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;15 – 64;Mannelijk;1889
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;15 – 64;Vrouwelijk;2056
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;65 – ...;Mannelijk;1312
Vlaams Gewest;Antwerpen;Antwerpen;11029;2640;Mortsel;65 – ...;Vrouwelijk;1418
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel; 0 – 14;Mannelijk;118
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel; 0 – 14;Vrouwelijk;87
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;15 – 64;Mannelijk;692
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;15 – 64;Vrouwelijk;1046
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;65 – ...;Mannelijk;416
Vlaams Gewest;Antwerpen;Antwerpen;11030;2845;Niel;65 – ...;Vrouwelijk;509
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst; 0 – 14;Mannelijk;104
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst; 0 – 14;Vrouwelijk;95
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;15 – 64;Mannelijk;1422
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;15 – 64;Vrouwelijk;1835
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;65 – ...;Mannelijk;1052
Vlaams Gewest;Antwerpen;Antwerpen;11035;2520;Ranst;65 – ...;Vrouwelijk;1026
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst; 0 – 14;Mannelijk;116
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst; 0 – 14;Vrouwelijk;96
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;15 – 64;Mannelijk;1147
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;15 – 64;Vrouwelijk;1567
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;65 – ...;Mannelijk;827
Vlaams Gewest;Antwerpen;Antwerpen;11037;2840;Rumst;65 – ...;Vrouwelijk;792
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle; 0 – 14;Mannelijk;53
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle; 0 – 14;Vrouwelijk;81
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;15 – 64;Mannelijk;652
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;15 – 64;Vrouwelijk;1129
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;65 – ...;Mannelijk;476
Vlaams Gewest;Antwerpen;Antwerpen;11038;2627;Schelle;65 – ...;Vrouwelijk;417
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde; 0 – 14;Mannelijk;142
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde; 0 – 14;Vrouwelijk;119
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;15 – 64;Mannelijk;1206
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;15 – 64;Vrouwelijk;1775
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;65 – ...;Mannelijk;1419
Vlaams Gewest;Antwerpen;Antwerpen;11039;2970;Schilde;65 – ...;Vrouwelijk;1261
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten; 0 – 14;Mannelijk;317
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten; 0 – 14;Vrouwelijk;269
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;15 – 64;Mannelijk;2512
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;15 – 64;Vrouwelijk;3532
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;65 – ...;Mannelijk;1818
Vlaams Gewest;Antwerpen;Antwerpen;11040;2900;Schoten;65 – ...;Vrouwelijk;2064
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek; 0 – 14;Mannelijk;202
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek; 0 – 14;Vrouwelijk;130
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 – 64;Mannelijk;1379
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;15 – 64;Vrouwelijk;2126
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 – ...;Mannelijk;701
Vlaams Gewest;Antwerpen;Antwerpen;11044;2940;Stabroek;65 – ...;Vrouwelijk;738
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem; 0 – 14;Mannelijk;74
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem; 0 – 14;Vrouwelijk;65
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 – 64;Mannelijk;592
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;15 – 64;Vrouwelijk;985
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 – ...;Mannelijk;495
Vlaams Gewest;Antwerpen;Antwerpen;11050;2110;Wijnegem;65 – ...;Vrouwelijk;487
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem; 0 – 14;Mannelijk;123
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem; 0 – 14;Vrouwelijk;72
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 – 64;Mannelijk;1041
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;15 – 64;Vrouwelijk;1318
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 – ...;Mannelijk;748
Vlaams Gewest;Antwerpen;Antwerpen;11052;2160;Wommelgem;65 – ...;Vrouwelijk;616
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel; 0 – 14;Mannelijk;216
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel; 0 – 14;Vrouwelijk;130
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 – 64;Mannelijk;1272
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;15 – 64;Vrouwelijk;1863
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 – ...;Mannelijk;802
Vlaams Gewest;Antwerpen;Antwerpen;11053;2990;Wuustwezel;65 – ...;Vrouwelijk;662
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven; 0 – 14;Mannelijk;88
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven; 0 – 14;Vrouwelijk;91
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 – 64;Mannelijk;867
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;15 – 64;Vrouwelijk;1342
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 – ...;Mannelijk;663
Vlaams Gewest;Antwerpen;Antwerpen;11054;2240;Zandhoven;65 – ...;Vrouwelijk;671
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel; 0 – 14;Mannelijk;143
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel; 0 – 14;Vrouwelijk;132
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 – 64;Mannelijk;1517
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;15 – 64;Vrouwelijk;2215
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 – ...;Mannelijk;1277
Vlaams Gewest;Antwerpen;Antwerpen;11055;2980;Zoersel;65 – ...;Vrouwelijk;1188
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht; 0 – 14;Mannelijk;165
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht; 0 – 14;Vrouwelijk;101
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 – 64;Mannelijk;1275
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;15 – 64;Vrouwelijk;2244
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 – ...;Mannelijk;1054
Vlaams Gewest;Antwerpen;Antwerpen;11056;2070;Zwijndrecht;65 – ...;Vrouwelijk;916
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle; 0 – 14;Mannelijk;125
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle; 0 – 14;Vrouwelijk;125
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 – 64;Mannelijk;1173
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;15 – 64;Vrouwelijk;1545
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 – ...;Mannelijk;660
Vlaams Gewest;Antwerpen;Antwerpen;11057;2390;Malle;65 – ...;Vrouwelijk;791
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar; 0 – 14;Mannelijk;95
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar; 0 – 14;Vrouwelijk;43
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 – 64;Mannelijk;864
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;15 – 64;Vrouwelijk;1342
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 – ...;Mannelijk;538
Vlaams Gewest;Antwerpen;Mechelen;12002;2590;Berlaar;65 – ...;Vrouwelijk;645
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden; 0 – 14;Mannelijk;129
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden; 0 – 14;Vrouwelijk;103
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 – 64;Mannelijk;957
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;15 – 64;Vrouwelijk;1523
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 – ...;Mannelijk;1277
Vlaams Gewest;Antwerpen;Mechelen;12005;2820;Bonheiden;65 – ...;Vrouwelijk;1001
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem; 0 – 14;Mannelijk;228
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem; 0 – 14;Vrouwelijk;96
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 – 64;Mannelijk;1555
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;15 – 64;Vrouwelijk;2407
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 – ...;Mannelijk;1168
Vlaams Gewest;Antwerpen;Mechelen;12007;2880;Bornem;65 – ...;Vrouwelijk;1311
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel; 0 – 14;Mannelijk;136
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel; 0 – 14;Vrouwelijk;119
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 – 64;Mannelijk;1221
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;15 – 64;Vrouwelijk;1960
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 – ...;Mannelijk;796
Vlaams Gewest;Antwerpen;Mechelen;12009;2570;Duffel;65 – ...;Vrouwelijk;1246
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg; 0 – 14;Mannelijk;323
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg; 0 – 14;Vrouwelijk;262
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 – 64;Mannelijk;2603
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;15 – 64;Vrouwelijk;4198
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 – ...;Mannelijk;2097
Vlaams Gewest;Antwerpen;Mechelen;12014;2220;Heist-op-den-Berg;65 – ...;Vrouwelijk;2112
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier; 0 – 14;Mannelijk;305
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier; 0 – 14;Vrouwelijk;212
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 – 64;Mannelijk;2286
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;15 – 64;Vrouwelijk;4107
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 – ...;Mannelijk;1952
Vlaams Gewest;Antwerpen;Mechelen;12021;2500;Lier;65 – ...;Vrouwelijk;1805
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen; 0 – 14;Mannelijk;1093
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen; 0 – 14;Vrouwelijk;610
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 – 64;Mannelijk;5087
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;15 – 64;Vrouwelijk;8624
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 – ...;Mannelijk;3539
Vlaams Gewest;Antwerpen;Mechelen;12025;2800;Mechelen;65 – ...;Vrouwelijk;4447
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen; 0 – 14;Mannelijk;177
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen; 0 – 14;Vrouwelijk;124
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 – 64;Mannelijk;1476
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;15 – 64;Vrouwelijk;2724
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 – ...;Mannelijk;1240
Vlaams Gewest;Antwerpen;Mechelen;12026;2560;Nijlen;65 – ...;Vrouwelijk;1086
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte; 0 – 14;Mannelijk;176
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte; 0 – 14;Vrouwelijk;93
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 – 64;Mannelijk;1074
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;15 – 64;Vrouwelijk;1670
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 – ...;Mannelijk;853
Vlaams Gewest;Antwerpen;Mechelen;12029;2580;Putte;65 – ...;Vrouwelijk;953
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs; 0 – 14;Mannelijk;110
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs; 0 – 14;Vrouwelijk;105
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;15 – 64;Mannelijk;1212
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;15 – 64;Vrouwelijk;1797
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;65 – ...;Mannelijk;754
Vlaams Gewest;Antwerpen;Mechelen;12030;2870;Puurs;65 – ...;Vrouwelijk;817
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands; 0 – 14;Mannelijk;61
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands; 0 – 14;Vrouwelijk;41
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;15 – 64;Mannelijk;520
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;15 – 64;Vrouwelijk;853
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;65 – ...;Mannelijk;481
Vlaams Gewest;Antwerpen;Mechelen;12034;2890;Sint-Amands;65 – ...;Vrouwelijk;437
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver; 0 – 14;Mannelijk;201
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver; 0 – 14;Vrouwelijk;160
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 – 64;Mannelijk;1560
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;15 – 64;Vrouwelijk;2110
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 – ...;Mannelijk;1115
Vlaams Gewest;Antwerpen;Mechelen;12035;2860;Sint-Katelijne-Waver;65 – ...;Vrouwelijk;1288
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek; 0 – 14;Mannelijk;314
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek; 0 – 14;Vrouwelijk;181
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 – 64;Mannelijk;1604
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;15 – 64;Vrouwelijk;2786
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 – ...;Mannelijk;1177
Vlaams Gewest;Antwerpen;Mechelen;12040;2830;Willebroek;65 – ...;Vrouwelijk;1359
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk; 0 – 14;Mannelijk;155
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk; 0 – 14;Vrouwelijk;104
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 – 64;Mannelijk;886
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;15 – 64;Vrouwelijk;1553
Vlaams Gewest;Antwerpen;Turnhout;13001;2370;Arendonk;65 – ...;Mannelijk;617
