région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospita-_lisation_de_jour
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Masculin;822
Région flamande;Brabant flamand;Louvain;24014;3190;Boortmeerbeek;65 - ...;Féminin;858
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Masculin;109
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;0 - 14;Féminin;86
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Masculin;615
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;15 - 64;Féminin;1.021
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Masculin;325
Région flamande;Brabant flamand;Louvain;24016;3370;Boutersem;65 - ...;Féminin;507
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Masculin;178
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;0 - 14;Féminin;152
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Masculin;1.614
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;15 - 64;Féminin;2.371
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Masculin;1.567
Région flamande;Brabant flamand;Louvain;24020;3290;Diest;65 - ...;Féminin;1.377
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Masculin;64
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;0 - 14;Féminin;70
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Masculin;570
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;15 - 64;Féminin;758
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Masculin;496
Région flamande;Brabant flamand;Louvain;24028;3450;Geetbets;65 - ...;Féminin;433
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Masculin;127
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;0 - 14;Féminin;93
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Masculin;1.046
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;15 - 64;Féminin;1.377
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Masculin;745
Région flamande;Brabant flamand;Louvain;24033;3150;Haacht;65 - ...;Féminin;858
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Masculin;214
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;0 - 14;Féminin;132
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Masculin;1.415
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;15 - 64;Féminin;1.985
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Masculin;1.135
Région flamande;Brabant flamand;Louvain;24038;3020;Herent;65 - ...;Féminin;1.395
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Masculin;123
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;0 - 14;Féminin;56
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Masculin;386
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;15 - 64;Féminin;587
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Masculin;268
Région flamande;Brabant flamand;Louvain;24041;3320;Hoegaarden;65 - ...;Féminin;321
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Masculin;104
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;0 - 14;Féminin;64
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Masculin;739
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;15 - 64;Féminin;859
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Masculin;512
Région flamande;Brabant flamand;Louvain;24043;3220;Holsbeek;65 - ...;Féminin;637
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Masculin;60
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;0 - 14;Féminin;56
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Masculin;641
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;15 - 64;Féminin;998
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Masculin;427
Région flamande;Brabant flamand;Louvain;24045;3040;Huldenberg;65 - ...;Féminin;602
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Masculin;92
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;0 - 14;Féminin;85
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Masculin;822
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;15 - 64;Féminin;1.110
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Masculin;1.095
Région flamande;Brabant flamand;Louvain;24048;3140;Keerbergen;65 - ...;Féminin;869
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Masculin;79
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;0 - 14;Féminin;66
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Masculin;588
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;15 - 64;Féminin;820
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Masculin;425
Région flamande;Brabant flamand;Louvain;24054;3470;Kortenaken;65 - ...;Féminin;410
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Masculin;167
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;0 - 14;Féminin;102
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Masculin;1.247
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;15 - 64;Féminin;1.724
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Masculin;1.089
Région flamande;Brabant flamand;Louvain;24055;3070;Kortenberg;65 - ...;Féminin;1.009
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Masculin;203
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;0 - 14;Féminin;140
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Masculin;1.228
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;15 - 64;Féminin;1.684
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Masculin;1.189
Région flamande;Brabant flamand;Louvain;24059;3400;Landen;65 - ...;Féminin;1.280
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Masculin;802
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;0 - 14;Féminin;616
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Masculin;5.876
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;15 - 64;Féminin;8.231
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Masculin;4.567
Région flamande;Brabant flamand;Louvain;24062;3000;Louvain;65 - ...;Féminin;4.701
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Masculin;127
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;0 - 14;Féminin;108
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Masculin;906
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;15 - 64;Féminin;1.290
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Masculin;952
Région flamande;Brabant flamand;Louvain;24066;3210;Lubbeek;65 - ...;Féminin;1.032
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Masculin;115
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;0 - 14;Féminin;84
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Masculin;717
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;15 - 64;Féminin;902
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Masculin;666
Région flamande;Brabant flamand;Louvain;24086;3050;Oud-Heverlee;65 - ...;Féminin;691
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Masculin;152
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;0 - 14;Féminin;133
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Masculin;1.172
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;15 - 64;Féminin;1.361
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Masculin;998
Région flamande;Brabant flamand;Louvain;24094;3110;Rotselaar;65 - ...;Féminin;856
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Masculin;173
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;0 - 14;Féminin;110
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Masculin;1.226
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;15 - 64;Féminin;1.571
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Masculin;1.047
Région flamande;Brabant flamand;Louvain;24104;3080;Tervuren;65 - ...;Féminin;1.005
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Masculin;587
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;0 - 14;Féminin;467
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Masculin;2.471
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;15 - 64;Féminin;4.088
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Masculin;2.068
Région flamande;Brabant flamand;Louvain;24107;3300;Tirlemont;65 - ...;Féminin;2.057
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Masculin;110
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;0 - 14;Féminin;111
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Masculin;1.135
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;15 - 64;Féminin;1.473
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Masculin;1.206
Région flamande;Brabant flamand;Louvain;24109;3120;Tremelo;65 - ...;Féminin;919
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Masculin;94
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;0 - 14;Féminin;91
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Masculin;662
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;15 - 64;Féminin;1.037
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Masculin;560
Région flamande;Brabant flamand;Louvain;24130;3440;Léau;65 - ...;Féminin;498
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Masculin;77
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;0 - 14;Féminin;75
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Masculin;558
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;15 - 64;Féminin;811
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Masculin;381
Région flamande;Brabant flamand;Louvain;24133;3350;Linter;65 - ...;Féminin;432
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Masculin;168
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;0 - 14;Féminin;125
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Masculin;1.696
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;15 - 64;Féminin;2.241
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Masculin;1.382
Région flamande;Brabant flamand;Louvain;24134;3270;Montaigu-Zichem;65 - ...;Féminin;1.408
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Masculin;104
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;0 - 14;Féminin;84
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Masculin;834
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;15 - 64;Féminin;1.043
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Masculin;619
Région flamande;Brabant flamand;Louvain;24135;3390;Tielt-Winge;65 - ...;Féminin;551
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Masculin;63
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;0 - 14;Féminin;53
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Masculin;490
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;15 - 64;Féminin;557
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Masculin;286
Région flamande;Brabant flamand;Louvain;24137;3380;Glabbeek;65 - ...;Féminin;344
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Masculin;130
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;0 - 14;Féminin;73
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Masculin;1.072
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;15 - 64;Féminin;1.518
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Masculin;990
Région flamande;Flandre occidentale;Bruges;31003;8730;Beernem;65 - ...;Féminin;607
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Masculin;125
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;0 - 14;Féminin;73
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Masculin;1.708
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;15 - 64;Féminin;2.337
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Masculin;2.020
Région flamande;Flandre occidentale;Bruges;31004;8370;Blankenberge;65 - ...;Féminin;1.861
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Masculin;1.002
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;0 - 14;Féminin;686
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Masculin;8.683
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;15 - 64;Féminin;11.341
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Masculin;7.904
Région flamande;Flandre occidentale;Bruges;31005;8000;Bruges;65 - ...;Féminin;7.550
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Masculin;118
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;0 - 14;Féminin;73
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Masculin;714
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;15 - 64;Féminin;922
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Masculin;550
Région flamande;Flandre occidentale;Bruges;31006;8340;Damme;65 - ...;Féminin;490
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Masculin;131
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;0 - 14;Féminin;125
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Masculin;932
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;15 - 64;Féminin;1.285
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Masculin;763
Région flamande;Flandre occidentale;Bruges;31012;8490;Jabbeke;65 - ...;Féminin;673
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Masculin;249
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;0 - 14;Féminin;174
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Masculin;1.507
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;15 - 64;Féminin;2.641
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Masculin;1.592
Région flamande;Flandre occidentale;Bruges;31022;8020;Oostkamp;65 - ...;Féminin;1.353
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Masculin;331
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;0 - 14;Féminin;257
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Masculin;1.746
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;15 - 64;Féminin;2.171
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Masculin;1.307
Région flamande;Flandre occidentale;Bruges;31033;8820;Torhout;65 - ...;Féminin;1.484
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Masculin;340
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;0 - 14;Féminin;279
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Masculin;1.808
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;15 - 64;Féminin;2.386
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Masculin;1.565
Région flamande;Flandre occidentale;Bruges;31040;8210;Zedelgem;65 - ...;Féminin;1.296
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Masculin;37
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;0 - 14;Féminin;12
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Masculin;199
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;15 - 64;Féminin;207
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Masculin;177
Région flamande;Flandre occidentale;Bruges;31042;8377;Zuienkerke;65 - ...;Féminin;117
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Masculin;221
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;0 - 14;Féminin;174
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Masculin;2.093
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;15 - 64;Féminin;2.838
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Masculin;3.399
Région flamande;Flandre occidentale;Bruges;31043;8300;Knokke-Heist;65 - ...;Féminin;3.441
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Masculin;183
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;0 - 14;Féminin;160
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Masculin;1.153
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;15 - 64;Féminin;1.785
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Masculin;1.034
Région flamande;Flandre occidentale;Dixmude;32003;8600;Dixmude;65 - ...;Féminin;938
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Masculin;120
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;0 - 14;Féminin;107
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Masculin;771
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;15 - 64;Féminin;1.039
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Masculin;526
Région flamande;Flandre occidentale;Dixmude;32006;8650;Houthulst;65 - ...;Féminin;455
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Masculin;112
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;0 - 14;Féminin;89
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Masculin;671
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;15 - 64;Féminin;948
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Masculin;622
Région flamande;Flandre occidentale;Dixmude;32010;8680;Koekelare;65 - ...;Féminin;505
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Masculin;201
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;0 - 14;Féminin;163
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Masculin;961
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;15 - 64;Féminin;1.394
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Masculin;773
Région flamande;Flandre occidentale;Dixmude;32011;8610;Kortemark;65 - ...;Féminin;667
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Masculin;29
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;0 - 14;Féminin;38
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Masculin;183
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;15 - 64;Féminin;261
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Masculin;145
Région flamande;Flandre occidentale;Dixmude;32030;8647;Lo-Reninge;65 - ...;Féminin;157
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Masculin;267
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;0 - 14;Féminin;172
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Masculin;2.740
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;15 - 64;Féminin;3.446
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Masculin;1.943
Région flamande;Flandre occidentale;Ypres;33011;8900;Ypres;65 - ...;Féminin;1.964
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Masculin;20
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;0 - 14;Féminin;13
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Masculin;62
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;15 - 64;Féminin;70
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Masculin;64
Région flamande;Flandre occidentale;Ypres;33016;8957;Messines;65 - ...;Féminin;28
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Masculin;171
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;0 - 14;Féminin;127
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Masculin;1.385
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;15 - 64;Féminin;1.793
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Masculin;1.088
Région flamande;Flandre occidentale;Ypres;33021;8970;Poperinge;65 - ...;Féminin;1.140
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Masculin;262
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;0 - 14;Féminin;206
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Masculin;1.526
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;15 - 64;Féminin;1.861
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Masculin;925
Région flamande;Flandre occidentale;Ypres;33029;8940;Wervik;65 - ...;Féminin;1.284
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Masculin;155
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;0 - 14;Féminin;108
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Masculin;988
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;15 - 64;Féminin;1.197
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Masculin;716
Région flamande;Flandre occidentale;Ypres;33037;8980;Zonnebeke;65 - ...;Féminin;700
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Masculin;73
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;0 - 14;Féminin;51
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Masculin;563
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;15 - 64;Féminin;676
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Masculin;271
Région flamande;Flandre occidentale;Ypres;33039;8950;Heuvelland;65 - ...;Féminin;409
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Masculin;73
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;0 - 14;Féminin;87
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Masculin;663
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;15 - 64;Féminin;724
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Masculin;460
Région flamande;Flandre occidentale;Ypres;33040;8920;Langemark-Poelkapelle;65 - ...;Féminin;506
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Masculin;104
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;0 - 14;Féminin;35
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Masculin;257
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;15 - 64;Féminin;283
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Masculin;174
Région flamande;Flandre occidentale;Ypres;33041;8640;Vleteren;65 - ...;Féminin;277
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Masculin;155
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;0 - 14;Féminin;106
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Masculin;1.050
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;15 - 64;Féminin;1.275
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Masculin;850
Région flamande;Flandre occidentale;Courtrai;34002;8570;Anzegem;65 - ...;Féminin;810
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Masculin;93
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;0 - 14;Féminin;62
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Masculin;759
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;15 - 64;Féminin;1.240
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Masculin;522
Région flamande;Flandre occidentale;Courtrai;34003;8580;Avelgem;65 - ...;Féminin;461
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Masculin;120
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;0 - 14;Féminin;81
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Masculin;961
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;15 - 64;Féminin;1.204
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Masculin;764
Région flamande;Flandre occidentale;Courtrai;34009;8540;Deerlijk;65 - ...;Féminin;865
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Masculin;366
Région flamande;Flandre occidentale;Courtrai;34013;8530;Harelbeke;0 - 14;Féminin;242
