région;province_ou_région_de_bruxelles-capitale;arrondissement;code_ins;code_postal;commune;classe_d_âge;sexe;hospita-_lisation_de_jour
Région flamande;Anvers;Anvers;11044;2940;Stabroek;0 - 14;Masculin;137
Région flamande;Anvers;Anvers;11044;2940;Stabroek;0 - 14;Féminin;93
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 - 64;Masculin;1.404
Région flamande;Anvers;Anvers;11044;2940;Stabroek;15 - 64;Féminin;1.998
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 - ...;Masculin;1.251
Région flamande;Anvers;Anvers;11044;2940;Stabroek;65 - ...;Féminin;891
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;0 - 14;Masculin;56
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;0 - 14;Féminin;42
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 - 64;Masculin;595
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;15 - 64;Féminin;955
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 - ...;Masculin;574
Région flamande;Anvers;Anvers;11050;2110;Wijnegem;65 - ...;Féminin;615
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;0 - 14;Masculin;107
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;0 - 14;Féminin;76
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 - 64;Masculin;1.101
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;15 - 64;Féminin;1.419
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 - ...;Masculin;767
Région flamande;Anvers;Anvers;11052;2160;Wommelgem;65 - ...;Féminin;688
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;0 - 14;Masculin;198
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;0 - 14;Féminin;145
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 - 64;Masculin;1.189
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;15 - 64;Féminin;1.946
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 - ...;Masculin;1.217
Région flamande;Anvers;Anvers;11053;2990;Wuustwezel;65 - ...;Féminin;992
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;0 - 14;Masculin;97
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;0 - 14;Féminin;88
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 - 64;Masculin;1.031
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;15 - 64;Féminin;1.532
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 - ...;Masculin;982
Région flamande;Anvers;Anvers;11054;2240;Zandhoven;65 - ...;Féminin;784
Région flamande;Anvers;Anvers;11055;2980;Zoersel;0 - 14;Masculin;136
Région flamande;Anvers;Anvers;11055;2980;Zoersel;0 - 14;Féminin;116
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 - 64;Masculin;1.660
Région flamande;Anvers;Anvers;11055;2980;Zoersel;15 - 64;Féminin;2.454
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 - ...;Masculin;1.791
Région flamande;Anvers;Anvers;11055;2980;Zoersel;65 - ...;Féminin;1.707
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;0 - 14;Masculin;243
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;0 - 14;Féminin;89
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 - 64;Masculin;1.332
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;15 - 64;Féminin;2.005
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 - ...;Masculin;969
Région flamande;Anvers;Anvers;11056;2070;Zwijndrecht;65 - ...;Féminin;1.023
Région flamande;Anvers;Anvers;11057;2390;Malle;0 - 14;Masculin;125
Région flamande;Anvers;Anvers;11057;2390;Malle;0 - 14;Féminin;86
Région flamande;Anvers;Anvers;11057;2390;Malle;15 - 64;Masculin;1.329
Région flamande;Anvers;Anvers;11057;2390;Malle;15 - 64;Féminin;1.799
Région flamande;Anvers;Anvers;11057;2390;Malle;65 - ...;Masculin;1.076
Région flamande;Anvers;Anvers;11057;2390;Malle;65 - ...;Féminin;1.074
Région flamande;Anvers;Malines;12002;2590;Berlaar;0 - 14;Masculin;78
Région flamande;Anvers;Malines;12002;2590;Berlaar;0 - 14;Féminin;49
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 - 64;Masculin;882
Région flamande;Anvers;Malines;12002;2590;Berlaar;15 - 64;Féminin;1.421
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 - ...;Masculin;643
Région flamande;Anvers;Malines;12002;2590;Berlaar;65 - ...;Féminin;841
Région flamande;Anvers;Malines;12005;2820;Bonheiden;0 - 14;Masculin;161
Région flamande;Anvers;Malines;12005;2820;Bonheiden;0 - 14;Féminin;127
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 - 64;Masculin;1.144
Région flamande;Anvers;Malines;12005;2820;Bonheiden;15 - 64;Féminin;1.531
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 - ...;Masculin;1.242
Région flamande;Anvers;Malines;12005;2820;Bonheiden;65 - ...;Féminin;1.305
Région flamande;Anvers;Malines;12007;2880;Bornem;0 - 14;Masculin;188
Région flamande;Anvers;Malines;12007;2880;Bornem;0 - 14;Féminin;98
Région flamande;Anvers;Malines;12007;2880;Bornem;15 - 64;Masculin;1.862
Région flamande;Anvers;Malines;12007;2880;Bornem;15 - 64;Féminin;2.768
Région flamande;Anvers;Malines;12007;2880;Bornem;65 - ...;Masculin;1.543
Région flamande;Anvers;Malines;12007;2880;Bornem;65 - ...;Féminin;1.495
Région flamande;Anvers;Malines;12009;2570;Duffel;0 - 14;Masculin;134
Région flamande;Anvers;Malines;12009;2570;Duffel;0 - 14;Féminin;76
Région flamande;Anvers;Malines;12009;2570;Duffel;15 - 64;Masculin;1.243
Région flamande;Anvers;Malines;12009;2570;Duffel;15 - 64;Féminin;2.047
Région flamande;Anvers;Malines;12009;2570;Duffel;65 - ...;Masculin;945
Région flamande;Anvers;Malines;12009;2570;Duffel;65 - ...;Féminin;1.322
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;0 - 14;Masculin;370
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;0 - 14;Féminin;309
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 - 64;Masculin;2.914
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;15 - 64;Féminin;4.381
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 - ...;Masculin;2.663
Région flamande;Anvers;Malines;12014;2220;Heist-op-den-Berg;65 - ...;Féminin;2.881
Région flamande;Anvers;Malines;12021;2500;Lierre;0 - 14;Masculin;295
Région flamande;Anvers;Malines;12021;2500;Lierre;0 - 14;Féminin;183
Région flamande;Anvers;Malines;12021;2500;Lierre;15 - 64;Masculin;2.650
Région flamande;Anvers;Malines;12021;2500;Lierre;15 - 64;Féminin;4.601
Région flamande;Anvers;Malines;12021;2500;Lierre;65 - ...;Masculin;2.061
Région flamande;Anvers;Malines;12021;2500;Lierre;65 - ...;Féminin;2.437
Région flamande;Anvers;Malines;12025;2800;Malines;0 - 14;Masculin;1.051
Région flamande;Anvers;Malines;12025;2800;Malines;0 - 14;Féminin;635
Région flamande;Anvers;Malines;12025;2800;Malines;15 - 64;Masculin;5.818
Région flamande;Anvers;Malines;12025;2800;Malines;15 - 64;Féminin;9.618
Région flamande;Anvers;Malines;12025;2800;Malines;65 - ...;Masculin;4.336
Région flamande;Anvers;Malines;12025;2800;Malines;65 - ...;Féminin;5.485
Région flamande;Anvers;Malines;12026;2560;Nijlen;0 - 14;Masculin;205
Région flamande;Anvers;Malines;12026;2560;Nijlen;0 - 14;Féminin;137
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 - 64;Masculin;1.707
Région flamande;Anvers;Malines;12026;2560;Nijlen;15 - 64;Féminin;2.847
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 - ...;Masculin;1.408
Région flamande;Anvers;Malines;12026;2560;Nijlen;65 - ...;Féminin;1.674
Région flamande;Anvers;Malines;12029;2580;Putte;0 - 14;Masculin;159
Région flamande;Anvers;Malines;12029;2580;Putte;0 - 14;Féminin;132
Région flamande;Anvers;Malines;12029;2580;Putte;15 - 64;Masculin;1.146
Région flamande;Anvers;Malines;12029;2580;Putte;15 - 64;Féminin;1.587
Région flamande;Anvers;Malines;12029;2580;Putte;65 - ...;Masculin;1.085
Région flamande;Anvers;Malines;12029;2580;Putte;65 - ...;Féminin;1.242
Région flamande;Anvers;Malines;12030;2870;Puurs;0 - 14;Masculin;146
Région flamande;Anvers;Malines;12030;2870;Puurs;0 - 14;Féminin;86
Région flamande;Anvers;Malines;12030;2870;Puurs;15 - 64;Masculin;1.517
Région flamande;Anvers;Malines;12030;2870;Puurs;15 - 64;Féminin;1.953
Région flamande;Anvers;Malines;12030;2870;Puurs;65 - ...;Masculin;1.292
Région flamande;Anvers;Malines;12030;2870;Puurs;65 - ...;Féminin;1.299
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;0 - 14;Masculin;66
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;0 - 14;Féminin;56
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;15 - 64;Masculin;574
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;15 - 64;Féminin;1.064
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;65 - ...;Masculin;501
Région flamande;Anvers;Malines;12034;2890;Sint-Amands;65 - ...;Féminin;472
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;0 - 14;Masculin;159
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;0 - 14;Féminin;129
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 - 64;Masculin;1.449
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;15 - 64;Féminin;2.114
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 - ...;Masculin;1.304
Région flamande;Anvers;Malines;12035;2860;Sint-Katelijne-Waver;65 - ...;Féminin;1.657
Région flamande;Anvers;Malines;12040;2830;Willebroek;0 - 14;Masculin;298
Région flamande;Anvers;Malines;12040;2830;Willebroek;0 - 14;Féminin;187
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 - 64;Masculin;1.916
Région flamande;Anvers;Malines;12040;2830;Willebroek;15 - 64;Féminin;3.121
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 - ...;Masculin;1.462
Région flamande;Anvers;Malines;12040;2830;Willebroek;65 - ...;Féminin;1.597
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;0 - 14;Masculin;141
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;0 - 14;Féminin;109
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 - 64;Masculin;905
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;15 - 64;Féminin;1.366
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 - ...;Masculin;662
Région flamande;Anvers;Turnhout;13001;2370;Arendonk;65 - ...;Féminin;684
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;0 - 14;Masculin;49
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;0 - 14;Féminin;12
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 - 64;Masculin;179
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;15 - 64;Féminin;277
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 - ...;Masculin;195
Région flamande;Anvers;Turnhout;13002;2387;Baerle-Duc;65 - ...;Féminin;154
Région flamande;Anvers;Turnhout;13003;2490;Balen;0 - 14;Masculin;319
Région flamande;Anvers;Turnhout;13003;2490;Balen;0 - 14;Féminin;286
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 - 64;Masculin;1.914
Région flamande;Anvers;Turnhout;13003;2490;Balen;15 - 64;Féminin;2.665
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 - ...;Masculin;1.630
Région flamande;Anvers;Turnhout;13003;2490;Balen;65 - ...;Féminin;1.696
Région flamande;Anvers;Turnhout;13004;2340;Beerse;0 - 14;Masculin;206
Région flamande;Anvers;Turnhout;13004;2340;Beerse;0 - 14;Féminin;120
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 - 64;Masculin;1.527
Région flamande;Anvers;Turnhout;13004;2340;Beerse;15 - 64;Féminin;2.018
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 - ...;Masculin;922
Région flamande;Anvers;Turnhout;13004;2340;Beerse;65 - ...;Féminin;1.003
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Masculin;134
Région flamande;Anvers;Turnhout;13006;2480;Dessel;0 - 14;Féminin;102
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Masculin;818
Région flamande;Anvers;Turnhout;13006;2480;Dessel;15 - 64;Féminin;1.067
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Masculin;769
Région flamande;Anvers;Turnhout;13006;2480;Dessel;65 - ...;Féminin;552
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Masculin;786
Région flamande;Anvers;Turnhout;13008;2440;Geel;0 - 14;Féminin;462
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Masculin;3.724
Région flamande;Anvers;Turnhout;13008;2440;Geel;15 - 64;Féminin;4.637
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Masculin;2.627
Région flamande;Anvers;Turnhout;13008;2440;Geel;65 - ...;Féminin;2.615
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Masculin;73
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;0 - 14;Féminin;64
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Masculin;937
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;15 - 64;Féminin;1.435
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Masculin;631
Région flamande;Anvers;Turnhout;13010;2280;Grobbendonk;65 - ...;Féminin;907
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Masculin;266
Région flamande;Anvers;Turnhout;13011;2200;Herentals;0 - 14;Féminin;240
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Masculin;2.459
Région flamande;Anvers;Turnhout;13011;2200;Herentals;15 - 64;Féminin;3.596
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Masculin;1.922
Région flamande;Anvers;Turnhout;13011;2200;Herentals;65 - ...;Féminin;1.999
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Masculin;44
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;0 - 14;Féminin;54
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Masculin;768
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;15 - 64;Féminin;1.226
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Masculin;563
Région flamande;Anvers;Turnhout;13012;2270;Herenthout;65 - ...;Féminin;588
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Masculin;181
Région flamande;Anvers;Turnhout;13013;2230;Herselt;0 - 14;Féminin;121
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Masculin;1.112
Région flamande;Anvers;Turnhout;13013;2230;Herselt;15 - 64;Féminin;1.575
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Masculin;1.039
Région flamande;Anvers;Turnhout;13013;2230;Herselt;65 - ...;Féminin;919
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Masculin;191
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;0 - 14;Féminin;132
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Masculin;1.412
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;15 - 64;Féminin;1.948
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Masculin;1.189
Région flamande;Anvers;Turnhout;13014;2320;Hoogstraten;65 - ...;Féminin;1.064
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Masculin;83
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;0 - 14;Féminin;59
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Masculin;844
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;15 - 64;Féminin;1.216
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Masculin;578
Région flamande;Anvers;Turnhout;13016;2235;Hulshout;65 - ...;Féminin;606
